SUBN	TRIAL	BLOCK	STUDY.TEST	WORD1	WORD2	POINTS	WORD2RESP	ACC	
145752	1	1	STUDY	bias	sirloin	0	NA	NA	
145752	2	1	STUDY	cash	genius	0	NA	NA	
145752	3	1	STUDY	cottage	inform	5	NA	NA	
145752	4	1	STUDY	plant	worm	0	NA	NA	
145752	5	1	STUDY	intent	knuckle	0	NA	NA	
145752	6	1	STUDY	letter	flea	0	NA	NA	
145752	7	1	STUDY	word	apex	5	NA	NA	
145752	8	1	STUDY	core	lettuce	0	NA	NA	
145752	9	1	STUDY	balcony	latin	10	NA	NA	
145752	10	1	STUDY	storage	stone	5	NA	NA	
145752	11	1	STUDY	rub	boiled	10	NA	NA	
145752	12	1	STUDY	garage	idiot	10	NA	NA	
145752	13	1	STUDY	future	wrench	5	NA	NA	
145752	14	1	STUDY	mill	feast	10	NA	NA	
145752	15	1	STUDY	bullet	walkway	5	NA	NA	
145752	16	1	STUDY	town	depart	5	NA	NA	
145752	17	1	STUDY	begin	rubber	0	NA	NA	
145752	18	1	STUDY	link	crisis	10	NA	NA	
145752	19	1	STUDY	grip	beach	10	NA	NA	
145752	20	1	STUDY	twist	produce	10	NA	NA	
145752	21	1	STUDY	fail	toaster	5	NA	NA	
145752	1	1	TEST	word	apex	5	apex	1	
145752	2	1	TEST	balcony	latin	10	hail	0	
145752	3	1	TEST	cash	genius	0	money	0	
145752	4	1	TEST	mill	feast	10	feast	1	
145752	5	1	TEST	fail	toaster	5	balcony	0	
145752	6	1	TEST	plant	worm	0	egg	0	
145752	7	1	TEST	grip	beach	10	knuckle	0	
145752	8	1	TEST	begin	rubber	0	aee	0	
145752	9	1	TEST	cottage	inform	5	knuckle	0	
145752	10	1	TEST	intent	knuckle	0	knuckle	1	
145752	11	1	TEST	town	depart	5	wrench	0	
145752	12	1	TEST	core	lettuce	0	wrench	0	
145752	13	1	TEST	rub	boiled	10	core	0	
145752	14	1	TEST	bullet	walkway	5	wrench	0	
145752	15	1	TEST	letter	flea	0	mail	0	
145752	16	1	TEST	twist	produce	10	distort	0	
145752	17	1	TEST	future	wrench	5	valley	0	
145752	18	1	TEST	bias	sirloin	0	core	0	
145752	19	1	TEST	garage	idiot	10	idiot	1	
145752	20	1	TEST	storage	stone	5	stone	1	
145752	21	1	TEST	link	crisis	10	hail	0	
145752	1	2	STUDY	killer	cracker	10	NA	NA	
145752	2	2	STUDY	anger	decay	0	NA	NA	
145752	3	2	STUDY	retain	strap	0	NA	NA	
145752	4	2	STUDY	kid	spoil	0	NA	NA	
145752	5	2	STUDY	pork	emperor	0	NA	NA	
145752	6	2	STUDY	find	clown	5	NA	NA	
145752	7	2	STUDY	pinch	fact	10	NA	NA	
145752	8	2	STUDY	need	faucet	5	NA	NA	
145752	9	2	STUDY	nose	adverb	10	NA	NA	
145752	10	2	STUDY	climax	saucer	5	NA	NA	
145752	11	2	STUDY	hat	inhale	5	NA	NA	
145752	12	2	STUDY	banner	glide	5	NA	NA	
145752	13	2	STUDY	calf	annoy	5	NA	NA	
145752	14	2	STUDY	things	relief	5	NA	NA	
145752	15	2	STUDY	toy	casket	0	NA	NA	
145752	16	2	STUDY	essence	cure	10	NA	NA	
145752	17	2	STUDY	capital	figure	10	NA	NA	
145752	18	2	STUDY	diamond	fasten	0	NA	NA	
145752	19	2	STUDY	want	ascent	0	NA	NA	
145752	20	2	STUDY	assist	plaque	10	NA	NA	
145752	21	2	STUDY	dip	spray	10	NA	NA	
145752	1	2	TEST	diamond	fasten	0	skip	0	
145752	2	2	TEST	banner	glide	5	cracker	0	
145752	3	2	TEST	retain	strap	0	skip	0	
145752	4	2	TEST	pork	emperor	0	skip	0	
145752	5	2	TEST	capital	figure	10	plaque	0	
145752	6	2	TEST	want	ascent	0	skip	0	
