SUBN	TRIAL	BLOCK	STUDY.TEST	WORD1	WORD2	POINTS	WORD2RESP	ACC	
145709	1	1	STUDY	board	funeral	5	NA	NA	
145709	2	1	STUDY	bunch	bond	5	NA	NA	
145709	3	1	STUDY	intent	knuckle	0	NA	NA	
145709	4	1	STUDY	percent	elk	10	NA	NA	
145709	5	1	STUDY	rub	boiled	10	NA	NA	
145709	6	1	STUDY	pork	emperor	0	NA	NA	
145709	7	1	STUDY	flight	grind	10	NA	NA	
145709	8	1	STUDY	nerve	bumper	5	NA	NA	
145709	9	1	STUDY	forest	knob	0	NA	NA	
145709	10	1	STUDY	kid	spoil	0	NA	NA	
145709	11	1	STUDY	hat	inhale	5	NA	NA	
145709	12	1	STUDY	twist	produce	10	NA	NA	
145709	13	1	STUDY	closet	indoor	10	NA	NA	
145709	14	1	STUDY	shrink	mafia	0	NA	NA	
145709	15	1	STUDY	tank	dwarf	5	NA	NA	
145709	16	1	STUDY	pinch	fact	10	NA	NA	
145709	17	1	STUDY	bleach	ruin	0	NA	NA	
145709	18	1	STUDY	word	apex	5	NA	NA	
145709	19	1	STUDY	blossom	please	10	NA	NA	
145709	20	1	STUDY	risk	zero	0	NA	NA	
145709	21	1	STUDY	visit	glove	5	NA	NA	
145709	1	1	TEST	percent	elk	10	ddd	0	
145709	2	1	TEST	word	apex	5	ddd	0	
145709	3	1	TEST	blossom	please	10	flower	0	
145709	4	1	TEST	pinch	fact	10	cat	0	
145709	5	1	TEST	bleach	ruin	0	cat	0	
145709	6	1	TEST	pork	emperor	0	cat	0	
145709	7	1	TEST	shrink	mafia	0	cat	0	
145709	8	1	TEST	risk	zero	0	caat	0	
145709	9	1	TEST	hat	inhale	5	cat	0	
145709	10	1	TEST	intent	knuckle	0	cat	0	
145709	11	1	TEST	bunch	bond	5	bond	1	
145709	12	1	TEST	twist	produce	10	art	0	
145709	13	1	TEST	visit	glove	5	att	0	
145709	14	1	TEST	board	funeral	5	bond	0	
145709	15	1	TEST	forest	knob	0	tree	0	
145709	16	1	TEST	rub	boiled	10	ert	0	
145709	17	1	TEST	nerve	bumper	5	ert	0	
145709	18	1	TEST	flight	grind	10	plane	0	
145709	19	1	TEST	tank	dwarf	5	ert	0	
145709	20	1	TEST	kid	spoil	0	hsy	0	
145709	21	1	TEST	closet	indoor	10	indoor	1	
145709	1	2	STUDY	bacon	feud	10	NA	NA	
145709	2	2	STUDY	fan	feature	0	NA	NA	
145709	3	2	STUDY	gown	nap	5	NA	NA	
145709	4	2	STUDY	sleep	tread	5	NA	NA	
145709	5	2	STUDY	entry	bowling	5	NA	NA	
145709	6	2	STUDY	rest	pole	10	NA	NA	
145709	7	2	STUDY	fail	toaster	5	NA	NA	
145709	8	2	STUDY	ritual	rope	5	NA	NA	
145709	9	2	STUDY	begin	rubber	0	NA	NA	
145709	10	2	STUDY	fig	buyer	5	NA	NA	
145709	11	2	STUDY	anger	decay	0	NA	NA	
145709	12	2	STUDY	process	joker	0	NA	NA	
145709	13	2	STUDY	fault	elbow	5	NA	NA	
145709	14	2	STUDY	hair	pub	0	NA	NA	
145709	15	2	STUDY	mill	feast	10	NA	NA	
145709	16	2	STUDY	chapel	wart	10	NA	NA	
145709	17	2	STUDY	lake	soak	10	NA	NA	
145709	18	2	STUDY	killer	cracker	10	NA	NA	
145709	19	2	STUDY	want	ascent	0	NA	NA	
145709	20	2	STUDY	seven	ghetto	0	NA	NA	
145709	21	2	STUDY	garage	idiot	10	NA	NA	
145709	1	2	TEST	mill	feast	10	skip	0	
145709	2	2	TEST	hair	pub	0	skip	0	
145709	3	2	TEST	fan	feature	0	feun	0	
145709	4	2	TEST	process	joker	0	joker	1	
145709	5	2	TEST	lake	soak	10	souk	0	
145709	6	2	TEST	fig	buyer	5	fine	0	
145709	7	2	TEST	gown	nap	5	skip	0	
145709	8	2	TEST	entry	bowling	5	bowling	1	
145709	9	2	TEST	fail	toaster	5	skip	0	
145709	10	2	TEST	killer	cracker	10	skip	0	
145709	11	2	TEST	seven	ghetto	0	kkk	0	
145709	12	2	TEST	sleep	tread	5	kkk	0	
145709	13	2	TEST	bacon	feud	10	sss	0	
145709	14	2	TEST	begin	rubber	0	sss	0	
145709	15	2	TEST	want	ascent	0	sss	0	
145709	16	2	TEST	chapel	wart	10	sss	0	
145709	17	2	TEST	ritual	rope	5	skip	0	
145709	18	2	TEST	rest	pole	10	skip	0	
145709	19	2	TEST	garage	idiot	10	skip	0	
145709	20	2	TEST	anger	decay	0	decay	1	
145709	21	2	TEST	fault	elbow	5	elbow	1	
145709	1	3	STUDY	storage	stone	5	NA	NA	
145709	2	3	STUDY	banner	glide	5	NA	NA	
145709	3	3	STUDY	chicken	beet	0	NA	NA	
145709	4	3	STUDY	climax	saucer	5	NA	NA	
145709	5	3	STUDY	remind	foam	5	NA	NA	
145709	6	3	STUDY	child	leader	5	NA	NA	
145709	7	3	STUDY	leaf	toad	10	NA	NA	
145709	8	3	STUDY	assist	plaque	10	NA	NA	
145709	9	3	STUDY	date	laugh	10	NA	NA	
145709	10	3	STUDY	knock	otter	10	NA	NA	
145709	11	3	STUDY	calf	annoy	5	NA	NA	
145709	12	3	STUDY	balcony	latin	10	NA	NA	
145709	13	3	STUDY	factor	spike	0	NA	NA	
145709	14	3	STUDY	link	crisis	10	NA	NA	
145709	15	3	STUDY	college	proverb	0	NA	NA	
145709	16	3	STUDY	rock	milk	0	NA	NA	
145709	17	3	STUDY	biology	temper	5	NA	NA	
145709	18	3	STUDY	pea	bathtub	10	NA	NA	
145709	19	3	STUDY	caring	skirt	0	NA	NA	
145709	20	3	STUDY	bath	mailman	0	NA	NA	
145709	21	3	STUDY	grandma	stub	0	NA	NA	
145709	1	3	TEST	factor	spike	0	skip	0	
145709	2	3	TEST	remind	foam	5	foam	1	
145709	3	3	TEST	chicken	beet	0	skip	0	
145709	4	3	TEST	rock	milk	0	milk	1	
145709	5	3	TEST	date	laugh	10	laugh	1	
145709	6	3	TEST	balcony	latin	10	latin	1	
145709	7	3	TEST	link	crisis	10	aaa	0	
145709	8	3	TEST	grandma	stub	0	ased	0	
145709	9	3	TEST	knock	otter	10	skip	0	
145709	10	3	TEST	banner	glide	5	skip	0	
145709	11	3	TEST	bath	mailman	0	mailman	1	
145709	12	3	TEST	calf	annoy	5	skip	0	
145709	13	3	TEST	pea	bathtub	10	skip	0	
145709	14	3	TEST	college	proverb	0	skip	0	
145709	15	3	TEST	leaf	toad	10	skip	0	
145709	16	3	TEST	biology	temper	5	temper	1	
145709	17	3	TEST	storage	stone	5	skip	0	
145709	18	3	TEST	climax	saucer	5	skip	0	
145709	19	3	TEST	child	leader	5	leader	1	
145709	20	3	TEST	caring	skirt	0	skip	0	
145709	21	3	TEST	assist	plaque	10	skip	0	
145709	1	4	STUDY	port	cinema	5	NA	NA	
145709	2	4	STUDY	highway	push	0	NA	NA	
145709	3	4	STUDY	veteran	raft	5	NA	NA	
145709	4	4	STUDY	pray	scarf	5	NA	NA	
145709	5	4	STUDY	copy	bedroom	10	NA	NA	
145709	6	4	STUDY	belong	broth	0	NA	NA	
145709	7	4	STUDY	diamond	fasten	0	NA	NA	
145709	8	4	STUDY	nose	adverb	10	NA	NA	
145709	9	4	STUDY	glance	kin	0	NA	NA	
145709	10	4	STUDY	find	clown	5	NA	NA	
145709	11	4	STUDY	essence	cure	10	NA	NA	
145709	12	4	STUDY	rose	herb	10	NA	NA	
145709	13	4	STUDY	future	wrench	5	NA	NA	
145709	14	4	STUDY	toy	casket	0	NA	NA	
145709	15	4	STUDY	fee	chowder	10	NA	NA	
145709	16	4	STUDY	letter	flea	0	NA	NA	
145709	17	4	STUDY	grip	beach	10	NA	NA	
145709	18	4	STUDY	cattle	jelly	10	NA	NA	
145709	19	4	STUDY	taxi	nag	5	NA	NA	
145709	20	4	STUDY	things	relief	5	NA	NA	
145709	21	4	STUDY	core	lettuce	0	NA	NA	
145709	1	4	TEST	diamond	fasten	0	fasten	1	
145709	2	4	TEST	port	cinema	5	cinema	1	
145709	3	4	TEST	belong	broth	0	broth	1	
145709	4	4	TEST	core	lettuce	0	skip	0	
145709	5	4	TEST	things	relief	5	relierf	0	
145709	6	4	TEST	future	wrench	5	aaa	0	
145709	7	4	TEST	pray	scarf	5	scarf	1	
145709	8	4	TEST	find	clown	5	aaa	0	
145709	9	4	TEST	nose	adverb	10	aaa	0	
145709	10	4	TEST	grip	beach	10	aaa	0	
145709	11	4	TEST	cattle	jelly	10	aaa	0	
145709	12	4	TEST	letter	flea	0	aaa	0	
145709	13	4	TEST	taxi	nag	5	nag	1	
145709	14	4	TEST	fee	chowder	10	asd	0	
145709	15	4	TEST	copy	bedroom	10	bedroom	1	
145709	16	4	TEST	essence	cure	10	aaa	0	
145709	17	4	TEST	rose	herb	10	skip	0	
145709	18	4	TEST	highway	push	0	skip	0	
145709	19	4	TEST	veteran	raft	5	sskip	0	
145709	20	4	TEST	glance	kin	0	skip	0	
145709	21	4	TEST	toy	casket	0	skip	0	
145709	1	5	STUDY	cave	senate	10	NA	NA	
145709	2	5	STUDY	dip	spray	10	NA	NA	
145709	3	5	STUDY	need	faucet	5	NA	NA	
145709	4	5	STUDY	prison	loaf	10	NA	NA	
145709	5	5	STUDY	wrap	suede	0	NA	NA	
145709	6	5	STUDY	smother	surgery	10	NA	NA	
145709	7	5	STUDY	glue	force	5	NA	NA	
145709	8	5	STUDY	collect	loyalty	10	NA	NA	
145709	9	5	STUDY	quit	defrost	5	NA	NA	
145709	10	5	STUDY	replace	roach	5	NA	NA	
145709	11	5	STUDY	mission	thesis	10	NA	NA	
145709	12	5	STUDY	plant	worm	0	NA	NA	
145709	13	5	STUDY	bias	sirloin	0	NA	NA	
145709	14	5	STUDY	bullet	walkway	5	NA	NA	
145709	15	5	STUDY	flask	shiver	0	NA	NA	
145709	16	5	STUDY	retain	strap	0	NA	NA	
145709	17	5	STUDY	capital	figure	10	NA	NA	
145709	18	5	STUDY	crane	fool	0	NA	NA	
145709	19	5	STUDY	town	depart	5	NA	NA	
