SUBN	TRIAL	BLOCK	STUDY.TEST	WORD1	WORD2	POINTS	WORD2RESP	ACC	
135811	1	1	STUDY	risk	zero	0	NA	NA	
135811	2	1	STUDY	garage	idiot	10	NA	NA	
135811	3	1	STUDY	begin	rubber	0	NA	NA	
135811	4	1	STUDY	want	ascent	0	NA	NA	
135811	5	1	STUDY	rose	herb	10	NA	NA	
135811	6	1	STUDY	gown	nap	5	NA	NA	
135811	7	1	STUDY	visit	glove	5	NA	NA	
135811	8	1	STUDY	storage	stone	5	NA	NA	
135811	9	1	STUDY	flask	shiver	0	NA	NA	
135811	10	1	STUDY	remind	foam	5	NA	NA	
135811	11	1	STUDY	nerve	bumper	5	NA	NA	
135811	12	1	STUDY	college	proverb	0	NA	NA	
135811	13	1	STUDY	plant	worm	0	NA	NA	
135811	14	1	STUDY	collect	loyalty	10	NA	NA	
135811	15	1	STUDY	blossom	please	10	NA	NA	
135811	16	1	STUDY	glance	kin	0	NA	NA	
135811	17	1	STUDY	fault	elbow	5	NA	NA	
135811	18	1	STUDY	balcony	latin	10	NA	NA	
135811	19	1	STUDY	chapel	wart	10	NA	NA	
135811	20	1	STUDY	prison	loaf	10	NA	NA	
135811	21	1	STUDY	hat	inhale	5	NA	NA	
135811	1	1	TEST	fault	elbow	5	elbow	1	
135811	2	1	TEST	prison	loaf	10	bumper	0	
135811	3	1	TEST	garage	idiot	10	idiot	1	
135811	4	1	TEST	visit	glove	5	college	0	
135811	5	1	TEST	nerve	bumper	5	bumper	1	
135811	6	1	TEST	hat	inhale	5	inhale	1	
135811	7	1	TEST	flask	shiver	0	skip	0	
135811	8	1	TEST	remind	foam	5	skip	0	
135811	9	1	TEST	risk	zero	0	skip	0	
135811	10	1	TEST	glance	kin	0	skip	0	
135811	11	1	TEST	collect	loyalty	10	skip	0	
135811	12	1	TEST	begin	rubber	0	skip	0	
135811	13	1	TEST	blossom	please	10	skip	0	
135811	14	1	TEST	rose	herb	10	herb	1	
135811	15	1	TEST	gown	nap	5	nap	1	
135811	16	1	TEST	balcony	latin	10	latin	1	
135811	17	1	TEST	college	proverb	0	visit	0	
135811	18	1	TEST	want	ascent	0	skip	0	
135811	19	1	TEST	chapel	wart	10	wart	1	
135811	20	1	TEST	plant	worm	0	skip	0	
135811	21	1	TEST	storage	stone	5	skip	0	
135811	1	2	STUDY	cottage	inform	5	NA	NA	
135811	2	2	STUDY	future	wrench	5	NA	NA	
135811	3	2	STUDY	cattle	jelly	10	NA	NA	
135811	4	2	STUDY	banner	glide	5	NA	NA	
135811	5	2	STUDY	shrink	mafia	0	NA	NA	
135811	6	2	STUDY	killer	cracker	10	NA	NA	
135811	7	2	STUDY	glue	force	5	NA	NA	
135811	8	2	STUDY	taxi	nag	5	NA	NA	
135811	9	2	STUDY	wrap	suede	0	NA	NA	
135811	10	2	STUDY	mission	thesis	10	NA	NA	
135811	11	2	STUDY	copy	bedroom	10	NA	NA	
135811	12	2	STUDY	anger	decay	0	NA	NA	
135811	13	2	STUDY	bleach	ruin	0	NA	NA	
135811	14	2	STUDY	belong	broth	0	NA	NA	
135811	15	2	STUDY	percent	elk	10	NA	NA	
135811	16	2	STUDY	retain	strap	0	NA	NA	
135811	17	2	STUDY	bath	mailman	0	NA	NA	
135811	18	2	STUDY	word	apex	5	NA	NA	
135811	19	2	STUDY	pray	scarf	5	NA	NA	
135811	20	2	STUDY	bacon	feud	10	NA	NA	
135811	21	2	STUDY	capital	figure	10	NA	NA	
135811	1	2	TEST	future	wrench	5	wrench	1	
135811	2	2	TEST	bath	mailman	0	skip	0	
135811	3	2	TEST	capital	figure	10	figure	1	
135811	4	2	TEST	copy	bedroom	10	skip	0	
135811	5	2	TEST	wrap	suede	0	skip	0	
135811	6	2	TEST	banner	glide	5	skip	0	
135811	7	2	TEST	bleach	ruin	0	skip	0	
135811	8	2	TEST	word	apex	5	apex	1	
135811	9	2	TEST	pray	scarf	5	scarf	1	
135811	10	2	TEST	killer	cracker	10	cracker	1	
135811	11	2	TEST	cattle	jelly	10	jelly	1	
135811	12	2	TEST	retain	strap	0	skip	0	
135811	13	2	TEST	glue	force	5	force	1	
135811	14	2	TEST	taxi	nag	5	nag	1	
135811	15	2	TEST	bacon	feud	10	feud	1	
135811	16	2	TEST	anger	decay	0	skip	0	
135811	17	2	TEST	cottage	inform	5	skip	0	
135811	18	2	TEST	belong	broth	0	skip	0	
135811	19	2	TEST	mission	thesis	10	thesis	1	
135811	20	2	TEST	percent	elk	10	elk	1	
135811	21	2	TEST	shrink	mafia	0	skip	0	
135811	1	3	STUDY	twist	produce	10	NA	NA	
135811	2	3	STUDY	biology	temper	5	NA	NA	
135811	3	3	STUDY	pea	bathtub	10	NA	NA	
135811	4	3	STUDY	lake	soak	10	NA	NA	
135811	5	3	STUDY	intent	knuckle	0	NA	NA	
135811	6	3	STUDY	town	depart	5	NA	NA	
135811	7	3	STUDY	leaf	toad	10	NA	NA	
135811	8	3	STUDY	chicken	beet	0	NA	NA	
