SUBN	TRIAL	BLOCK	STUDY.TEST	WORD1	WORD2	POINTS	WORD2RESP	ACC	
130333	1	1	STUDY	things	relief	5	NA	NA	
130333	2	1	STUDY	cash	genius	0	NA	NA	
130333	3	1	STUDY	chicken	beet	0	NA	NA	
130333	4	1	STUDY	bacon	feud	10	NA	NA	
130333	5	1	STUDY	sleep	tread	5	NA	NA	
130333	6	1	STUDY	want	ascent	0	NA	NA	
130333	7	1	STUDY	lake	soak	10	NA	NA	
130333	8	1	STUDY	hat	inhale	5	NA	NA	
130333	9	1	STUDY	prison	loaf	10	NA	NA	
130333	10	1	STUDY	wrap	suede	0	NA	NA	
130333	11	1	STUDY	balcony	latin	10	NA	NA	
130333	12	1	STUDY	college	proverb	0	NA	NA	
130333	13	1	STUDY	fail	toaster	5	NA	NA	
130333	14	1	STUDY	copy	bedroom	10	NA	NA	
130333	15	1	STUDY	port	cinema	5	NA	NA	
130333	16	1	STUDY	blossom	please	10	NA	NA	
130333	17	1	STUDY	board	funeral	5	NA	NA	
130333	18	1	STUDY	climax	saucer	5	NA	NA	
130333	19	1	STUDY	intent	knuckle	0	NA	NA	
130333	20	1	STUDY	leaf	toad	10	NA	NA	
130333	21	1	STUDY	flask	shiver	0	NA	NA	
130333	1	1	TEST	climax	saucer	5	wind	0	
130333	2	1	TEST	chicken	beet	0	sing	0	
130333	3	1	TEST	port	cinema	5	shoe	0	
130333	4	1	TEST	blossom	please	10	flower	0	
130333	5	1	TEST	flask	shiver	0	drink	0	
130333	6	1	TEST	intent	knuckle	0	boat	0	
130333	7	1	TEST	hat	inhale	5	sing	0	
130333	8	1	TEST	things	relief	5	tree	0	
130333	9	1	TEST	cash	genius	0	happy	0	
130333	10	1	TEST	fail	toaster	5	sing	0	
130333	11	1	TEST	copy	bedroom	10	tree	0	
130333	12	1	TEST	sleep	tread	5	bed	0	
130333	13	1	TEST	balcony	latin	10	ship	0	
130333	14	1	TEST	prison	loaf	10	road	0	
130333	15	1	TEST	bacon	feud	10	wealth	0	
130333	16	1	TEST	wrap	suede	0	food	0	
130333	17	1	TEST	college	proverb	0	desk	0	
130333	18	1	TEST	want	ascent	0	tree	0	
130333	19	1	TEST	board	funeral	5	road	0	
130333	20	1	TEST	leaf	toad	10	blossom	0	
130333	21	1	TEST	lake	soak	10	dock	0	
130333	1	2	STUDY	fee	chowder	10	NA	NA	
130333	2	2	STUDY	cattle	jelly	10	NA	NA	
130333	3	2	STUDY	plant	worm	0	NA	NA	
130333	4	2	STUDY	hair	pub	0	NA	NA	
130333	5	2	STUDY	grandma	stub	0	NA	NA	
130333	6	2	STUDY	smother	surgery	10	NA	NA	
130333	7	2	STUDY	child	leader	5	NA	NA	
130333	8	2	STUDY	storage	stone	5	NA	NA	
130333	9	2	STUDY	link	crisis	10	NA	NA	
130333	10	2	STUDY	garage	idiot	10	NA	NA	
130333	11	2	STUDY	process	joker	0	NA	NA	
130333	12	2	STUDY	fault	elbow	5	NA	NA	
130333	13	2	STUDY	nerve	bumper	5	NA	NA	
130333	14	2	STUDY	visit	glove	5	NA	NA	
130333	15	2	STUDY	remind	foam	5	NA	NA	
130333	16	2	STUDY	glance	kin	0	NA	NA	
130333	17	2	STUDY	bias	sirloin	0	NA	NA	
130333	18	2	STUDY	town	depart	5	NA	NA	
130333	19	2	STUDY	rest	pole	10	NA	NA	
130333	20	2	STUDY	shrink	mafia	0	NA	NA	
130333	21	2	STUDY	mission	thesis	10	NA	NA	
130333	1	2	TEST	remind	foam	5	skip	0	
130333	2	2	TEST	storage	stone	5	cell	0	
130333	3	2	TEST	garage	idiot	10	idiot	1	
130333	4	2	TEST	cattle	jelly	10	cow	0	
130333	5	2	TEST	hair	pub	0	pub	1	
130333	6	2	TEST	nerve	bumper	5	hurt	0	
130333	7	2	TEST	rest	pole	10	skip	0	
130333	8	2	TEST	glance	kin	0	shot	0	
130333	9	2	TEST	town	depart	5	depart	1	
130333	10	2	TEST	shrink	mafia	0	mafia	1	
130333	11	2	TEST	fee	chowder	10	skip	0	
130333	12	2	TEST	smother	surgery	10	severe	0	
130333	13	2	TEST	mission	thesis	10	thesis	1	
130333	14	2	TEST	process	joker	0	think	0	
130333	15	2	TEST	bias	sirloin	0	school	0	
130333	16	2	TEST	link	crisis	10	skip	0	
130333	17	2	TEST	fault	elbow	5	skip	0	
130333	18	2	TEST	child	leader	5	leader	1	
130333	19	2	TEST	visit	glove	5	skip	0	
130333	20	2	TEST	plant	worm	0	seed	0	
130333	21	2	TEST	grandma	stub	0	skip	0	
130333	1	3	STUDY	find	clown	5	NA	NA	
130333	2	3	STUDY	ritual	rope	5	NA	NA	
130333	3	3	STUDY	seven	ghetto	0	NA	NA	
