SUBN	TRIAL	BLOCK	STUDY.TEST	WORD1	WORD2	POINTS	WORD2RESP	ACC	
095442	1	1	STUDY	closet	indoor	10	NA	NA	
095442	2	1	STUDY	cattle	jelly	10	NA	NA	
095442	3	1	STUDY	glue	force	5	NA	NA	
095442	4	1	STUDY	letter	flea	0	NA	NA	
095442	5	1	STUDY	intent	knuckle	0	NA	NA	
095442	6	1	STUDY	remind	foam	5	NA	NA	
095442	7	1	STUDY	glance	kin	0	NA	NA	
095442	8	1	STUDY	pray	scarf	5	NA	NA	
095442	9	1	STUDY	date	laugh	10	NA	NA	
095442	10	1	STUDY	risk	zero	0	NA	NA	
095442	11	1	STUDY	flight	grind	10	NA	NA	
095442	12	1	STUDY	quit	defrost	5	NA	NA	
095442	13	1	STUDY	plant	worm	0	NA	NA	
095442	14	1	STUDY	town	depart	5	NA	NA	
095442	15	1	STUDY	grip	beach	10	NA	NA	
095442	16	1	STUDY	cash	genius	0	NA	NA	
095442	17	1	STUDY	lake	soak	10	NA	NA	
095442	18	1	STUDY	calf	annoy	5	NA	NA	
095442	19	1	STUDY	fail	toaster	5	NA	NA	
095442	20	1	STUDY	wrap	suede	0	NA	NA	
095442	21	1	STUDY	dip	spray	10	NA	NA	
095442	1	1	TEST	pray	scarf	5	skip	0	
095442	2	1	TEST	risk	zero	0	grip	0	
095442	3	1	TEST	quit	defrost	5	skip	0	
095442	4	1	TEST	town	depart	5	depart	1	
095442	5	1	TEST	date	laugh	10	skip	0	
095442	6	1	TEST	wrap	suede	0	suedo	0	
095442	7	1	TEST	flight	grind	10	skip	0	
095442	8	1	TEST	letter	flea	0	skip	0	
095442	9	1	TEST	cash	genius	0	genius	1	
095442	10	1	TEST	dip	spray	10	grip	0	
095442	11	1	TEST	closet	indoor	10	clothes	0	
095442	12	1	TEST	grip	beach	10	spray	0	
095442	13	1	TEST	remind	foam	5	skip	0	
095442	14	1	TEST	cattle	jelly	10	jelly	1	
095442	15	1	TEST	plant	worm	0	skip	0	
095442	16	1	TEST	calf	annoy	5	jelly	0	
095442	17	1	TEST	glance	kin	0	skip	0	
095442	18	1	TEST	glue	force	5	stick	0	
095442	19	1	TEST	lake	soak	10	town	0	
095442	20	1	TEST	intent	knuckle	0	skip	0	
095442	21	1	TEST	fail	toaster	5	depart	0	
095442	1	2	STUDY	shrink	mafia	0	NA	NA	
095442	2	2	STUDY	nerve	bumper	5	NA	NA	
095442	3	2	STUDY	toy	casket	0	NA	NA	
095442	4	2	STUDY	word	apex	5	NA	NA	
095442	5	2	STUDY	pea	bathtub	10	NA	NA	
095442	6	2	STUDY	balcony	latin	10	NA	NA	
095442	7	2	STUDY	find	clown	5	NA	NA	
095442	8	2	STUDY	bullet	walkway	5	NA	NA	
095442	9	2	STUDY	percent	elk	10	NA	NA	
095442	10	2	STUDY	veteran	raft	5	NA	NA	
095442	11	2	STUDY	essence	cure	10	NA	NA	
095442	12	2	STUDY	bleach	ruin	0	NA	NA	
095442	13	2	STUDY	belong	broth	0	NA	NA	
095442	14	2	STUDY	forest	knob	0	NA	NA	
095442	15	2	STUDY	rose	herb	10	NA	NA	
095442	16	2	STUDY	storage	stone	5	NA	NA	
095442	17	2	STUDY	bias	sirloin	0	NA	NA	
