SUBN	TRIAL	BLOCK	STUDY.TEST	WORD1	WORD2	POINTS	WORD2RESP	ACC	
145314	1	1	STUDY	future	wrench	5	NA	NA	
145314	2	1	STUDY	storage	stone	5	NA	NA	
145314	3	1	STUDY	killer	cracker	10	NA	NA	
145314	4	1	STUDY	garage	idiot	10	NA	NA	
145314	5	1	STUDY	core	lettuce	0	NA	NA	
145314	6	1	STUDY	date	laugh	10	NA	NA	
145314	7	1	STUDY	kid	spoil	0	NA	NA	
145314	8	1	STUDY	shrink	mafia	0	NA	NA	
145314	9	1	STUDY	process	joker	0	NA	NA	
145314	10	1	STUDY	fee	chowder	10	NA	NA	
145314	11	1	STUDY	hat	inhale	5	NA	NA	
145314	12	1	STUDY	anger	decay	0	NA	NA	
145314	13	1	STUDY	replace	roach	5	NA	NA	
145314	14	1	STUDY	tank	dwarf	5	NA	NA	
145314	15	1	STUDY	rose	herb	10	NA	NA	
145314	16	1	STUDY	want	ascent	0	NA	NA	
145314	17	1	STUDY	balcony	latin	10	NA	NA	
145314	18	1	STUDY	closet	indoor	10	NA	NA	
145314	19	1	STUDY	bleach	ruin	0	NA	NA	
145314	20	1	STUDY	calf	annoy	5	NA	NA	
145314	21	1	STUDY	find	clown	5	NA	NA	
145314	1	1	TEST	fee	chowder	10	ggffgg	0	
145314	2	1	TEST	replace	roach	5	cracker	0	
145314	3	1	TEST	rose	herb	10	bush	0	
145314	4	1	TEST	closet	indoor	10	space	0	
145314	5	1	TEST	anger	decay	0	rocket	0	
145314	6	1	TEST	kid	spoil	0	cracker	0	
145314	7	1	TEST	tank	dwarf	5	dweller	0	
145314	8	1	TEST	calf	annoy	5	mover	0	
145314	9	1	TEST	want	ascent	0	hazard	0	
145314	10	1	TEST	core	lettuce	0	thriver	0	
145314	11	1	TEST	process	joker	0	ager	0	
145314	12	1	TEST	garage	idiot	10	claimer	0	
145314	13	1	TEST	storage	stone	5	cleaner	0	
145314	14	1	TEST	future	wrench	5	cracker	0	
