Subject	BlockNum	BlockSize	NumInBlock	Image	SymmCorrect	SymmResp	SymmAcc	Timeout	Target	TargetResp	Acc	ViewTime	YNTime	MaxTime	
105859	SqPrac1	2	1	NA	NA	NA	NA	NA	14	14	1	NA	NA	10	
105859	SqPrac1	2	2	NA	NA	NA	NA	NA	9	9	1	NA	NA	10	
105859	SqPrac2	3	1	NA	NA	NA	NA	NA	1	1	1	NA	NA	10	
105859	SqPrac2	3	2	NA	NA	NA	NA	NA	16	16	1	NA	NA	10	
105859	SqPrac2	3	3	NA	NA	NA	NA	NA	6	6	1	NA	NA	10	
105859	Symm1	6	1	pracsymm10.bmp	nonsymmetric	0	1	0	NA	NA	NA	2.778	1.302	10	
105859	Symm1	6	2	pracsymm13.bmp	nonsymmetric	0	1	0	NA	NA	NA	1.608	1.157	10	
105859	Symm1	6	3	pracsymm4.bmp	symmetric	1	1	0	NA	NA	NA	1.352	1.073	10	
105859	Symm1	6	4	pracsymm15.bmp	nonsymmetric	0	1	0	NA	NA	NA	1.594	0.723	10	
105859	Symm1	6	5	pracsymm12.bmp	nonsymmetric	1	0	0	NA	NA	NA	2.124	0.87	10	
105859	Symm1	6	6	pracsymm7.bmp	symmetric	0	0	0	NA	NA	NA	2.529	0.785	10	
105859	CombPrac1	2	1	pracsymm8.bmp	nonsymmetric	0	1	0	6	6	1	1.375	1.006	10	
105859	CombPrac1	2	2	pracsymm9.bmp	nonsymmetric	0	1	0	10	10	1	1.572	0.736	10	
105859	CombPrac2	3	1	pracsymm11.bmp	nonsymmetric	0	1	0	10	10	1	1.508	0.845	10	
105859	CombPrac2	3	2	pracsymm5.bmp	symmetric	1	1	0	8	8	1	0.948	0.726	10	
105859	CombPrac2	3	3	pracsymm14.bmp	nonsymmetric	0	1	0	14	14	1	1.361	1.172	10	
105859	1	3	1	symm44.bmp	nonsymmetric	0	1	0	2	2	1	1.765	0.767	4.235066952237949	
105859	1	3	2	symm7.bmp	symmetric	0	0	0	11	11	1	1.525	0.74	4.235066952237949	
105859	1	3	3	symm9.bmp	symmetric	1	1	0	3	3	1	0.969	0.709	4.235066952237949	
105859	2	2	1	symm6.bmp	symmetric	1	1	0	13	13	1	2.31	1	4.235066952237949	
105859	2	2	2	symm37.bmp	nonsymmetric	0	1	0	2	2	1	0.86	0.687	4.235066952237949	
105859	3	2	1	symm23.bmp	symmetric	1	1	0	10	10	1	1.679	1.081	4.235066952237949	
105859	3	2	2	symm5.bmp	symmetric	1	1	0	13	13	1	1.408	0.716	4.235066952237949	
105859	4	4	1	symm14.bmp	symmetric	1	1	0	7	7	1	1.225	0.631	4.235066952237949	
105859	4	4	2	symm16.bmp	symmetric	1	1	0	11	11	1	0.829	0.839	4.235066952237949	
105859	4	4	3	symm35.bmp	nonsymmetric	0	1	0	10	10	1	1.137	0.7	4.235066952237949	
105859	4	4	4	symm10.bmp	symmetric	1	1	0	13	13	1	1.649	0.573	4.235066952237949	
105859	5	4	1	symm43.bmp	nonsymmetric	0	1	0	2	2	1	1.14	0.675	4.235066952237949	
105859	5	4	2	symm12.bmp	symmetric	1	1	0	12	12	1	0.831	0.693	4.235066952237949	
105859	5	4	3	symm27.bmp	nonsymmetric	1	0	0	3	3	1	0.985	0.659	4.235066952237949	
105859	5	4	4	symm28.bmp	nonsymmetric	0	1	0	6	6	1	1.125	0.581	4.235066952237949	
105859	6	3	1	symm21.bmp	symmetric	1	1	0	11	11	1	0.985	0.744	4.235066952237949	
105859	6	3	2	symm46.bmp	nonsymmetric	0	1	0	2	2	1	0.865	0.556	4.235066952237949	
105859	6	3	3	symm8.bmp	symmetric	1	1	0	10	10	1	0.797	0.491	4.235066952237949	
105859	7	4	1	symm33.bmp	nonsymmetric	0	1	0	1	1	1	1.498	1.522	4.235066952237949	
105859	7	4	2	symm45.bmp	nonsymmetric	0	1	0	9	9	1	1.468	0.713	4.235066952237949	
105859	7	4	3	symm34.bmp	nonsymmetric	0	1	0	4	4	1	1.403	0.65	4.235066952237949	
105859	7	4	4	symm30.bmp	nonsymmetric	0	1	0	13	13	1	0.876	0.629	4.235066952237949	
105859	8	2	1	symm31.bmp	nonsymmetric	0	1	0	12	12	1	1.231	0.706	4.235066952237949	
105859	8	2	2	symm15.bmp	symmetric	1	1	0	3	3	1	0.945	0.534	4.235066952237949	
105859	9	5	1	symm4.bmp	symmetric	1	1	0	5	5	1	1.678	1.405	4.235066952237949	
105859	9	5	2	symm26.bmp	nonsymmetric	0	1	0	6	6	1	0.825	0.814	4.235066952237949	
105859	9	5	3	symm17.bmp	symmetric	1	1	0	2	2	1	1.447	0.517	4.235066952237949	
105859	9	5	4	symm38.bmp	nonsymmetric	0	1	0	8	8	1	1.453	0.487	4.235066952237949	
105859	9	5	5	symm48.bmp	nonsymmetric	0	1	0	16	16	1	1.454	1.55	4.235066952237949	
105859	10	3	1	symm20.bmp	symmetric	1	1	0	14	14	1	1.686	0.732	4.235066952237949	
105859	10	3	2	symm1.bmp	symmetric	1	1	0	16	16	1	1.063	0.691	4.235066952237949	
105859	10	3	3	symm18.bmp	symmetric	1	1	0	7	7	1	1.269	0.598	4.235066952237949	
105859	11	5	1	symm25.bmp	nonsymmetric	0	1	0	2	2	1	1.047	0.612	4.235066952237949	
105859	11	5	2	symm2.bmp	symmetric	1	1	0	9	9	1	1.623	0.675	4.235066952237949	
105859	11	5	3	symm39.bmp	nonsymmetric	0	1	0	6	6	1	1.05	0.597	4.235066952237949	
105859	11	5	4	symm42.bmp	nonsymmetric	0	1	0	14	14	1	0.932	0.754	4.235066952237949	
105859	11	5	5	symm24.bmp	symmetric	1	1	0	12	12	1	1.301	0.511	4.235066952237949	
105859	12	5	1	symm19.bmp	symmetric	1	1	0	16	16	1	1.272	0.593	4.235066952237949	
105859	12	5	2	symm22.bmp	symmetric	1	1	0	9	9	1	0.801	0.501	4.235066952237949	
105859	12	5	3	symm36.bmp	nonsymmetric	0	1	0	11	11	1	0.892	0.593	4.235066952237949	
105859	12	5	4	symm41.bmp	nonsymmetric	0	1	0	4	4	1	1.035	0.743	4.235066952237949	
105859	12	5	5	symm29.bmp	nonsymmetric	0	1	0	7	7	1	1.157	0.499	4.235066952237949	
