Subject	BlockNum	BlockSize	NumInBlock	Image	SymmCorrect	SymmResp	SymmAcc	Timeout	Target	TargetResp	Acc	ViewTime	YNTime	MaxTime	
180220	SqPrac1	2	1	NA	NA	NA	NA	NA	8	8	1	NA	NA	10	
180220	SqPrac1	2	2	NA	NA	NA	NA	NA	4	0	0	NA	NA	10	
180220	SqPrac2	3	1	NA	NA	NA	NA	NA	8	4	0	NA	NA	10	
180220	SqPrac2	3	2	NA	NA	NA	NA	NA	10	0	0	NA	NA	10	
180220	SqPrac2	3	3	NA	NA	NA	NA	NA	13	0	0	NA	NA	10	
180220	Symm1	6	1	pracsymm14.bmp	nonsymmetric	NA	0	1	NA	NA	NA	10	0	10	
180220	Symm1	6	2	pracsymm2.bmp	symmetric	NA	0	1	NA	NA	NA	10	0	10	
180220	Symm1	6	3	pracsymm6.bmp	symmetric	NA	0	1	NA	NA	NA	10	0	10	
180220	Symm1	6	4	pracsymm3.bmp	symmetric	NA	0	1	NA	NA	NA	10	0	10	
180220	Symm1	6	5	pracsymm8.bmp	nonsymmetric	NA	0	1	NA	NA	NA	10	0	10	
180220	Symm1	6	6	pracsymm11.bmp	nonsymmetric	NA	0	1	NA	NA	NA	10	0	10	
180220	CombPrac1	2	1	pracsymm10.bmp	nonsymmetric	NA	0	1	7	4	0	10	0	10	
180220	CombPrac1	2	2	pracsymm12.bmp	nonsymmetric	NA	0	1	6	0	0	10	0	10	
180220	CombPrac2	3	1	pracsymm4.bmp	symmetric	NA	0	1	8	4	0	10	0	10	
180220	CombPrac2	3	2	pracsymm15.bmp	nonsymmetric	NA	0	1	12	0	0	10	0	10	
180220	CombPrac2	3	3	pracsymm13.bmp	nonsymmetric	NA	0	1	2	0	0	10	0	10	
180220	1	5	1	symm31.bmp	nonsymmetric	1	0	0	4	4	1	4.082	1.983	10	
180220	1	5	2	symm33.bmp	nonsymmetric	1	0	0	10	2	0	3.219	1.322	10	
180220	1	5	3	symm28.bmp	nonsymmetric	0	1	0	9	7	0	3.444	1.57	10	
180220	1	5	4	symm16.bmp	symmetric	1	1	0	5	10	0	3.322	1.059	10	
180220	1	5	5	symm8.bmp	symmetric	1	1	0	6	9	0	3.159	1.054	10	
180220	2	5	1	symm9.bmp	symmetric	1	1	0	7	4	0	2.877	0.843	10	
180220	2	5	2	symm27.bmp	nonsymmetric	1	0	0	8	12	0	5.361	1.383	10	
180220	2	5	3	symm19.bmp	symmetric	1	1	0	5	7	0	3.991	3.258	10	
180220	2	5	4	symm26.bmp	nonsymmetric	0	1	0	13	10	0	4.892	1.395	10	
180220	2	5	5	symm47.bmp	nonsymmetric	0	1	0	10	13	0	2.308	1.008	10	
180220	3	3	1	symm10.bmp	symmetric	1	1	0	14	14	1	4.283	1.508	10	
180220	3	3	2	symm13.bmp	symmetric	1	1	0	11	11	1	5.91	3.66	10	
180220	3	3	3	symm42.bmp	nonsymmetric	0	1	0	8	8	1	6.02	1.449	10	
180220	4	2	1	symm41.bmp	nonsymmetric	0	1	0	5	5	1	2.36	1.038	10	
180220	4	2	2	symm15.bmp	symmetric	1	1	0	12	12	1	2.699	1.166	10	
