SUBJNO	BLOCKNUM	BLOCKSIZE	NUMINBLOCK	TERM1	OP	TERM2	TERM3	ANSWER	PROBE	PROBETYPE	DIFFIC	MATHRESP	MATHACC	TIMEOUT	TBRLETTER	TYPED	RECALLED	MATHTIME	TFTIME	MAXTIME	
132726	Cal	15	1	7	*	7	4	53	53	1	4	1	1	0	-	NA	-1	3.99	2.16	10	
132726	Cal	15	2	6	/	2	4	7	1	0	1	0	1	0	-	NA	-1	3.28	1.84	10	
132726	Cal	15	3	7	*	9	9	72	75	0	4	NA	0	1	-	NA	-1	10	0	10	
132726	Cal	15	4	1	*	2	-1	1	6	0	1	0	1	0	-	NA	-1	2.53	1.22	10	
132726	Cal	15	5	9	/	1	4	13	13	1	1	1	1	0	-	NA	-1	2.7	1.93	10	
132726	Cal	15	6	1	*	4	3	7	7	1	1	1	1	0	-	NA	-1	2.07	1.19	10	
132726	Cal	15	7	4	*	6	1	25	25	1	3	1	1	0	-	NA	-1	2.92	1.07	10	
132726	Cal	15	8	6	*	8	-1	47	55	0	4	0	1	0	-	NA	-1	1.92	2.12	10	
132726	Cal	15	9	5	*	9	-7	38	38	1	4	0	0	0	-	NA	-1	2.92	2.69	10	
132726	Cal	15	10	9	/	9	8	9	9	1	1	1	1	0	-	NA	-1	0.36	2.44	10	
132726	Cal	15	11	4	*	9	-3	33	39	0	3	0	1	0	-	NA	-1	2.84	1.59	10	
132726	Cal	15	12	3	*	5	-2	13	13	1	2	1	1	0	-	NA	-1	1.92	1.46	10	
132726	Cal	15	13	8	/	4	8	10	14	0	1	0	1	0	-	NA	-1	3.4	1.71	10	
132726	Cal	15	14	5	*	8	-6	34	38	0	4	0	1	0	-	NA	-1	3.44	1.89	10	
132726	Cal	15	15	6	*	7	-6	36	38	0	4	0	1	0	-	NA	-1	2.37	1.56	10	
132726	Prac1	2	1	6	/	3	3	5	5	1	1	1	1	0	S	y	0	2.46	1.64	9.07968728938744	
132726	Prac1	2	2	7	*	5	8	43	52	0	3	0	1	0	L	l	1	3.99	2.25	9.07968728938744	
132726	Prac2	3	1	2	*	7	7	21	28	0	2	0	1	0	P	p	1	1.86	3.33	9.07968728938744	
132726	Prac2	3	2	2	*	9	8	26	35	0	2	0	1	0	R	r	1	2.65	1.89	9.07968728938744	
132726	Prac2	3	3	8	*	7	-2	54	54	1	4	1	1	0	S	s	1	2.5	1.97	9.07968728938744	
132726	3	6	1	1	*	5	-3	2	6	0	1	0	1	0	L	l	1	1.65	1.56	9.07968728938744	
132726	3	6	2	4	*	3	-2	10	10	1	2	1	1	0	J	j	1	1.74	1.89	9.07968728938744	
132726	3	6	3	7	/	7	9	10	10	1	1	0	0	0	Q	q	1	2.63	1.61	9.07968728938744	
132726	3	6	4	1	*	9	-8	1	4	0	1	0	1	0	T	t	1	2.08	2.21	9.07968728938744	
132726	3	6	5	4	/	4	1	2	7	0	1	0	1	0	R	r	1	2.34	2.86	9.07968728938744	
132726	3	6	6	7	*	4	-9	19	19	1	3	1	1	0	Y	y	1	3.44	1.66	9.07968728938744	
132726	4	4	1	1	/	1	3	4	4	1	1	1	1	0	T	t	1	1.89	1.78	9.07968728938744	
132726	4	4	2	2	/	1	1	3	9	0	1	0	1	0	N	n	1	2.08	1.85	9.07968728938744	
132726	4	4	3	3	/	1	3	6	6	1	1	1	1	0	Q	q	1	2.16	1.61	9.07968728938744	
132726	4	4	4	2	*	5	7	17	23	0	2	0	1	0	J	j	1	1.94	1.7	9.07968728938744	
132726	5	3	1	8	*	6	2	50	47	0	4	0	1	0	Y	y	1	2.02	1.61	9.07968728938744	
132726	5	3	2	1	*	8	-1	7	7	1	1	1	1	0	H	h	1	1.53	1.89	9.07968728938744	
132726	5	3	3	7	*	8	-2	54	47	0	4	0	1	0	P	p	1	2.8	1.74	9.07968728938744	
132726	6	5	1	3	*	7	8	29	35	0	3	0	1	0	R	r	1	2.33	1.74	9.07968728938744	
132726	6	5	2	8	/	8	6	7	7	1	1	1	1	0	F	f	1	1.63	1.82	9.07968728938744	
132726	6	5	3	9	*	5	-9	36	36	1	4	1	1	0	K	k	1	2.64	2.3	9.07968728938744	
