SUBJNO	BLOCKNUM	BLOCKSIZE	NUMINBLOCK	TERM1	OP	TERM2	TERM3	ANSWER	PROBE	PROBETYPE	DIFFIC	MATHRESP	MATHACC	TIMEOUT	TBRLETTER	TYPED	RECALLED	MATHTIME	TFTIME	MAXTIME	
123244	Cal	15	1	7	*	7	3	52	52	1	4	0	0	0	-	NA	-1	2.144	1.008	10	
123244	Cal	15	2	6	/	2	8	11	19	0	1	0	1	0	-	NA	-1	2.226	0.864	10	
123244	Cal	15	3	7	*	9	-7	56	61	0	4	0	1	0	-	NA	-1	6.137	1.024	10	
123244	Cal	15	4	1	*	2	1	3	8	0	1	0	1	0	-	NA	-1	1.759	0.881	10	
123244	Cal	15	5	9	/	1	4	13	13	1	1	1	1	0	-	NA	-1	1.579	1.016	10	
123244	Cal	15	6	1	*	4	5	9	13	0	1	0	1	0	-	NA	-1	2.727	1.007	10	
123244	Cal	15	7	4	*	6	-8	16	13	0	3	0	1	0	-	NA	-1	3.718	1.055	10	
123244	Cal	15	8	6	*	8	9	57	61	0	4	0	1	0	-	NA	-1	5.926	0.832	10	
123244	Cal	15	9	5	*	9	4	49	49	1	4	1	1	0	-	NA	-1	5.282	0.431	10	
123244	Cal	15	10	9	/	9	1	2	2	1	1	0	0	0	-	NA	-1	1.452	1.223	10	
123244	Cal	15	11	4	*	9	6	42	42	1	3	1	1	0	-	NA	-1	3.699	0.751	10	
123244	Cal	15	12	3	*	5	-5	10	10	1	2	1	1	0	-	NA	-1	0.65	0.679	10	
123244	Cal	15	13	8	/	4	9	11	11	1	1	1	1	0	-	NA	-1	1.65	0.576	10	
123244	Cal	15	14	5	*	8	-9	31	25	0	4	0	1	0	-	NA	-1	1.814	0.823	10	
123244	Cal	15	15	6	*	7	3	45	45	1	4	1	1	0	-	NA	-1	2.076	0.605	10	
123244	Prac1	2	1	6	/	3	9	11	9	0	1	0	1	0	P	p	1	2.01	0.952	7.9924608912242245	
123244	Prac1	2	2	7	*	5	7	42	42	1	3	1	1	0	J	j	1	2.122	1.263	7.9924608912242245	
123244	Prac2	3	1	2	*	7	-4	10	10	1	2	1	1	0	S	s	1	0.942	0.768	7.9924608912242245	
123244	Prac2	3	2	2	*	9	1	19	19	1	2	0	0	0	L	l	1	0.77	1.071	7.9924608912242245	
123244	Prac2	3	3	8	*	7	9	65	64	0	4	1	0	0	Y	y	1	1.846	0.583	7.9924608912242245	
123244	3	6	1	1	*	5	6	11	20	0	1	1	0	0	S	s	1	1.177	0.768	7.9924608912242245	
123244	3	6	2	4	*	3	-5	7	7	1	2	0	0	0	T	t	1	0.802	1.16	7.9924608912242245	
123244	3	6	3	7	/	7	8	9	9	1	1	1	1	0	L	l	1	1.683	0.817	7.9924608912242245	
123244	3	6	4	1	*	9	3	12	12	1	1	1	1	0	F	f	1	0.663	0.487	7.9924608912242245	
123244	3	6	5	4	/	4	9	10	5	0	1	0	1	0	J	j	1	1.516	0.791	7.9924608912242245	
123244	3	6	6	7	*	4	-2	26	17	0	3	1	0	0	N	n	1	0.747	0.327	7.9924608912242245	
123244	4	4	1	1	/	1	2	3	3	1	1	1	1	0	F	f	1	1.158	0.616	7.9924608912242245	
123244	4	4	2	2	/	1	5	7	2	0	1	0	1	0	P	p	1	1.553	0.959	7.9924608912242245	
123244	4	4	3	3	/	1	9	12	6	0	1	1	0	0	H	h	1	0.052	0.913	7.9924608912242245	
123244	4	4	4	2	*	5	-5	5	5	1	2	1	1	0	K	k	1	0.668	0.431	7.9924608912242245	
123244	5	3	1	8	*	6	1	49	49	1	4	1	1	0	L	l	1	1.802	0.682	7.9924608912242245	
123244	5	3	2	1	*	8	1	9	9	1	1	1	1	0	T	t	1	0.985	0.408	7.9924608912242245	
123244	5	3	3	7	*	8	-9	47	44	0	4	1	0	0	J	j	1	0.591	0.658	7.9924608912242245	
123244	6	5	1	3	*	7	-4	17	17	1	3	0	0	0	R	-	0	2.606	1.023	7.9924608912242245	
123244	6	5	2	8	/	8	4	5	1	0	1	1	0	0	J	j	1	0.763	0.848	7.9924608912242245	
