SUBJNO	BLOCKNUM	BLOCKSIZE	NUMINBLOCK	TERM1	OP	TERM2	TERM3	ANSWER	PROBE	PROBETYPE	DIFFIC	MATHRESP	MATHACC	TIMEOUT	TBRLETTER	TYPED	RECALLED	MATHTIME	TFTIME	MAXTIME	
122638	Cal	15	1	7	*	7	1	50	50	1	4	1	1	0	-	NA	-1	1.667	0.692	10	
122638	Cal	15	2	6	/	2	6	9	18	0	1	0	1	0	-	NA	-1	1.787	1.247	10	
122638	Cal	15	3	7	*	9	7	70	63	0	4	0	1	0	-	NA	-1	2.116	1.179	10	
122638	Cal	15	4	1	*	2	8	10	7	0	1	NA	0	1	-	NA	-1	10	0	10	
122638	Cal	15	5	9	/	1	-8	1	1	1	1	1	1	0	-	NA	-1	4.702	0.688	10	
122638	Cal	15	6	1	*	4	-3	1	5	0	1	0	1	0	-	NA	-1	1.252	1.063	10	
122638	Cal	15	7	4	*	6	8	32	32	1	3	1	1	0	-	NA	-1	1.948	0.82	10	
122638	Cal	15	8	6	*	8	-3	45	39	0	4	0	1	0	-	NA	-1	0.936	0.865	10	
122638	Cal	15	9	5	*	9	-5	40	40	1	4	1	1	0	-	NA	-1	1.345	1.181	10	
122638	Cal	15	10	9	/	9	3	4	4	1	1	0	0	0	-	NA	-1	1.355	1.006	10	
122638	Cal	15	11	4	*	9	-6	30	37	0	3	0	1	0	-	NA	-1	1.741	1.101	10	
122638	Cal	15	12	3	*	5	-9	6	10	0	2	0	1	0	-	NA	-1	1.627	0.955	10	
122638	Cal	15	13	8	/	4	5	7	7	1	1	1	1	0	-	NA	-1	1.921	0.657	10	
122638	Cal	15	14	5	*	8	1	41	43	0	4	0	1	0	-	NA	-1	1.247	0.808	10	
122638	Cal	15	15	6	*	7	-3	39	39	1	4	1	1	0	-	NA	-1	1.284	1.134	10	
122638	Prac1	2	1	6	/	3	8	10	10	1	1	1	1	0	R	r	1	1.384	0.726	8.33974574752001	
122638	Prac1	2	2	7	*	5	2	37	32	0	3	0	1	0	F	f	1	2.199	0.931	8.33974574752001	
122638	Prac2	3	1	2	*	7	2	16	16	1	2	1	1	0	F	f	1	1.297	1.717	8.33974574752001	
122638	Prac2	3	2	2	*	9	-7	11	16	0	2	0	1	0	K	k	1	1.447	1.03	8.33974574752001	
122638	Prac2	3	3	8	*	7	-2	54	54	1	4	1	1	0	L	l	1	1.79	1.477	8.33974574752001	
122638	3	6	1	1	*	5	-1	4	4	1	1	1	1	0	S	s	1	1.507	1.117	8.33974574752001	
122638	3	6	2	4	*	3	-1	11	11	1	2	1	1	0	N	n	1	1.826	1.828	8.33974574752001	
122638	3	6	3	7	/	7	9	10	3	0	1	0	1	0	R	r	1	1.312	1.326	8.33974574752001	
122638	3	6	4	1	*	9	2	11	15	0	1	0	1	0	T	t	1	1.473	0.803	8.33974574752001	
122638	3	6	5	4	/	4	9	10	13	0	1	0	1	0	Q	q	1	1.475	1.22	8.33974574752001	
122638	3	6	6	7	*	4	-3	25	25	1	3	1	1	0	H	h	1	1.311	0.595	8.33974574752001	
122638	4	4	1	1	/	1	4	5	7	0	1	0	1	0	L	l	1	1.093	0.917	8.33974574752001	
122638	4	4	2	2	/	1	6	8	8	1	1	1	1	0	T	t	1	1.503	0.798	8.33974574752001	
122638	4	4	3	3	/	1	6	9	9	1	1	1	1	0	Y	y	1	1.793	0.727	8.33974574752001	
122638	4	4	4	2	*	5	3	13	15	0	2	0	1	0	Q	q	1	1.654	0.815	8.33974574752001	
122638	5	3	1	8	*	6	3	51	48	0	4	0	1	0	J	j	1	1.471	2.194	8.33974574752001	
122638	5	3	2	1	*	8	1	9	9	1	1	1	1	0	R	r	1	1.008	0.604	8.33974574752001	
122638	5	3	3	7	*	8	3	59	59	1	4	1	1	0	T	t	1	1.161	1.088	8.33974574752001	
122638	6	5	1	3	*	7	-5	16	16	1	3	0	0	0	T	t	1	1.326	1.675	8.33974574752001	
122638	6	5	2	8	/	8	5	6	10	0	1	0	1	0	S	s	1	1.773	0.795	8.33974574752001	
122638	6	5	3	9	*	5	-1	44	42	0	4	0	1	0	Q	q	1	1.155	1.17	8.33974574752001	
122638	6	5	4	8	*	9	7	79	79	1	4	0	0	0	N	n	1	1.08	0.978	8.33974574752001	
122638	6	5	5	4	*	5	-9	11	11	1	3	1	1	0	K	k	1	1.883	0.938	8.33974574752001	
122638	7	7	1	5	*	7	-6	29	20	0	3	0	1	0	R	r	1	2.107	0.949	8.33974574752001	
122638	7	7	2	4	*	4	4	20	20	1	2	1	1	0	J	j	1	2.205	1.247	8.33974574752001	
122638	7	7	3	3	/	3	4	5	5	1	1	1	1	0	T	q	0	1.338	0.922	8.33974574752001	
122638	7	7	4	2	*	4	8	16	19	0	1	0	1	0	K	t	0	1.424	0.814	8.33974574752001	
122638	7	7	5	3	*	6	1	19	25	0	2	0	1	0	P	p	1	1.03	0.871	8.33974574752001	
122638	7	7	6	9	*	7	-9	54	54	1	4	0	0	0	Q	k	0	2.477	0.785	8.33974574752001	
122638	7	7	7	8	/	1	3	11	11	1	1	1	1	0	F	-	0	3.056	1.49	8.33974574752001	
122638	8	5	1	3	*	3	3	12	12	1	1	1	1	0	L	l	1	1.542	1.066	8.33974574752001	
122638	8	5	2	6	*	5	1	31	38	0	3	0	1	0	Q	q	1	1.785	0.707	8.33974574752001	
122638	8	5	3	7	*	3	1	22	22	1	3	1	1	0	P	p	1	1.149	0.551	8.33974574752001	
122638	8	5	4	1	*	7	-3	4	4	1	1	1	1	0	T	t	1	1.289	1.235	8.33974574752001	
122638	8	5	5	9	*	3	-4	23	27	0	3	0	1	0	R	r	1	1.33	0.94	8.33974574752001	
122638	9	4	1	8	*	3	-4	20	24	0	3	0	1	0	Q	q	1	1.5	0.984	8.33974574752001	
122638	9	4	2	9	*	6	3	57	57	1	4	1	1	0	R	r	1	2.237	0.669	8.33974574752001	
122638	9	4	3	6	*	2	-1	11	11	1	2	1	1	0	J	j	1	1.245	0.973	8.33974574752001	
122638	9	4	4	8	*	5	-3	37	31	0	4	0	1	0	N	n	1	1.032	0.88	8.33974574752001	
122638	10	3	1	3	*	4	-3	9	6	0	2	0	1	0	N	n	1	1.13	1.202	8.33974574752001	
122638	10	3	2	9	/	3	1	4	4	1	1	1	1	0	L	l	1	1.46	0.791	8.33974574752001	
122638	10	3	3	6	*	4	-3	21	21	1	3	1	1	0	S	s	1	1.192	0.978	8.33974574752001	
122638	11	6	1	4	*	7	-1	27	27	1	3	1	1	0	T	t	1	1.052	1.161	8.33974574752001	
122638	11	6	2	7	/	1	-6	1	1	1	1	1	1	0	N	n	1	1.317	1.292	8.33974574752001	
122638	11	6	3	5	*	3	8	23	21	0	2	0	1	0	P	p	1	1.655	0.877	8.33974574752001	
122638	11	6	4	8	*	8	6	70	75	0	4	0	1	0	K	k	1	1.398	1.3	8.33974574752001	
122638	11	6	5	6	*	3	9	27	22	0	2	0	1	0	R	r	1	1.414	1.237	8.33974574752001	
122638	11	6	6	5	*	5	5	30	30	1	3	1	1	0	L	l	1	1.654	0.588	8.33974574752001	
122638	12	7	1	5	*	6	-3	27	27	1	3	1	1	0	F	f	1	1.282	0.914	8.33974574752001	
122638	12	7	2	6	/	1	3	9	4	0	1	0	1	0	Q	q	1	1.365	1.366	8.33974574752001	
122638	12	7	3	3	*	2	2	8	6	0	1	0	1	0	K	j	0	1.532	0.827	8.33974574752001	
122638	12	7	4	5	*	4	2	22	22	1	3	1	1	0	T	p	0	1.059	0.672	8.33974574752001	
122638	12	7	5	8	*	2	3	19	19	1	2	1	1	0	J	-	0	0.933	0.736	8.33974574752001	
122638	12	7	6	4	/	1	-1	3	3	1	1	1	1	0	N	-	0	1.294	0.672	8.33974574752001	
122638	12	7	7	6	*	6	-1	35	32	0	3	0	1	0	P	-	0	1.67	0.868	8.33974574752001	
122638	13	6	1	4	*	8	9	41	39	0	3	0	1	0	H	h	1	1.668	1.017	8.33974574752001	
122638	13	6	2	1	*	3	7	10	10	1	1	1	1	0	F	f	1	0.983	0.572	8.33974574752001	
122638	13	6	3	2	/	2	5	6	6	1	1	1	1	0	Y	y	1	1.183	0.752	8.33974574752001	
122638	13	6	4	2	*	2	6	10	10	1	1	1	1	0	K	k	1	0.9	0.533	8.33974574752001	
122638	13	6	5	5	*	2	-2	8	9	0	2	0	1	0	S	s	1	1.001	0.811	8.33974574752001	
122638	13	6	6	4	*	2	-2	6	2	0	1	0	1	0	N	n	1	1.086	1.112	8.33974574752001	
122638	14	5	1	9	*	2	-1	17	17	1	2	1	1	0	Q	q	1	0.987	0.883	8.33974574752001	
122638	14	5	2	1	*	6	-2	4	4	1	1	1	1	0	L	l	1	0.893	1.096	8.33974574752001	
122638	14	5	3	4	/	2	5	7	4	0	1	0	1	0	Y	y	1	1.448	0.734	8.33974574752001	
122638	14	5	4	7	*	6	9	51	51	1	4	0	0	0	S	s	1	1.522	0.905	8.33974574752001	
122638	14	5	5	9	*	4	-4	32	28	0	3	0	1	0	P	p	1	1.197	0.745	8.33974574752001	
122638	15	3	1	7	*	2	-2	12	3	0	2	0	1	0	K	k	1	1.399	0.811	8.33974574752001	
122638	15	3	2	8	/	2	1	5	5	1	1	1	1	0	R	r	1	0.853	1.103	8.33974574752001	
122638	15	3	3	5	/	1	9	14	14	1	1	1	1	0	J	j	1	1.136	0.998	8.33974574752001	
122638	16	7	1	6	*	9	-3	51	51	1	4	1	1	0	T	t	1	1.373	1.225	8.33974574752001	
122638	16	7	2	3	*	8	7	31	31	1	3	1	1	0	Y	y	1	1.487	0.749	8.33974574752001	
122638	16	7	3	9	*	9	-3	78	83	0	4	0	1	0	Q	q	1	2.064	2.121	8.33974574752001	
122638	16	7	4	8	*	4	5	37	37	1	3	1	1	0	K	s	0	2.529	1.008	8.33974574752001	
122638	16	7	5	2	*	6	2	14	15	0	2	0	1	0	N	-	0	0.852	0.801	8.33974574752001	
122638	16	7	6	6	/	6	4	5	8	0	1	0	1	0	H	-	0	2.331	0.87	8.33974574752001	
