Subject	BlockNum	BlockSize	NumInBlock	Image	SymmCorrect	SymmResp	SymmAcc	Timeout	Target	TargetResp	Acc	ViewTime	YNTime	MaxTime	
094256	SqPrac1	2	1	NA	NA	NA	NA	NA	2	2	1	NA	NA	10	
094256	SqPrac1	2	2	NA	NA	NA	NA	NA	3	3	1	NA	NA	10	
094256	SqPrac2	3	1	NA	NA	NA	NA	NA	10	10	1	NA	NA	10	
094256	SqPrac2	3	2	NA	NA	NA	NA	NA	3	3	1	NA	NA	10	
094256	SqPrac2	3	3	NA	NA	NA	NA	NA	12	12	1	NA	NA	10	
094256	Symm1	6	1	pracsymm3.bmp	symmetric	NA	0	1	NA	NA	NA	10	0	10	
094256	Symm1	6	2	pracsymm11.bmp	nonsymmetric	NA	0	1	NA	NA	NA	10	0	10	
094256	Symm1	6	3	pracsymm5.bmp	symmetric	1	1	0	NA	NA	NA	1.759	0.917	10	
094256	Symm1	6	4	pracsymm2.bmp	symmetric	1	1	0	NA	NA	NA	1.768	0.945	10	
094256	Symm1	6	5	pracsymm7.bmp	symmetric	1	1	0	NA	NA	NA	1.625	0.78	10	
094256	Symm1	6	6	pracsymm6.bmp	symmetric	1	1	0	NA	NA	NA	1.617	0.806	10	
094256	CombPrac1	2	1	pracsymm9.bmp	nonsymmetric	0	1	0	16	16	1	4.255	1.018	10	
094256	CombPrac1	2	2	pracsymm15.bmp	nonsymmetric	0	1	0	12	12	1	3.083	1.247	10	
094256	CombPrac2	3	1	pracsymm12.bmp	nonsymmetric	0	1	0	3	14	0	1.667	0.753	10	
094256	CombPrac2	3	2	pracsymm13.bmp	nonsymmetric	0	1	0	16	3	0	3.913	1.213	10	
094256	CombPrac2	3	3	pracsymm4.bmp	symmetric	1	1	0	2	16	0	1.64	0.95	10	
094256	1	4	1	symm19.bmp	symmetric	1	1	0	8	12	0	2.463	1.032	11.817150419702276	
094256	1	4	2	symm31.bmp	nonsymmetric	0	1	0	4	8	0	3.51	0.968	11.817150419702276	
094256	1	4	3	symm17.bmp	symmetric	1	1	0	14	14	1	3.011	0.831	11.817150419702276	
094256	1	4	4	symm5.bmp	symmetric	1	1	0	6	5	0	1.53	0.733	11.817150419702276	
094256	2	3	1	symm4.bmp	symmetric	1	1	0	11	11	1	2.64	0.84	11.817150419702276	
094256	2	3	2	symm47.bmp	nonsymmetric	0	1	0	7	7	1	1.38	0.686	11.817150419702276	
094256	2	3	3	symm24.bmp	symmetric	1	1	0	4	4	1	1.577	0.683	11.817150419702276	
094256	3	3	1	symm40.bmp	nonsymmetric	0	1	0	10	10	1	2.061	0.716	11.817150419702276	
094256	3	3	2	symm8.bmp	symmetric	1	1	0	11	11	1	2.104	1.139	11.817150419702276	
094256	3	3	3	symm45.bmp	nonsymmetric	0	1	0	3	3	1	2.55	1.167	11.817150419702276	
094256	4	5	1	symm28.bmp	nonsymmetric	0	1	0	14	14	1	2.07	0.954	11.817150419702276	
094256	4	5	2	symm2.bmp	symmetric	1	1	0	9	9	1	1.45	0.71	11.817150419702276	
094256	4	5	3	symm10.bmp	symmetric	1	1	0	2	3	0	1.15	0.666	11.817150419702276	
094256	4	5	4	symm21.bmp	symmetric	1	1	0	15	15	1	2.01	0.7	11.817150419702276	
094256	4	5	5	symm44.bmp	nonsymmetric	0	1	0	5	5	1	1.963	0.667	11.817150419702276	
094256	5	2	1	symm41.bmp	nonsymmetric	0	1	0	11	11	1	2.55	1.363	11.817150419702276	
094256	5	2	2	symm14.bmp	symmetric	1	1	0	6	6	1	2.283	0.744	11.817150419702276	
094256	6	2	1	symm25.bmp	nonsymmetric	0	1	0	8	8	1	1.75	0.692	11.817150419702276	
094256	6	2	2	symm16.bmp	symmetric	1	1	0	6	6	1	2.323	0.707	11.817150419702276	
094256	7	4	1	symm35.bmp	nonsymmetric	0	1	0	13	13	1	2.94	1.29	11.817150419702276	
094256	7	4	2	symm46.bmp	nonsymmetric	0	1	0	14	14	1	2.851	1.263	11.817150419702276	
094256	7	4	3	symm15.bmp	symmetric	1	1	0	5	5	1	1.957	0.657	11.817150419702276	
094256	7	4	4	symm48.bmp	nonsymmetric	0	1	0	9	9	1	1.424	0.973	11.817150419702276	
094256	8	5	1	symm18.bmp	symmetric	1	1	0	4	4	1	3	0.663	11.817150419702276	
094256	8	5	2	symm43.bmp	nonsymmetric	0	1	0	1	1	1	1.19	0.813	11.817150419702276	
094256	8	5	3	symm13.bmp	symmetric	1	1	0	9	13	0	2.06	0.827	11.817150419702276	
094256	8	5	4	symm30.bmp	nonsymmetric	0	1	0	13	10	0	1.42	0.797	11.817150419702276	
094256	8	5	5	symm39.bmp	nonsymmetric	0	1	0	10	0	0	4.17	1.283	11.817150419702276	
094256	9	3	1	symm33.bmp	nonsymmetric	0	1	0	8	8	1	1.763	0.86	11.817150419702276	
094256	9	3	2	symm22.bmp	symmetric	1	1	0	4	4	1	1.073	0.747	11.817150419702276	
094256	9	3	3	symm29.bmp	nonsymmetric	0	1	0	9	9	1	1.29	0.85	11.817150419702276	
094256	10	5	1	symm27.bmp	nonsymmetric	0	1	0	5	5	1	1.74	0.617	11.817150419702276	
094256	10	5	2	symm42.bmp	nonsymmetric	0	1	0	9	9	1	1.363	0.793	11.817150419702276	
094256	10	5	3	symm6.bmp	symmetric	1	1	0	8	8	1	2.033	0.713	11.817150419702276	
094256	10	5	4	symm32.bmp	nonsymmetric	0	1	0	3	2	0	2.933	0.64	11.817150419702276	
094256	10	5	5	symm11.bmp	symmetric	1	1	0	15	15	1	1.264	0.739	11.817150419702276	
094256	11	4	1	symm34.bmp	nonsymmetric	0	1	0	6	10	0	1.115	0.684	11.817150419702276	
094256	11	4	2	symm38.bmp	nonsymmetric	0	1	0	14	14	1	1.492	1.084	11.817150419702276	
094256	11	4	3	symm26.bmp	nonsymmetric	0	1	0	15	15	1	1.563	0.756	11.817150419702276	
094256	11	4	4	symm3.bmp	symmetric	1	1	0	8	8	1	1.082	1.366	11.817150419702276	
094256	12	2	1	symm7.bmp	symmetric	1	1	0	11	11	1	1.907	0.68	11.817150419702276	
094256	12	2	2	symm12.bmp	symmetric	1	1	0	15	15	1	1.94	0.799	11.817150419702276	
