SUBJNO	BLOCKNUM	BLOCKSIZE	NUMINBLOCK	TERM1	OP	TERM2	TERM3	ANSWER	PROBE	PROBETYPE	DIFFIC	MATHRESP	MATHACC	TIMEOUT	TBRLETTER	TYPED	RECALLED	MATHTIME	TFTIME	MAXTIME	
131546	Cal	15	1	7	*	7	-9	40	34	0	4	0	1	0	-	NA	-1	2.053	0.871	10	
131546	Cal	15	2	6	/	2	9	12	12	1	1	1	1	0	-	NA	-1	2.608	0.876	10	
131546	Cal	15	3	7	*	9	-8	55	55	1	4	1	1	0	-	NA	-1	3.341	0.829	10	
131546	Cal	15	4	1	*	2	4	6	14	0	1	0	1	0	-	NA	-1	1.371	0.885	10	
131546	Cal	15	5	9	/	1	-3	6	15	0	1	0	1	0	-	NA	-1	1.734	0.857	10	
131546	Cal	15	6	1	*	4	5	9	9	1	1	1	1	0	-	NA	-1	1.552	0.636	10	
131546	Cal	15	7	4	*	6	1	25	21	0	3	0	1	0	-	NA	-1	1.137	0.988	10	
131546	Cal	15	8	6	*	8	-6	42	37	0	4	0	1	0	-	NA	-1	1.464	1.124	10	
131546	Cal	15	9	5	*	9	-7	38	38	1	4	1	1	0	-	NA	-1	1.617	0.838	10	
131546	Cal	15	10	9	/	9	4	5	6	0	1	0	1	0	-	NA	-1	1.416	0.973	10	
131546	Cal	15	11	4	*	9	2	38	38	1	3	1	1	0	-	NA	-1	2.001	0.587	10	
131546	Cal	15	12	3	*	5	7	22	22	1	2	1	1	0	-	NA	-1	1.15	0.548	10	
131546	Cal	15	13	8	/	4	3	5	5	1	1	1	1	0	-	NA	-1	1.729	0.661	10	
131546	Cal	15	14	5	*	8	-5	35	35	1	4	1	1	0	-	NA	-1	1.828	0.54	10	
131546	Cal	15	15	6	*	7	-5	37	32	0	4	0	1	0	-	NA	-1	1.558	0.826	10	
131546	Prac1	2	1	6	/	3	6	8	8	1	1	1	1	0	T	t	1	2.818	0.874	4.048950777449518	
131546	Prac1	2	2	7	*	5	-5	30	23	0	3	0	1	0	H	h	1	1.879	0.929	4.048950777449518	
131546	Prac2	3	1	2	*	7	-1	13	13	1	2	1	1	0	P	p	1	2.263	0.697	4.048950777449518	
131546	Prac2	3	2	2	*	9	-9	9	9	1	2	1	1	0	J	j	1	2.689	0.727	4.048950777449518	
131546	Prac2	3	3	8	*	7	-1	55	61	0	4	0	1	0	Q	q	1	3.079	0.913	4.048950777449518	
131546	3	6	1	1	*	5	4	9	12	0	1	0	1	0	F	f	1	2.532	0.892	4.048950777449518	
131546	3	6	2	4	*	3	7	19	19	1	2	1	1	0	R	r	1	2.18	0.665	4.048950777449518	
131546	3	6	3	7	/	7	7	8	13	0	1	0	1	0	T	t	1	2.486	1.475	4.048950777449518	
131546	3	6	4	1	*	9	5	14	14	1	1	1	1	0	Y	j	0	2.762	0.562	4.048950777449518	
131546	3	6	5	4	/	4	7	8	8	1	1	1	1	0	Q	y	0	2.686	0.601	4.048950777449518	
131546	3	6	6	7	*	4	4	32	26	0	3	NA	0	1	J	q	0	4.048950777449518	0	4.048950777449518	
131546	4	4	1	1	/	1	6	7	11	0	1	0	1	0	R	r	1	2.575	1.486	4.048950777449518	
131546	4	4	2	2	/	1	9	11	12	0	1	0	1	0	L	l	1	1.506	1.103	4.048950777449518	
131546	4	4	3	3	/	1	-2	1	1	1	1	1	1	0	T	t	1	1.431	0.602	4.048950777449518	
131546	4	4	4	2	*	5	7	17	17	1	2	1	1	0	P	p	1	2.4	0.757	4.048950777449518	
131546	5	3	1	8	*	6	-8	40	38	0	4	0	1	0	S	s	1	2.262	0.798	4.048950777449518	
131546	5	3	2	1	*	8	5	13	13	1	1	1	1	0	T	t	1	1.296	0.526	4.048950777449518	
131546	5	3	3	7	*	8	-5	51	51	1	4	1	1	0	N	p	0	0.083	1.008	4.048950777449518	
131546	6	5	1	3	*	7	-6	15	18	0	3	0	1	0	K	k	1	1.405	0.925	4.048950777449518	
131546	6	5	2	8	/	8	2	3	11	0	1	0	1	0	J	j	1	1.685	0.888	4.048950777449518	
131546	6	5	3	9	*	5	-4	41	41	1	4	1	1	0	H	h	1	1.217	0.728	4.048950777449518	
131546	6	5	4	8	*	9	7	79	79	1	4	0	0	0	R	r	1	1.252	0.793	4.048950777449518	
131546	6	5	5	4	*	5	4	24	22	0	3	0	1	0	L	l	1	1.193	0.852	4.048950777449518	
131546	7	7	1	5	*	7	-6	29	29	1	3	1	1	0	P	p	1	1.389	0.828	4.048950777449518	
131546	7	7	2	4	*	4	1	17	17	1	2	1	1	0	R	r	1	0.293	1.341	4.048950777449518	
131546	7	7	3	3	/	3	4	5	4	0	1	0	1	0	T	l	0	1.365	1.4	4.048950777449518	
131546	7	7	4	2	*	4	9	17	11	0	1	NA	0	1	H	q	0	4.048950777449518	0	4.048950777449518	
131546	7	7	5	3	*	6	5	23	23	1	2	1	1	0	L	t	0	1.377	1.967	4.048950777449518	
131546	7	7	6	9	*	7	7	70	78	0	4	0	1	0	J	r	0	1.101	0.788	4.048950777449518	
131546	7	7	7	8	/	1	3	11	11	1	1	1	1	0	Q	p	0	0.108	1.288	4.048950777449518	
131546	8	5	1	3	*	3	4	13	13	1	1	1	1	0	J	j	1	1.129	0.68	4.048950777449518	
131546	8	5	2	6	*	5	-5	25	25	1	3	1	1	0	Q	r	0	0.904	1.342	4.048950777449518	
131546	8	5	3	7	*	3	9	30	29	0	3	1	0	0	T	p	0	1.553	1.34	4.048950777449518	
131546	8	5	4	1	*	7	2	9	14	0	1	0	1	0	Y	l	0	2.245	1.368	4.048950777449518	
131546	8	5	5	9	*	3	9	36	43	0	3	0	1	0	H	h	1	0.955	0.798	4.048950777449518	
131546	9	4	1	8	*	3	6	30	30	1	3	1	1	0	P	p	1	1.542	0.951	4.048950777449518	
131546	9	4	2	9	*	6	-7	47	48	0	4	1	0	0	Q	q	1	0.11	1.054	4.048950777449518	
131546	9	4	3	6	*	2	8	20	21	0	2	0	1	0	Y	y	1	0.621	0.528	4.048950777449518	
131546	9	4	4	8	*	5	3	43	43	1	4	1	1	0	N	n	1	0.524	0.509	4.048950777449518	
131546	10	3	1	3	*	4	3	15	15	1	2	1	1	0	T	t	1	0.562	0.538	4.048950777449518	
131546	10	3	2	9	/	3	9	12	11	0	1	1	0	0	H	h	1	0.633	0.428	4.048950777449518	
131546	10	3	3	6	*	4	-4	20	18	0	3	1	0	0	S	s	1	0.59	0.393	4.048950777449518	
131546	11	6	1	4	*	7	-6	22	23	0	3	1	0	0	Q	j	0	1.489	0.565	4.048950777449518	
131546	11	6	2	7	/	1	6	13	13	1	1	1	1	0	R	f	0	0.032	0.504	4.048950777449518	
131546	11	6	3	5	*	3	-4	11	8	0	2	1	0	0	P	d	0	0.328	0.444	4.048950777449518	
131546	11	6	4	8	*	8	8	72	72	1	4	1	1	0	Y	s	0	0.504	0.436	4.048950777449518	
131546	11	6	5	6	*	3	8	26	26	1	2	1	1	0	F	a	0	0.656	0.4	4.048950777449518	
131546	11	6	6	5	*	5	-5	20	24	0	3	1	0	0	L	l	1	0.12	0.836	4.048950777449518	
131546	12	7	1	5	*	6	1	31	31	1	3	NA	0	1	R	r	1	4.048950777449518	0	4.048950777449518	
131546	12	7	2	6	/	1	-5	1	1	1	1	1	1	0	H	h	1	2.673	1.261	4.048950777449518	
131546	12	7	3	3	*	2	-4	2	11	0	1	0	1	0	Y	y	1	1.077	0.923	4.048950777449518	
131546	12	7	4	5	*	4	8	28	29	0	3	1	0	0	N	l	0	0.548	0.876	4.048950777449518	
131546	12	7	5	8	*	2	-4	12	12	1	2	1	1	0	L	n	0	0.789	0.732	4.048950777449518	
131546	12	7	6	4	/	1	4	8	6	0	1	1	0	0	S	s	1	0.72	1.501	4.048950777449518	
131546	12	7	7	6	*	6	6	42	42	1	3	1	1	0	K	-	0	0.653	1.26	4.048950777449518	
131546	13	6	1	4	*	8	4	36	40	0	3	0	1	0	K	j	0	1.161	0.82	4.048950777449518	
131546	13	6	2	1	*	3	8	11	7	0	1	1	0	0	Q	f	0	0.148	0.671	4.048950777449518	
131546	13	6	3	2	/	2	2	3	3	1	1	0	0	0	L	d	0	0.316	0.509	4.048950777449518	
131546	13	6	4	2	*	2	-3	1	5	0	1	1	0	0	J	s	0	0.232	0.524	4.048950777449518	
131546	13	6	5	5	*	2	3	13	13	1	2	0	0	0	T	a	0	0.081	0.576	4.048950777449518	
131546	13	6	6	4	*	2	1	9	9	1	1	1	1	0	S	l	0	0.655	0.528	4.048950777449518	
131546	14	5	1	9	*	2	5	23	24	0	2	NA	0	1	S	s	1	4.048950777449518	0	4.048950777449518	
131546	14	5	2	1	*	6	8	14	10	0	1	0	1	0	L	l	1	1.849	1.378	4.048950777449518	
131546	14	5	3	4	/	2	9	11	11	1	1	1	1	0	Y	y	1	0.17	1.341	4.048950777449518	
131546	14	5	4	7	*	6	6	48	48	1	4	1	1	0	K	k	1	0.988	1.28	4.048950777449518	
131546	14	5	5	9	*	4	-8	28	28	1	3	1	1	0	J	j	1	1.184	0.656	4.048950777449518	
131546	15	3	1	7	*	2	-9	5	5	1	2	1	1	0	L	l	1	2.197	1.029	4.048950777449518	
131546	15	3	2	8	/	2	-2	2	5	0	1	1	0	0	H	h	1	0.184	0.976	4.048950777449518	
131546	15	3	3	5	/	1	-3	2	2	1	1	1	1	0	K	k	1	0.252	0.889	4.048950777449518	
131546	16	7	1	6	*	9	-5	49	45	0	4	NA	0	1	P	l	0	4.048950777449518	0	4.048950777449518	
131546	16	7	2	3	*	8	-4	20	20	1	3	1	1	0	J	j	1	2.453	1.012	4.048950777449518	
131546	16	7	3	9	*	9	1	82	75	0	4	0	1	0	Q	h	0	0.78	0.992	4.048950777449518	
131546	16	7	4	8	*	4	9	41	41	1	3	1	1	0	H	k	0	1.084	0.681	4.048950777449518	
131546	16	7	5	2	*	6	-6	6	13	0	2	1	0	0	Y	y	1	0.404	0.929	4.048950777449518	
131546	16	7	6	6	/	6	7	8	8	1	1	1	1	0	R	p	0	0.192	1.441	4.048950777449518	
131546	16	7	7	3	*	9	-8	19	19	1	3	0	0	0	F	b	0	0.982	0.819	4.048950777449518	
131546	17	4	1	2	*	3	-5	1	1	1	1	NA	0	1	K	j	0	4.048950777449518	0	4.048950777449518	
131546	17	4	2	5	/	5	7	8	5	0	1	NA	0	1	Y	k	0	4.048950777449518	0	4.048950777449518	
131546	17	4	3	9	*	8	9	81	81	1	4	NA	0	1	N	f	0	4.048950777449518	0	4.048950777449518	
131546	17	4	4	2	*	8	-3	13	10	0	2	0	1	0	Q	s	0	1.916	1.644	4.048950777449518	
