SUBJNO	BLOCKNUM	BLOCKSIZE	NUMINBLOCK	TERM1	OP	TERM2	TERM3	ANSWER	PROBE	PROBETYPE	DIFFIC	MATHRESP	MATHACC	TIMEOUT	TBRLETTER	TYPED	RECALLED	MATHTIME	TFTIME	MAXTIME	
124726	Cal	15	1	7	*	7	-2	47	47	1	4	1	1	0	-	NA	-1	3.881	0.825	10	
124726	Cal	15	2	6	/	2	-1	2	2	1	1	1	1	0	-	NA	-1	2.637	1.042	10	
124726	Cal	15	3	7	*	9	4	67	67	1	4	1	1	0	-	NA	-1	3.474	2.297	10	
124726	Cal	15	4	1	*	2	3	5	8	0	1	0	1	0	-	NA	-1	3.161	1.934	10	
124726	Cal	15	5	9	/	1	-1	8	8	1	1	1	1	0	-	NA	-1	2.366	0.833	10	
124726	Cal	15	6	1	*	4	3	7	13	0	1	0	1	0	-	NA	-1	2.396	1.45	10	
124726	Cal	15	7	4	*	6	7	31	25	0	3	0	1	0	-	NA	-1	1.61	1.752	10	
124726	Cal	15	8	6	*	8	-2	46	46	1	4	1	1	0	-	NA	-1	2.945	1.634	10	
124726	Cal	15	9	5	*	9	-7	38	38	1	4	1	1	0	-	NA	-1	1.868	2.688	10	
124726	Cal	15	10	9	/	9	8	9	10	0	1	0	1	0	-	NA	-1	2.788	2.284	10	
124726	Cal	15	11	4	*	9	-2	34	33	0	3	0	1	0	-	NA	-1	3.719	2.042	10	
124726	Cal	15	12	3	*	5	3	18	16	0	2	0	1	0	-	NA	-1	1.866	1.072	10	
124726	Cal	15	13	8	/	4	7	9	9	1	1	1	1	0	-	NA	-1	2.49	1.287	10	
124726	Cal	15	14	5	*	8	-4	36	31	0	4	0	1	0	-	NA	-1	4.324	1.216	10	
124726	Cal	15	15	6	*	7	1	43	48	0	4	0	1	0	-	NA	-1	2.061	1.161	10	
124726	Prac1	2	1	6	/	3	1	3	1	0	1	0	1	0	K	k	1	2.721	1.279	6.778949899319027	
