SUBJNO	BLOCKNUM	BLOCKSIZE	NUMINBLOCK	ITEMID	ANSWER	TFRESP	TFACC	TIMEOUT	TBRLETTER	TYPED	RECALLED	READTIME	TFTIME	MAXTIME	
135428	Cal	15	1	silver	1	1	1	0	-	NA	-1	4.868	1.469	10	
135428	Cal	15	2	tennis	0	0	1	0	-	NA	-1	0.142	1.817	10	
135428	Cal	15	3	quarter	0	0	1	0	-	NA	-1	7.584	0.518	10	
135428	Cal	15	4	mountain	1	1	1	0	-	NA	-1	4.73	0.622	10	
135428	Cal	15	5	juice	0	0	1	0	-	NA	-1	3.278	0.489	10	
135428	Cal	15	6	nephew	0	0	1	0	-	NA	-1	3.328	0.974	10	
135428	Cal	15	7	spoon	0	0	1	0	-	NA	-1	4.196	0.637	10	
135428	Cal	15	8	deer	1	1	1	0	-	NA	-1	5.098	0.715	10	
135428	Cal	15	9	corn	0	1	0	0	-	NA	-1	4.401	0.699	10	
135428	Cal	15	10	gray	1	1	1	0	-	NA	-1	3.351	1.368	10	
135428	Cal	15	11	flute	0	0	1	0	-	NA	-1	4.073	0.508	10	
135428	Cal	15	12	cousin	0	0	1	0	-	NA	-1	3.606	0.493	10	
135428	Cal	15	13	boat	1	0	0	0	-	NA	-1	3.966	1.417	10	
135428	Cal	15	14	island	1	1	1	0	-	NA	-1	5.289	0.492	10	
135428	Cal	15	15	screw	0	1	0	0	-	NA	-1	6.928	1.451	10	
135428	Prac1	2	1	cabin	0	1	0	0	Y	y	1	4.935	1.418	9.237625536730022	
135428	Prac1	2	2	egg	1	1	1	0	T	t	1	4.731	0.355	9.237625536730022	
135428	Prac2	2	1	robe	0	1	0	0	K	a	0	4.857	0.544	9.237625536730022	
135428	Prac2	2	2	garlic	0	1	0	0	H	h	1	6.605	1.378	9.237625536730022	
135428	3	2	1	rabbit	0	0	1	0	J	j	1	6.074	0.597	9.237625536730022	
135428	3	2	2	door	1	1	1	0	N	n	1	4.218	0.697	9.237625536730022	
135428	4	6	1	emerald	1	1	1	0	T	t	1	3.672	0.541	9.237625536730022	
135428	4	6	2	sweater	0	0	1	0	J	j	1	4.918	1.451	9.237625536730022	
135428	4	6	3	gasoline	0	0	1	0	K	k	1	5.436	1.752	9.237625536730022	
135428	4	6	4	hail	1	1	1	0	P	p	1	8.629	0.471	9.237625536730022	
135428	4	6	5	inch	1	1	1	0	L	l	1	5.744	0.531	9.237625536730022	
135428	4	6	6	bureau	1	0	0	0	H	h	1	8.432	0.474	9.237625536730022	
135428	5	2	1	doctor	1	1	1	0	F	f	1	4.238	0.592	9.237625536730022	
135428	5	2	2	baseball	1	1	1	0	L	l	1	5.027	3.361	9.237625536730022	
135428	6	3	1	perch	0	1	0	0	K	k	1	5.667	2.25	9.237625536730022	
135428	6	3	2	professor	1	1	1	0	T	t	1	4.341	1.523	9.237625536730022	
135428	6	3	3	toe	0	0	1	0	H	h	1	4.372	0.579	9.237625536730022	
135428	7	4	1	pine	0	NA	0	1	J	j	1	9.237625536730022	0	9.237625536730022	
135428	7	4	2	sock	1	1	1	0	L	l	1	3.437	0.682	9.237625536730022	
135428	7	4	3	week	0	0	1	0	P	p	1	5.712	0.787	9.237625536730022	
135428	7	4	4	pound	1	1	1	0	H	h	1	5.338	0.545	9.237625536730022	
135428	8	5	1	daisy	0	0	1	0	L	j	0	4.497	0.656	9.237625536730022	
135428	8	5	2	poem	1	1	1	0	R	l	0	4.091	0.412	9.237625536730022	
135428	8	5	3	orange	1	1	1	0	Q	p	0	4.201	0.484	9.237625536730022	
135428	8	5	4	rose	1	1	1	0	J	l	0	5.588	0.529	9.237625536730022	
135428	8	5	5	bed	0	0	1	0	F	h	0	7.6	0.586	9.237625536730022	
135428	9	5	1	hammer	1	1	1	0	S	s	1	7.088	0.733	9.237625536730022	
135428	9	5	2	pepper	0	0	1	0	P	p	1	5.245	0.637	9.237625536730022	
135428	9	5	3	desert	0	0	1	0	T	l	0	7.01	0.661	9.237625536730022	
135428	9	5	4	harp	0	1	0	0	Y	h	0	5.59	3.027	9.237625536730022	
135428	9	5	5	track	1	NA	0	1	J	j	1	9.237625536730022	0	9.237625536730022	
135428	10	4	1	plumber	1	1	1	0	H	h	1	3.22	0.911	9.237625536730022	
135428	10	4	2	coat	0	1	0	0	F	f	1	7.507	0.562	9.237625536730022	
135428	10	4	3	foot	0	0	1	0	S	s	1	6.028	0.827	9.237625536730022	
135428	10	4	4	velvet	0	NA	0	1	J	j	1	9.237625536730022	0	9.237625536730022	
135428	11	6	1	parrot	1	1	1	0	F	f	1	3.077	0.523	9.237625536730022	
135428	11	6	2	valley	1	1	1	0	T	k	0	3.094	0.558	9.237625536730022	
135428	11	6	3	pear	0	0	1	0	J	-	0	4.747	0.422	9.237625536730022	
135428	11	6	4	wolf	1	1	1	0	Y	-	0	4.423	1.213	9.237625536730022	
135428	11	6	5	hour	1	1	1	0	S	-	0	4.732	0.885	9.237625536730022	
135428	11	6	6	bee	1	1	1	0	Q	-	0	3.515	0.436	9.237625536730022	
135428	12	3	1	carpenter	0	0	1	0	S	s	1	2.67	0.513	9.237625536730022	
135428	12	3	2	windows	1	1	1	0	Q	q	1	5.559	0.593	9.237625536730022	
135428	12	3	3	canary	0	0	1	0	Y	y	1	5.687	1.37	9.237625536730022	
