SUBJNO	BLOCKNUM	BLOCKSIZE	NUMINBLOCK	TERM1	OP	TERM2	TERM3	ANSWER	PROBE	PROBETYPE	DIFFIC	MATHRESP	MATHACC	TIMEOUT	TBRLETTER	TYPED	RECALLED	MATHTIME	TFTIME	MAXTIME	
155400	Cal	15	1	7	*	7	8	57	55	0	4	0	1	0	-	NA	-1	6.881	1.282	10	
155400	Cal	15	2	6	/	2	8	11	11	1	1	1	1	0	-	NA	-1	3.481	0.568	10	
155400	Cal	15	3	7	*	9	-4	59	59	1	4	NA	0	1	-	NA	-1	10	0	10	
155400	Cal	15	4	1	*	2	8	10	6	0	1	0	1	0	-	NA	-1	2.688	1.813	10	
155400	Cal	15	5	9	/	1	5	14	17	0	1	0	1	0	-	NA	-1	3.31	2.487	10	
155400	Cal	15	6	1	*	4	5	9	15	0	1	0	1	0	-	NA	-1	2.031	1.601	10	
155400	Cal	15	7	4	*	6	5	29	29	1	3	1	1	0	-	NA	-1	2.652	0.797	10	
155400	Cal	15	8	6	*	8	4	52	52	1	4	1	1	0	-	NA	-1	2.483	1.213	10	
155400	Cal	15	9	5	*	9	-7	38	42	0	4	0	1	0	-	NA	-1	2.872	3.845	10	
155400	Cal	15	10	9	/	9	4	5	9	0	1	0	1	0	-	NA	-1	3.327	1.242	10	
155400	Cal	15	11	4	*	9	7	43	35	0	3	0	1	0	-	NA	-1	2.982	1.533	10	
155400	Cal	15	12	3	*	5	-7	8	8	1	2	1	1	0	-	NA	-1	2.048	5.437	10	
155400	Cal	15	13	8	/	4	3	5	5	1	1	1	1	0	-	NA	-1	2.872	1.709	10	
155400	Cal	15	14	5	*	8	-8	32	32	1	4	0	0	0	-	NA	-1	3.684	1.382	10	
155400	Cal	15	15	6	*	7	9	51	58	0	4	0	1	0	-	NA	-1	4.136	4.812	10	
155400	Prac1	2	1	6	/	3	4	6	11	0	1	0	1	0	F	f	1	2.67	0.931	10.904387025330145	
155400	Prac1	2	2	7	*	5	-1	34	34	1	3	1	1	0	J	j	1	3.203	0.749	10.904387025330145	
155400	Prac2	3	1	2	*	7	3	17	17	1	2	1	1	0	Q	q	1	1.843	1.102	10.904387025330145	
155400	Prac2	3	2	2	*	9	-4	14	14	1	2	1	1	0	F	f	1	2.969	1.628	10.904387025330145	
155400	Prac2	3	3	8	*	7	-2	54	48	0	4	0	1	0	N	n	1	3.363	1.716	10.904387025330145	
155400	3	6	1	1	*	5	8	13	17	0	1	0	1	0	R	r	1	3.39	2.095	10.904387025330145	
155400	3	6	2	4	*	3	7	19	19	1	2	1	1	0	K	k	1	3.062	0.917	10.904387025330145	
155400	3	6	3	7	/	7	2	3	3	1	1	1	1	0	F	f	1	2.206	0.796	10.904387025330145	
155400	3	6	4	1	*	9	-4	5	5	1	1	1	1	0	J	j	1	2.811	2.623	10.904387025330145	
155400	3	6	5	4	/	4	5	6	3	0	1	0	1	0	P	p	1	1.49	1.196	10.904387025330145	
155400	3	6	6	7	*	4	-6	22	31	0	3	0	1	0	T	t	1	2.797	1.571	10.904387025330145	
155400	4	4	1	1	/	1	7	8	11	0	1	0	1	0	T	t	1	2.187	1.232	10.904387025330145	
155400	4	4	2	2	/	1	8	10	10	1	1	1	1	0	J	j	1	2.377	0.658	10.904387025330145	
155400	4	4	3	3	/	1	-1	2	2	1	1	1	1	0	H	h	1	2.05	0.986	10.904387025330145	
155400	4	4	4	2	*	5	1	11	6	0	2	0	1	0	R	r	1	1.346	1.406	10.904387025330145	
155400	5	3	1	8	*	6	4	52	54	0	4	0	1	0	F	f	1	2.921	1.046	10.904387025330145	
155400	5	3	2	1	*	8	6	14	20	0	1	0	1	0	S	s	1	3.391	1.079	10.904387025330145	
155400	5	3	3	7	*	8	9	65	65	1	4	0	0	0	H	h	1	3.391	3.413	10.904387025330145	
155400	6	5	1	3	*	7	-4	17	17	1	3	1	1	0	K	k	1	2.953	1.666	10.904387025330145	
155400	6	5	2	8	/	8	1	2	2	1	1	1	1	0	H	h	1	1.458	1.296	10.904387025330145	
155400	6	5	3	9	*	5	-7	38	42	0	4	1	0	0	N	n	1	3.437	1.298	10.904387025330145	
155400	6	5	4	8	*	9	1	73	81	0	4	0	1	0	L	l	1	3.794	2.425	10.904387025330145	
155400	6	5	5	4	*	5	-2	18	10	0	3	0	1	0	R	r	1	2.449	1.081	10.904387025330145	
155400	7	7	1	5	*	7	-4	31	30	0	3	0	1	0	N	n	1	5.007	2.54	10.904387025330145	
155400	7	7	2	4	*	4	8	24	24	1	2	0	0	0	R	r	1	3.764	2.173	10.904387025330145	
155400	7	7	3	3	/	3	4	5	8	0	1	0	1	0	P	p	1	1.768	1.282	10.904387025330145	
155400	7	7	4	2	*	4	-6	2	2	1	1	1	1	0	T	t	1	1.549	1.017	10.904387025330145	
