SUBN	TRIAL	STUDY.TEST	WORD1	WORD2	POINTS	WORD2RESP	ACC	
114232	1	STUDY	chief	major	5	NA	NA	
114232	2	STUDY	paint	smell	0	NA	NA	
114232	3	STUDY	grove	group	0	NA	NA	
114232	4	STUDY	tale	end	5	NA	NA	
114232	5	STUDY	collar	blouse	0	NA	NA	
114232	6	STUDY	build	add	0	NA	NA	
114232	7	STUDY	peel	apple	5	NA	NA	
114232	8	STUDY	taboo	norm	0	NA	NA	
114232	9	STUDY	maid	honor	5	NA	NA	
114232	10	STUDY	stay	home	10	NA	NA	
114232	11	STUDY	cost	lot	5	NA	NA	
114232	12	STUDY	student	stress	10	NA	NA	
114232	13	STUDY	contact	apart	5	NA	NA	
114232	14	STUDY	marsh	field	10	NA	NA	
114232	15	STUDY	bead	rain	10	NA	NA	
114232	16	STUDY	vacate	evacuate	0	NA	NA	
114232	17	STUDY	sleeve	jacket	10	NA	NA	
114232	18	STUDY	crowd	big	10	NA	NA	
114232	19	STUDY	party	friend	5	NA	NA	
114232	20	STUDY	artist	picture	0	NA	NA	
114232	21	STUDY	spool	pool	0	NA	NA	
114232	22	STUDY	shame	abuse	5	NA	NA	
114232	23	STUDY	tumble	mat	10	NA	NA	
114232	24	STUDY	defeat	battle	5	NA	NA	
114232	25	STUDY	search	lost	0	NA	NA	
114232	26	STUDY	grave	bad	10	NA	NA	
114232	27	STUDY	tomato	hot	10	NA	NA	
114232	28	STUDY	stare	rude	5	NA	NA	
114232	29	STUDY	beer	taste	0	NA	NA	
114232	30	STUDY	demand	take	5	NA	NA	
114232	31	STUDY	mask	scuba	10	NA	NA	
114232	32	STUDY	dawn	night	0	NA	NA	
114232	33	STUDY	marry	family	5	NA	NA	
114232	34	STUDY	grow	rise	0	NA	NA	
114232	35	STUDY	coast	float	10	NA	NA	
114232	36	STUDY	pig	dirt	10	NA	NA	
114232	37	STUDY	bath	house	5	NA	NA	
114232	38	STUDY	curve	girl	10	NA	NA	
114232	39	STUDY	shop	keeper	5	NA	NA	
114232	40	STUDY	math	test	0	NA	NA	
114232	41	STUDY	damp	stink	0	NA	NA	
114232	42	STUDY	beat	blend	10	NA	NA	
114232	43	STUDY	stalk	kill	5	NA	NA	
114232	44	STUDY	throw	move	5	NA	NA	
114232	45	STUDY	circus	lion	10	NA	NA	
114232	46	STUDY	coin	bill	0	NA	NA	
114232	47	STUDY	choose	freedom	5	NA	NA	
114232	48	STUDY	support	love	0	NA	NA	
114232	49	STUDY	space	black	0	NA	NA	
114232	50	STUDY	piano	man	10	NA	NA	
114232	51	STUDY	saint	priest	0	NA	NA	
114232	52	STUDY	snake	ugly	10	NA	NA	
114232	53	STUDY	barrel	drum	5	NA	NA	
114232	54	STUDY	dizzy	confuse	10	NA	NA	
114232	1	TEST	sleeve	jacket	10	coat	0	
114232	2	TEST	support	love	0	love	1	
114232	3	TEST	paint	smell	0	brush	0	
114232	4	TEST	grave	bad	10	bad	1	
114232	5	TEST	beer	taste	0	taste	1	
114232	6	TEST	grove	group	0	skip	0	
114232	7	TEST	stay	home	10	home	1	
114232	8	TEST	bead	rain	10	rain	1	
114232	9	TEST	student	stress	10	stress	1	
114232	10	TEST	mask	scuba	10	skip	0	
114232	11	TEST	saint	priest	0	priest	1	
114232	12	TEST	cost	lot	5	lot	1	
114232	13	TEST	shame	abuse	5	skip	0	
114232	14	TEST	taboo	norm	0	skip	0	
114232	15	TEST	space	black	0	skip	0	
114232	16	TEST	damp	stink	0	towel	0	
114232	17	TEST	barrel	drum	5	bucket	0	
114232	18	TEST	shop	keeper	5	skip	0	
114232	19	TEST	peel	apple	5	apple	1	
114232	20	TEST	stalk	kill	5	skip	0	
114232	21	TEST	circus	lion	10	clown	0	
114232	22	TEST	snake	ugly	10	ugly	1	
114232	23	TEST	marry	family	5	family	1	
114232	24	TEST	spool	pool	0	pool	1	
114232	25	TEST	grow	rise	0	flower	0	
114232	26	TEST	pig	dirt	10	dirt	1	
114232	27	TEST	math	test	0	card	0	
114232	28	TEST	tumble	mat	10	mat	1	
114232	29	TEST	artist	picture	0	brush	0	
114232	30	TEST	curve	girl	10	skip	0	
114232	31	TEST	search	lost	0	skip	0	
114232	32	TEST	chief	major	5	mayor	0	
114232	33	TEST	beat	blend	10	skip	0	
114232	34	TEST	piano	man	10	drum	0	
114232	35	TEST	coin	bill	0	skip	0	
114232	36	TEST	stare	rude	5	skip	0	
114232	37	TEST	dawn	night	0	dusk	0	
114232	38	TEST	collar	blouse	0	shirt	0	
114232	39	TEST	build	add	0	house	0	
114232	40	TEST	throw	move	5	ball	0	
114232	41	TEST	tale	end	5	end	1	
114232	42	TEST	party	friend	5	house	0	
114232	43	TEST	dizzy	confuse	10	bat	0	
114232	44	TEST	defeat	battle	5	team	0	
114232	45	TEST	maid	honor	5	honor	1	
114232	46	TEST	vacate	evacuate	0	home	0	
114232	47	TEST	coast	float	10	shore	0	
114232	48	TEST	bath	house	5	tub	0	
114232	49	TEST	contact	apart	5	person	0	
114232	50	TEST	crowd	big	10	skip	0	
114232	51	TEST	demand	take	5	money	0	
114232	52	TEST	tomato	hot	10	spice	0	
114232	53	TEST	marsh	field	10	swamp	0	
114232	54	TEST	choose	freedom	5	freedom	1	
