SUBN	TRIAL	STUDY.TEST	WORD1	WORD2	POINTS	WORD2RESP	ACC	
155208	1	STUDY	peel	apple	5	NA	NA	
155208	2	STUDY	vacate	evacuate	0	NA	NA	
155208	3	STUDY	grave	bad	10	NA	NA	
155208	4	STUDY	saint	priest	0	NA	NA	
155208	5	STUDY	snake	ugly	10	NA	NA	
155208	6	STUDY	bath	house	5	NA	NA	
155208	7	STUDY	coast	float	10	NA	NA	
155208	8	STUDY	maid	honor	5	NA	NA	
155208	9	STUDY	mask	scuba	10	NA	NA	
155208	10	STUDY	stalk	kill	5	NA	NA	
155208	11	STUDY	math	test	0	NA	NA	
155208	12	STUDY	space	black	0	NA	NA	
155208	13	STUDY	circus	lion	10	NA	NA	
155208	14	STUDY	throw	move	5	NA	NA	
155208	15	STUDY	grow	rise	0	NA	NA	
155208	16	STUDY	taboo	norm	0	NA	NA	
155208	17	STUDY	coin	bill	0	NA	NA	
155208	18	STUDY	barrel	drum	5	NA	NA	
155208	19	STUDY	dawn	night	0	NA	NA	
155208	20	STUDY	defeat	battle	5	NA	NA	
155208	21	STUDY	marry	family	5	NA	NA	
155208	22	STUDY	chief	major	5	NA	NA	
155208	23	STUDY	stare	rude	5	NA	NA	
155208	24	STUDY	beer	taste	0	NA	NA	
155208	25	STUDY	paint	smell	0	NA	NA	
155208	26	STUDY	dizzy	confuse	10	NA	NA	
155208	27	STUDY	student	stress	10	NA	NA	
155208	28	STUDY	tumble	mat	10	NA	NA	
155208	29	STUDY	choose	freedom	5	NA	NA	
155208	30	STUDY	collar	blouse	0	NA	NA	
155208	31	STUDY	stay	home	10	NA	NA	
155208	32	STUDY	tomato	hot	10	NA	NA	
155208	33	STUDY	curve	girl	10	NA	NA	
155208	34	STUDY	piano	man	10	NA	NA	
155208	35	STUDY	crowd	big	10	NA	NA	
155208	36	STUDY	bead	rain	10	NA	NA	
155208	37	STUDY	build	add	0	NA	NA	
155208	38	STUDY	shop	keeper	5	NA	NA	
155208	39	STUDY	demand	take	5	NA	NA	
155208	40	STUDY	grove	group	0	NA	NA	
155208	41	STUDY	sleeve	jacket	10	NA	NA	
155208	42	STUDY	beat	blend	10	NA	NA	
155208	43	STUDY	artist	picture	0	NA	NA	
155208	44	STUDY	pig	dirt	10	NA	NA	
155208	45	STUDY	spool	pool	0	NA	NA	
155208	46	STUDY	damp	stink	0	NA	NA	
155208	47	STUDY	support	love	0	NA	NA	
155208	48	STUDY	tale	end	5	NA	NA	
155208	49	STUDY	shame	abuse	5	NA	NA	
155208	50	STUDY	cost	lot	5	NA	NA	
155208	51	STUDY	party	friend	5	NA	NA	
155208	52	STUDY	search	lost	0	NA	NA	
155208	53	STUDY	contact	apart	5	NA	NA	
155208	54	STUDY	marsh	field	10	NA	NA	
155208	1	TEST	crowd	big	10	people	0	
155208	2	TEST	grave	bad	10	bad	1	
155208	3	TEST	grow	rise	0	people	0	
155208	4	TEST	saint	priest	0	priest	1	
155208	5	TEST	marry	family	5	wed	0	
155208	6	TEST	cost	lot	5	money	0	
155208	7	TEST	dawn	night	0	sun up	0	
155208	8	TEST	pig	dirt	10	animal	0	
155208	9	TEST	contact	apart	5	phone	0	
155208	10	TEST	snake	ugly	10	ugly	1	
155208	11	TEST	student	stress	10	college	0	
155208	12	TEST	beer	taste	0	delicious	0	
155208	13	TEST	bath	house	5	shower	0	
155208	14	TEST	demand	take	5	know	0	
155208	15	TEST	barrel	drum	5	show	0	
155208	16	TEST	throw	move	5	back	0	
155208	17	TEST	math	test	0	skill	0	
155208	18	TEST	coin	bill	0	money	0	
155208	19	TEST	coast	float	10	land	0	
155208	20	TEST	build	add	0	construct	0	
155208	21	TEST	vacate	evacuate	0	evacuate	1	
155208	22	TEST	paint	smell	0	smell	1	
155208	23	TEST	grove	group	0	pattern	0	
155208	24	TEST	support	love	0	told	0	
155208	25	TEST	choose	freedom	5	time	0	
155208	26	TEST	search	lost	0	time	0	
155208	27	TEST	beat	blend	10	down	0	
155208	28	TEST	peel	apple	5	apple	1	
155208	29	TEST	sleeve	jacket	10	shirt	0	
155208	30	TEST	stare	rude	5	down	0	
155208	31	TEST	circus	lion	10	show	0	
155208	32	TEST	taboo	norm	0	tatto	0	
155208	33	TEST	artist	picture	0	show	0	
155208	34	TEST	bead	rain	10	beard	0	
155208	35	TEST	mask	scuba	10	show	0	
155208	36	TEST	tale	end	5	city	0	
155208	37	TEST	stay	home	10	perm	0	
155208	38	TEST	space	black	0	down	0	
155208	39	TEST	tumble	mat	10	down	0	
155208	40	TEST	tomato	hot	10	vegatable	0	
155208	41	TEST	shame	abuse	5	sorrow	0	
155208	42	TEST	maid	honor	5	honor	1	
155208	43	TEST	shop	keeper	5	online	0	
155208	44	TEST	spool	pool	0	down	0	
155208	45	TEST	damp	stink	0	rain	0	
155208	46	TEST	curve	girl	10	line	0	
155208	47	TEST	party	friend	5	show	0	
155208	48	TEST	collar	blouse	0	skip	0	
155208	49	TEST	piano	man	10	music	0	
155208	50	TEST	stalk	kill	5	down	0	
155208	51	TEST	marsh	field	10	mellow	0	
155208	52	TEST	dizzy	confuse	10	rain	0	
155208	53	TEST	chief	major	5	room	0	
155208	54	TEST	defeat	battle	5	show	0	
