SUBN	TRIAL	STUDY.TEST	WORD1	WORD2	POINTS	WORD2RESP	ACC	
160533	1	STUDY	math	test	0	NA	NA	
160533	2	STUDY	bath	house	5	NA	NA	
160533	3	STUDY	circus	lion	10	NA	NA	
160533	4	STUDY	damp	stink	0	NA	NA	
160533	5	STUDY	vacate	evacuate	0	NA	NA	
160533	6	STUDY	beer	taste	0	NA	NA	
160533	7	STUDY	dawn	night	0	NA	NA	
160533	8	STUDY	cost	lot	5	NA	NA	
160533	9	STUDY	support	love	0	NA	NA	
160533	10	STUDY	tale	end	5	NA	NA	
160533	11	STUDY	marsh	field	10	NA	NA	
160533	12	STUDY	coin	bill	0	NA	NA	
160533	13	STUDY	coast	float	10	NA	NA	
160533	14	STUDY	marry	family	5	NA	NA	
160533	15	STUDY	party	friend	5	NA	NA	
160533	16	STUDY	contact	apart	5	NA	NA	
160533	17	STUDY	beat	blend	10	NA	NA	
160533	18	STUDY	peel	apple	5	NA	NA	
160533	19	STUDY	student	stress	10	NA	NA	
160533	20	STUDY	demand	take	5	NA	NA	
160533	21	STUDY	barrel	drum	5	NA	NA	
160533	22	STUDY	tomato	hot	10	NA	NA	
160533	23	STUDY	defeat	battle	5	NA	NA	
160533	24	STUDY	crowd	big	10	NA	NA	
160533	25	STUDY	stay	home	10	NA	NA	
160533	26	STUDY	taboo	norm	0	NA	NA	
160533	27	STUDY	dizzy	confuse	10	NA	NA	
160533	28	STUDY	search	lost	0	NA	NA	
160533	29	STUDY	shame	abuse	5	NA	NA	
160533	30	STUDY	stare	rude	5	NA	NA	
160533	31	STUDY	grave	bad	10	NA	NA	
160533	32	STUDY	tumble	mat	10	NA	NA	
160533	33	STUDY	stalk	kill	5	NA	NA	
160533	34	STUDY	space	black	0	NA	NA	
160533	35	STUDY	chief	major	5	NA	NA	
160533	36	STUDY	saint	priest	0	NA	NA	
160533	37	STUDY	build	add	0	NA	NA	
160533	38	STUDY	pig	dirt	10	NA	NA	
160533	39	STUDY	piano	man	10	NA	NA	
160533	40	STUDY	grow	rise	0	NA	NA	
160533	41	STUDY	grove	group	0	NA	NA	
160533	42	STUDY	curve	girl	10	NA	NA	
160533	43	STUDY	collar	blouse	0	NA	NA	
160533	44	STUDY	shop	keeper	5	NA	NA	
160533	45	STUDY	bead	rain	10	NA	NA	
160533	46	STUDY	sleeve	jacket	10	NA	NA	
160533	47	STUDY	snake	ugly	10	NA	NA	
160533	48	STUDY	mask	scuba	10	NA	NA	
160533	49	STUDY	artist	picture	0	NA	NA	
160533	50	STUDY	choose	freedom	5	NA	NA	
160533	51	STUDY	paint	smell	0	NA	NA	
160533	52	STUDY	maid	honor	5	NA	NA	
160533	53	STUDY	spool	pool	0	NA	NA	
160533	54	STUDY	throw	move	5	NA	NA	
160533	1	TEST	stay	home	10	skip	0	
160533	2	TEST	dawn	night	0	skip	0	
160533	3	TEST	tumble	mat	10	weed	0	
160533	4	TEST	choose	freedom	5	freedom	1	
160533	5	TEST	crowd	big	10	big	1	
160533	6	TEST	damp	stink	0	skip	0	
160533	7	TEST	shame	abuse	5	skip	0	
160533	8	TEST	chief	major	5	skip	0	
160533	9	TEST	student	stress	10	stress	1	
160533	10	TEST	piano	man	10	man	1	
160533	11	TEST	defeat	battle	5	skip	0	
160533	12	TEST	grave	bad	10	skip	0	
160533	13	TEST	cost	lot	5	skip	0	
160533	14	TEST	shop	keeper	5	keeper	1	
160533	15	TEST	maid	honor	5	skip	0	
160533	16	TEST	paint	smell	0	skip	0	
160533	17	TEST	spool	pool	0	skip	0	
160533	18	TEST	demand	take	5	freedom	0	
160533	19	TEST	sleeve	jacket	10	jacket	1	
160533	20	TEST	search	lost	0	skip	0	
160533	21	TEST	throw	move	5	skip	0	
160533	22	TEST	grove	group	0	skip	0	
160533	23	TEST	marry	family	5	family	1	
160533	24	TEST	artist	picture	0	skip	0	
160533	25	TEST	beer	taste	0	skip	0	
160533	26	TEST	support	love	0	skip	0	
160533	27	TEST	grow	rise	0	skip	0	
160533	28	TEST	taboo	norm	0	ashamed	0	
160533	29	TEST	barrel	drum	5	skip	0	
160533	30	TEST	bead	rain	10	skip	0	
160533	31	TEST	saint	priest	0	skip	0	
160533	32	TEST	beat	blend	10	skip	0	
160533	33	TEST	snake	ugly	10	scared	0	
160533	34	TEST	coin	bill	0	skip	0	
160533	35	TEST	peel	apple	5	skip	0	
160533	36	TEST	stare	rude	5	skip	0	
160533	37	TEST	mask	scuba	10	scuba	1	
160533	38	TEST	coast	float	10	skip	0	
160533	39	TEST	party	friend	5	skip	0	
160533	40	TEST	vacate	evacuate	0	evacuate	1	
160533	41	TEST	tomato	hot	10	hot	1	
160533	42	TEST	marsh	field	10	field	1	
160533	43	TEST	bath	house	5	house	1	
160533	44	TEST	dizzy	confuse	10	confused	0	
160533	45	TEST	tale	end	5	skip	0	
160533	46	TEST	circus	lion	10	lion	1	
160533	47	TEST	space	black	0	skip	0	
160533	48	TEST	build	add	0	skip	0	
160533	49	TEST	math	test	0	skip	0	
160533	50	TEST	curve	girl	10	girl	1	
160533	51	TEST	stalk	kill	5	skip	0	
160533	52	TEST	contact	apart	5	skip	0	
160533	53	TEST	collar	blouse	0	skip	0	
160533	54	TEST	pig	dirt	10	dirt	1	
