SUBJNO	BLOCKNUM	BLOCKSIZE	NUMINBLOCK	ITEMID	ANSWER	TFRESP	TFACC	TIMEOUT	TBRLETTER	TYPED	RECALLED	READTIME	TFTIME	MAXTIME	
155121	Cal	15	1	silver	1	1	1	0	-	NA	-1	4.216	1.698	10	
155121	Cal	15	2	tennis	0	0	1	0	-	NA	-1	3.839	0.645	10	
155121	Cal	15	3	quarter	0	0	1	0	-	NA	-1	4.584	0.948	10	
155121	Cal	15	4	mountain	1	1	1	0	-	NA	-1	5.302	0.63	10	
155121	Cal	15	5	juice	0	0	1	0	-	NA	-1	3.561	0.589	10	
155121	Cal	15	6	nephew	0	0	1	0	-	NA	-1	3.816	0.936	10	
155121	Cal	15	7	spoon	0	0	1	0	-	NA	-1	4.597	0.602	10	
155121	Cal	15	8	deer	1	1	1	0	-	NA	-1	4.117	1.032	10	
155121	Cal	15	9	corn	0	0	1	0	-	NA	-1	3.589	0.532	10	
155121	Cal	15	10	gray	1	1	1	0	-	NA	-1	3.151	0.765	10	
155121	Cal	15	11	flute	0	0	1	0	-	NA	-1	3.397	0.882	10	
155121	Cal	15	12	cousin	0	0	1	0	-	NA	-1	3.703	0.762	10	
155121	Cal	15	13	boat	1	1	1	0	-	NA	-1	3.642	0.573	10	
155121	Cal	15	14	island	1	1	1	0	-	NA	-1	3.637	1.377	10	
155121	Cal	15	15	screw	0	0	1	0	-	NA	-1	4.522	1.379	10	
155121	Prac1	2	1	cabin	0	0	1	0	J	j	1	4.31	0.704	6.638556400760673	
155121	Prac1	2	2	egg	1	1	1	0	N	n	1	3.234	0.552	6.638556400760673	
155121	Prac2	2	1	robe	0	0	1	0	S	s	1	3.06	0.905	6.638556400760673	
155121	Prac2	2	2	garlic	0	0	1	0	P	p	1	4.451	1.665	6.638556400760673	
155121	3	3	1	rabbit	0	0	1	0	Q	q	1	3.418	2.049	6.638556400760673	
155121	3	3	2	door	1	1	1	0	P	p	1	2.345	0.807	6.638556400760673	
155121	3	3	3	emerald	1	1	1	0	R	r	1	3.186	0.532	6.638556400760673	
155121	4	6	1	sweater	0	0	1	0	N	-	0	2.366	0.868	6.638556400760673	
155121	4	6	2	gasoline	0	0	1	0	F	f	1	4.061	0.606	6.638556400760673	
155121	4	6	3	hail	1	1	1	0	T	p	0	4.822	0.742	6.638556400760673	
155121	4	6	4	inch	1	1	1	0	Q	q	1	2.857	0.625	6.638556400760673	
155121	4	6	5	bureau	1	0	0	0	P	h	0	4.512	0.857	6.638556400760673	
155121	4	6	6	doctor	1	1	1	0	H	-	0	4.871	0.847	6.638556400760673	
155121	5	6	1	baseball	1	1	1	0	P	t	0	2.094	0.672	6.638556400760673	
155121	5	6	2	perch	0	NA	0	1	S	u	0	6.638556400760673	0	6.638556400760673	
155121	5	6	3	professor	1	1	1	0	Q	w	0	2.128	0.426	6.638556400760673	
155121	5	6	4	toe	0	0	1	0	K	q	0	3.139	0.562	6.638556400760673	
155121	5	6	5	pine	0	1	0	0	F	s	0	3.279	1.904	6.638556400760673	
155121	5	6	6	sock	1	1	1	0	Y	t	0	3.451	0.667	6.638556400760673	
155121	6	5	1	week	0	0	1	0	N	n	1	2.283	0.72	6.638556400760673	
155121	6	5	2	pound	1	1	1	0	J	j	1	1.968	0.598	6.638556400760673	
155121	6	5	3	daisy	0	1	0	0	P	q	0	1.797	1.101	6.638556400760673	
155121	6	5	4	poem	1	1	1	0	Q	t	0	3.622	0.644	6.638556400760673	
155121	6	5	5	orange	1	1	1	0	T	-	0	3.125	0.612	6.638556400760673	
155121	7	3	1	rose	1	1	1	0	L	l	1	1.953	0.564	6.638556400760673	
155121	7	3	2	bed	0	0	1	0	Q	q	1	2.466	0.783	6.638556400760673	
155121	7	3	3	hammer	1	1	1	0	T	t	1	2.156	0.61	6.638556400760673	
155121	8	2	1	pepper	0	0	1	0	T	t	1	3.889	0.637	6.638556400760673	
155121	8	2	2	desert	0	0	1	0	P	p	1	3.581	0.823	6.638556400760673	
155121	9	5	1	harp	0	0	1	0	T	t	1	2.611	0.541	6.638556400760673	
155121	9	5	2	track	1	1	1	0	L	l	1	2.578	0.688	6.638556400760673	
155121	9	5	3	plumber	1	1	1	0	Y	y	1	2.423	0.546	6.638556400760673	
155121	9	5	4	coat	0	0	1	0	S	f	0	3.576	1.172	6.638556400760673	
155121	9	5	5	foot	0	0	1	0	F	s	0	3.407	0.861	6.638556400760673	
155121	10	4	1	velvet	0	1	0	0	S	-	0	4.67	1.317	6.638556400760673	
155121	10	4	2	parrot	1	1	1	0	K	k	1	2.908	0.828	6.638556400760673	
155121	10	4	3	valley	1	1	1	0	T	t	1	2.86	0.675	6.638556400760673	
155121	10	4	4	pear	0	0	1	0	R	r	1	3.013	0.436	6.638556400760673	
155121	11	4	1	wolf	1	1	1	0	L	k	0	2.157	0.911	6.638556400760673	
155121	11	4	2	hour	1	1	1	0	N	l	0	1.782	0.882	6.638556400760673	
155121	11	4	3	bee	1	1	1	0	S	s	1	5.916	0.584	6.638556400760673	
155121	11	4	4	carpenter	0	0	1	0	Y	y	1	3.593	0.706	6.638556400760673	
155121	12	2	1	windows	1	1	1	0	K	k	1	3.767	0.635	6.638556400760673	
155121	12	2	2	canary	0	0	1	0	Q	q	1	3.486	0.532	6.638556400760673	
