SUBN	TRIAL	STUDY.TEST	WORD1	WORD2	POINTS	WORD2RESP	ACC	
155539	1	STUDY	tomato	hot	10	NA	NA	
155539	2	STUDY	sleeve	jacket	10	NA	NA	
155539	3	STUDY	party	friend	5	NA	NA	
155539	4	STUDY	piano	man	10	NA	NA	
155539	5	STUDY	tale	end	5	NA	NA	
155539	6	STUDY	artist	picture	0	NA	NA	
155539	7	STUDY	crowd	big	10	NA	NA	
155539	8	STUDY	grow	rise	0	NA	NA	
155539	9	STUDY	stare	rude	5	NA	NA	
155539	10	STUDY	pig	dirt	10	NA	NA	
155539	11	STUDY	demand	take	5	NA	NA	
155539	12	STUDY	build	add	0	NA	NA	
155539	13	STUDY	circus	lion	10	NA	NA	
155539	14	STUDY	grove	group	0	NA	NA	
155539	15	STUDY	dawn	night	0	NA	NA	
155539	16	STUDY	bead	rain	10	NA	NA	
155539	17	STUDY	dizzy	confuse	10	NA	NA	
155539	18	STUDY	barrel	drum	5	NA	NA	
155539	19	STUDY	stay	home	10	NA	NA	
155539	20	STUDY	space	black	0	NA	NA	
155539	21	STUDY	coin	bill	0	NA	NA	
155539	22	STUDY	tumble	mat	10	NA	NA	
155539	23	STUDY	chief	major	5	NA	NA	
155539	24	STUDY	paint	smell	0	NA	NA	
155539	25	STUDY	throw	move	5	NA	NA	
155539	26	STUDY	marsh	field	10	NA	NA	
155539	27	STUDY	contact	apart	5	NA	NA	
155539	28	STUDY	choose	freedom	5	NA	NA	
155539	29	STUDY	mask	scuba	10	NA	NA	
155539	30	STUDY	shame	abuse	5	NA	NA	
155539	31	STUDY	defeat	battle	5	NA	NA	
155539	32	STUDY	vacate	evacuate	0	NA	NA	
155539	33	STUDY	bath	house	5	NA	NA	
155539	34	STUDY	curve	girl	10	NA	NA	
155539	35	STUDY	search	lost	0	NA	NA	
155539	36	STUDY	maid	honor	5	NA	NA	
155539	37	STUDY	beat	blend	10	NA	NA	
155539	38	STUDY	math	test	0	NA	NA	
155539	39	STUDY	spool	pool	0	NA	NA	
155539	40	STUDY	saint	priest	0	NA	NA	
155539	41	STUDY	stalk	kill	5	NA	NA	
155539	42	STUDY	support	love	0	NA	NA	
155539	43	STUDY	damp	stink	0	NA	NA	
155539	44	STUDY	peel	apple	5	NA	NA	
155539	45	STUDY	student	stress	10	NA	NA	
155539	46	STUDY	shop	keeper	5	NA	NA	
155539	47	STUDY	beer	taste	0	NA	NA	
155539	48	STUDY	snake	ugly	10	NA	NA	
155539	49	STUDY	marry	family	5	NA	NA	
155539	50	STUDY	taboo	norm	0	NA	NA	
155539	51	STUDY	collar	blouse	0	NA	NA	
155539	52	STUDY	coast	float	10	NA	NA	
155539	53	STUDY	cost	lot	5	NA	NA	
155539	54	STUDY	grave	bad	10	NA	NA	
155539	1	TEST	marsh	field	10	field	1	
155539	2	TEST	grow	rise	0	skip	0	
155539	3	TEST	tale	end	5	skip	0	
155539	4	TEST	sleeve	jacket	10	jacket	1	
155539	5	TEST	math	test	0	skip	0	
155539	6	TEST	demand	take	5	skip	0	
155539	7	TEST	dawn	night	0	skip	0	
155539	8	TEST	tumble	mat	10	skip	0	
155539	9	TEST	chief	major	5	skip	0	
155539	10	TEST	space	black	0	skip	0	
155539	11	TEST	vacate	evacuate	0	skip	0	
155539	12	TEST	pig	dirt	10	dirt	1	
155539	13	TEST	damp	stink	0	skip	0	
155539	14	TEST	beer	taste	0	skip	0	
155539	15	TEST	peel	apple	5	skip	0	
155539	16	TEST	shop	keeper	5	keeper	1	
155539	17	TEST	bead	rain	10	rain	1	
155539	18	TEST	beat	blend	10	blend	1	
155539	19	TEST	spool	pool	0	pool	1	
155539	20	TEST	mask	scuba	10	skip	0	
155539	21	TEST	marry	family	5	family	1	
155539	22	TEST	crowd	big	10	big	1	
155539	23	TEST	search	lost	0	skip	0	
155539	24	TEST	taboo	norm	0	skip	0	
155539	25	TEST	snake	ugly	10	ugly	1	
155539	26	TEST	curve	girl	10	girl	1	
155539	27	TEST	student	stress	10	stress	1	
155539	28	TEST	artist	picture	0	skip	0	
155539	29	TEST	circus	lion	10	lion	1	
155539	30	TEST	party	friend	5	friend	1	
155539	31	TEST	grave	bad	10	bad	1	
155539	32	TEST	coin	bill	0	skip	0	
155539	33	TEST	stay	home	10	home	1	
155539	34	TEST	grove	group	0	skip	0	
155539	35	TEST	contact	apart	5	skip	0	
155539	36	TEST	stare	rude	5	rude	1	
155539	37	TEST	choose	freedom	5	skip	0	
155539	38	TEST	paint	smell	0	skip	0	
155539	39	TEST	throw	move	5	move	1	
155539	40	TEST	piano	man	10	man	1	
155539	41	TEST	cost	lot	5	lot	1	
155539	42	TEST	barrel	drum	5	skip	0	
155539	43	TEST	collar	blouse	0	skip	0	
155539	44	TEST	bath	house	5	skip	0	
155539	45	TEST	coast	float	10	float	1	
155539	46	TEST	support	love	0	skip	0	
155539	47	TEST	stalk	kill	5	kill	1	
155539	48	TEST	saint	priest	0	skip	0	
155539	49	TEST	dizzy	confuse	10	confused	0	
155539	50	TEST	shame	abuse	5	skip	0	
155539	51	TEST	build	add	0	skip	0	
155539	52	TEST	defeat	battle	5	battle	1	
155539	53	TEST	tomato	hot	10	hot	1	
155539	54	TEST	maid	honor	5	honor	1	
