Subject	BlockNum	BlockSize	NumInBlock	Image	SymmCorrect	SymmResp	SymmAcc	Timeout	Target	TargetResp	Acc	ViewTime	YNTime	MaxTime	
095711	SqPrac1	2	1	NA	NA	NA	NA	NA	4	4	1	NA	NA	10	
095711	SqPrac1	2	2	NA	NA	NA	NA	NA	1	1	1	NA	NA	10	
095711	SqPrac2	3	1	NA	NA	NA	NA	NA	16	16	1	NA	NA	10	
095711	SqPrac2	3	2	NA	NA	NA	NA	NA	9	9	1	NA	NA	10	
095711	SqPrac2	3	3	NA	NA	NA	NA	NA	10	10	1	NA	NA	10	
095711	Symm1	6	1	pracsymm2.bmp	symmetric	1	1	0	NA	NA	NA	2.259	1.447	10	
095711	Symm1	6	2	pracsymm3.bmp	symmetric	1	1	0	NA	NA	NA	2.451	1.047	10	
095711	Symm1	6	3	pracsymm9.bmp	nonsymmetric	0	1	0	NA	NA	NA	1.913	0.983	10	
095711	Symm1	6	4	pracsymm4.bmp	symmetric	1	1	0	NA	NA	NA	1.936	0.762	10	
095711	Symm1	6	5	pracsymm7.bmp	symmetric	1	1	0	NA	NA	NA	4.137	0.894	10	
095711	Symm1	6	6	pracsymm8.bmp	nonsymmetric	0	1	0	NA	NA	NA	3.059	0.972	10	
095711	CombPrac1	2	1	pracsymm13.bmp	nonsymmetric	0	1	0	11	11	1	2.097	1.007	10	
095711	CombPrac1	2	2	pracsymm11.bmp	nonsymmetric	1	0	0	16	16	1	4.355	0.827	10	
095711	CombPrac2	3	1	pracsymm6.bmp	symmetric	1	1	0	7	7	1	1.658	0.824	10	
095711	CombPrac2	3	2	pracsymm10.bmp	nonsymmetric	0	1	0	5	5	1	1.624	0.958	10	
095711	CombPrac2	3	3	pracsymm1.bmp	symmetric	1	1	0	13	13	1	2.074	0.718	10	
095711	1	4	1	symm44.bmp	nonsymmetric	0	1	0	1	3	0	1.705	0.947	5.829080892901901	
095711	1	4	2	symm13.bmp	symmetric	1	1	0	3	1	0	2.101	0.956	5.829080892901901	
095711	1	4	3	symm17.bmp	symmetric	1	1	0	13	13	1	1.743	0.715	5.829080892901901	
095711	1	4	4	symm20.bmp	symmetric	1	1	0	12	11	0	2.866	0.727	5.829080892901901	
095711	2	5	1	symm31.bmp	nonsymmetric	0	1	0	6	3	0	3.031	0.822	5.829080892901901	
095711	2	5	2	symm18.bmp	symmetric	1	1	0	10	1	0	3.115	1.008	5.829080892901901	
095711	2	5	3	symm43.bmp	nonsymmetric	0	1	0	14	10	0	2.282	0.685	5.829080892901901	
095711	2	5	4	symm19.bmp	symmetric	1	1	0	12	5	0	1.245	1.064	5.829080892901901	
095711	2	5	5	symm3.bmp	symmetric	1	1	0	5	16	0	1.261	0.581	5.829080892901901	
095711	3	2	1	symm6.bmp	symmetric	1	1	0	9	9	1	2.078	0.772	5.829080892901901	
095711	3	2	2	symm1.bmp	symmetric	1	1	0	16	16	1	2.821	0.687	5.829080892901901	
095711	4	4	1	symm12.bmp	symmetric	1	1	0	12	12	1	1.471	0.829	5.829080892901901	
095711	4	4	2	symm46.bmp	nonsymmetric	0	1	0	9	9	1	2.327	1.874	5.829080892901901	
095711	4	4	3	symm28.bmp	nonsymmetric	0	1	0	14	14	1	2.983	1.083	5.829080892901901	
095711	4	4	4	symm16.bmp	symmetric	1	1	0	16	16	1	1.047	0.795	5.829080892901901	
095711	5	3	1	symm14.bmp	symmetric	1	1	0	5	5	1	3.028	0.818	5.829080892901901	
095711	5	3	2	symm42.bmp	nonsymmetric	0	1	0	10	10	1	1.141	0.642	5.829080892901901	
095711	5	3	3	symm4.bmp	symmetric	1	1	0	3	3	1	0.845	0.77	5.829080892901901	
095711	6	5	1	symm26.bmp	nonsymmetric	0	1	0	5	5	1	1.612	0.823	5.829080892901901	
095711	6	5	2	symm38.bmp	nonsymmetric	0	1	0	11	3	0	1.752	0.947	5.829080892901901	
095711	6	5	3	symm8.bmp	symmetric	1	1	0	4	11	0	1.547	0.701	5.829080892901901	
095711	6	5	4	symm39.bmp	nonsymmetric	0	1	0	7	9	0	2.203	0.839	5.829080892901901	
095711	6	5	5	symm21.bmp	symmetric	1	1	0	9	13	0	4.133	0.76	5.829080892901901	
095711	7	3	1	symm9.bmp	symmetric	1	1	0	2	2	1	4.994	0.636	5.829080892901901	
095711	7	3	2	symm25.bmp	nonsymmetric	0	1	0	5	5	1	2.03	0.679	5.829080892901901	
095711	7	3	3	symm10.bmp	symmetric	1	1	0	3	3	1	0.922	0.661	5.829080892901901	
095711	8	4	1	symm22.bmp	symmetric	1	1	0	12	12	1	1.047	0.817	5.829080892901901	
095711	8	4	2	symm47.bmp	nonsymmetric	0	1	0	10	5	0	1.05	0.734	5.829080892901901	
095711	8	4	3	symm15.bmp	symmetric	0	0	0	2	10	0	1.829	1.239	5.829080892901901	
095711	8	4	4	symm41.bmp	nonsymmetric	0	1	0	3	2	0	2.727	0.682	5.829080892901901	
095711	9	2	1	symm27.bmp	nonsymmetric	1	0	0	10	10	1	1.018	0.732	5.829080892901901	
095711	9	2	2	symm29.bmp	nonsymmetric	0	1	0	7	7	1	0.979	0.747	5.829080892901901	
095711	10	3	1	symm37.bmp	nonsymmetric	0	1	0	13	13	1	1.905	0.907	5.829080892901901	
