SUBJNO	BLOCKNUM	BLOCKSIZE	NUMINBLOCK	TERM1	OP	TERM2	TERM3	ANSWER	PROBE	PROBETYPE	DIFFIC	MATHRESP	MATHACC	TIMEOUT	TBRLETTER	TYPED	RECALLED	MATHTIME	TFTIME	MAXTIME	
095711	Cal	15	1	7	*	7	-5	44	44	1	4	1	1	0	-	NA	-1	2.858	1.091	10	
095711	Cal	15	2	6	/	2	9	12	12	1	1	1	1	0	-	NA	-1	2.577	1.086	10	
095711	Cal	15	3	7	*	9	-4	59	59	1	4	1	1	0	-	NA	-1	2.669	1.061	10	
095711	Cal	15	4	1	*	2	6	8	3	0	1	0	1	0	-	NA	-1	1.516	1.014	10	
095711	Cal	15	5	9	/	1	1	10	13	0	1	0	1	0	-	NA	-1	1.936	1.026	10	
095711	Cal	15	6	1	*	4	-3	1	1	1	1	1	1	0	-	NA	-1	1.546	1.167	10	
095711	Cal	15	7	4	*	6	-5	19	19	1	3	1	1	0	-	NA	-1	2.045	1.001	10	
095711	Cal	15	8	6	*	8	-1	47	52	0	4	0	1	0	-	NA	-1	2.295	1.169	10	
095711	Cal	15	9	5	*	9	-7	38	38	1	4	1	1	0	-	NA	-1	3.856	1.125	10	
095711	Cal	15	10	9	/	9	2	3	3	1	1	1	1	0	-	NA	-1	2.499	0.832	10	
095711	Cal	15	11	4	*	9	2	38	38	1	3	1	1	0	-	NA	-1	1.453	0.792	10	
095711	Cal	15	12	3	*	5	-3	12	21	0	2	0	1	0	-	NA	-1	2.045	1.051	10	
095711	Cal	15	13	8	/	4	-1	1	7	0	1	0	1	0	-	NA	-1	1.562	1.353	10	
095711	Cal	15	14	5	*	8	7	47	44	0	4	0	1	0	-	NA	-1	2.235	1.078	10	
095711	Cal	15	15	6	*	7	-3	39	34	0	4	0	1	0	-	NA	-1	2.765	0.899	10	
095711	Prac1	2	1	6	/	3	9	11	3	0	1	0	1	0	S	s	1	1.768	1.245	4.96276249526198	
095711	Prac1	2	2	7	*	5	2	37	37	1	3	1	1	0	K	j	0	2.846	1.154	4.96276249526198	
095711	Prac2	3	1	2	*	7	1	15	23	0	2	0	1	0	H	h	1	2.171	0.993	4.96276249526198	
095711	Prac2	3	2	2	*	9	-2	16	16	1	2	1	1	0	L	l	1	2.283	1.176	4.96276249526198	
095711	Prac2	3	3	8	*	7	-6	50	49	0	4	0	1	0	F	f	1	2.36	0.876	4.96276249526198	
095711	3	6	1	1	*	5	6	11	20	0	1	0	1	0	T	t	1	1.329	1.237	4.96276249526198	
095711	3	6	2	4	*	3	-7	5	6	0	2	0	1	0	R	r	1	2.283	1.17	4.96276249526198	
095711	3	6	3	7	/	7	5	6	13	0	1	0	1	0	F	f	1	3.761	0.919	4.96276249526198	
