SUBN	TRIAL	BLOCK	STUDY.TEST	WORD1	WORD2	POINTS	WORD2RESP	ACC	
125709	1	1	STUDY	seven	ghetto	0	NA	NA	
125709	2	1	STUDY	chapel	wart	10	NA	NA	
125709	3	1	STUDY	ritual	rope	5	NA	NA	
125709	4	1	STUDY	rock	milk	0	NA	NA	
125709	5	1	STUDY	fan	feature	0	NA	NA	
125709	6	1	STUDY	calf	annoy	5	NA	NA	
125709	7	1	STUDY	kid	spoil	0	NA	NA	
125709	8	1	STUDY	bath	mailman	0	NA	NA	
125709	9	1	STUDY	glue	force	5	NA	NA	
125709	10	1	STUDY	fail	toaster	5	NA	NA	
125709	11	1	STUDY	assist	plaque	10	NA	NA	
125709	12	1	STUDY	blossom	please	10	NA	NA	
125709	13	1	STUDY	veteran	raft	5	NA	NA	
125709	14	1	STUDY	pork	emperor	0	NA	NA	
125709	15	1	STUDY	cave	senate	10	NA	NA	
125709	16	1	STUDY	nose	adverb	10	NA	NA	
125709	17	1	STUDY	tank	dwarf	5	NA	NA	
125709	18	1	STUDY	forest	knob	0	NA	NA	
125709	19	1	STUDY	twist	produce	10	NA	NA	
125709	20	1	STUDY	capital	figure	10	NA	NA	
125709	21	1	STUDY	fault	elbow	5	NA	NA	
125709	1	1	TEST	fail	toaster	5	toaster	1	
125709	2	1	TEST	tank	dwarf	5	dwarf	1	
125709	3	1	TEST	pork	emperor	0	barrel	0	
125709	4	1	TEST	nose	adverb	10	adverb	1	
125709	5	1	TEST	fault	elbow	5	elbow	1	
125709	6	1	TEST	cave	senate	10	hollow	0	
125709	7	1	TEST	ritual	rope	5	root	0	
125709	8	1	TEST	glue	force	5	force	1	
125709	9	1	TEST	veteran	raft	5	raft	1	
125709	10	1	TEST	capital	figure	10	murder	0	
125709	11	1	TEST	seven	ghetto	0	tibet	0	
125709	12	1	TEST	forest	knob	0	knob	1	
125709	13	1	TEST	fan	feature	0	oar	0	
125709	14	1	TEST	assist	plaque	10	chair	0	
125709	15	1	TEST	bath	mailman	0	water	0	
125709	16	1	TEST	blossom	please	10	please	1	
125709	17	1	TEST	chapel	wart	10	ritual	0	
125709	18	1	TEST	kid	spoil	0	don't	0	
125709	19	1	TEST	twist	produce	10	produce	1	
125709	20	1	TEST	rock	milk	0	roll	0	
125709	21	1	TEST	calf	annoy	5	stand	0	
125709	1	2	STUDY	entry	bowling	5	NA	NA	
125709	2	2	STUDY	copy	bedroom	10	NA	NA	
125709	3	2	STUDY	town	depart	5	NA	NA	
125709	4	2	STUDY	cattle	jelly	10	NA	NA	
125709	5	2	STUDY	hair	pub	0	NA	NA	
125709	6	2	STUDY	climax	saucer	5	NA	NA	
125709	7	2	STUDY	essence	cure	10	NA	NA	
125709	8	2	STUDY	factor	spike	0	NA	NA	
125709	9	2	STUDY	core	lettuce	0	NA	NA	
125709	10	2	STUDY	bullet	walkway	5	NA	NA	
125709	11	2	STUDY	killer	cracker	10	NA	NA	
125709	12	2	STUDY	flask	shiver	0	NA	NA	
125709	13	2	STUDY	nerve	bumper	5	NA	NA	
125709	14	2	STUDY	college	proverb	0	NA	NA	
125709	15	2	STUDY	collect	loyalty	10	NA	NA	
125709	16	2	STUDY	shrink	mafia	0	NA	NA	
125709	17	2	STUDY	retain	strap	0	NA	NA	
125709	18	2	STUDY	bunch	bond	5	NA	NA	
125709	19	2	STUDY	pinch	fact	10	NA	NA	
125709	20	2	STUDY	mission	thesis	10	NA	NA	
125709	21	2	STUDY	hat	inhale	5	NA	NA	
125709	1	2	TEST	bullet	walkway	5	walkway	1	
125709	2	2	TEST	cattle	jelly	10	jelly	1	
125709	3	2	TEST	college	proverb	0	soup	0	
125709	4	2	TEST	hat	inhale	5	thistle	0	
125709	5	2	TEST	pinch	fact	10	train	0	
125709	6	2	TEST	entry	bowling	5	bowling	1	
125709	7	2	TEST	killer	cracker	10	cracker	1	
125709	8	2	TEST	hair	pub	0	pub	1	
125709	9	2	TEST	essence	cure	10	cure	1	
125709	10	2	TEST	town	depart	5	drunk	0	
125709	11	2	TEST	copy	bedroom	10	bedroom	1	
125709	12	2	TEST	retain	strap	0	records	0	
125709	13	2	TEST	shrink	mafia	0	toast	0	
125709	14	2	TEST	factor	spike	0	force	0	
125709	15	2	TEST	core	lettuce	0	apple	0	
125709	16	2	TEST	flask	shiver	0	shiver	1	
125709	17	2	TEST	nerve	bumper	5	bumper	1	
125709	18	2	TEST	mission	thesis	10	trip	0	
125709	19	2	TEST	collect	loyalty	10	loyalty	1	
125709	20	2	TEST	bunch	bond	5	bond	1	
125709	21	2	TEST	climax	saucer	5	occasion	0	
125709	1	3	STUDY	banner	glide	5	NA	NA	
125709	2	3	STUDY	things	relief	5	NA	NA	
125709	3	3	STUDY	crane	fool	0	NA	NA	
125709	4	3	STUDY	link	crisis	10	NA	NA	
125709	5	3	STUDY	bias	sirloin	0	NA	NA	
125709	6	3	STUDY	glance	kin	0	NA	NA	
125709	7	3	STUDY	knock	otter	10	NA	NA	
125709	8	3	STUDY	smother	surgery	10	NA	NA	
125709	9	3	STUDY	closet	indoor	10	NA	NA	
125709	10	3	STUDY	visit	glove	5	NA	NA	
125709	11	3	STUDY	rub	boiled	10	NA	NA	
125709	12	3	STUDY	prison	loaf	10	NA	NA	
125709	13	3	STUDY	bleach	ruin	0	NA	NA	
125709	14	3	STUDY	chicken	beet	0	NA	NA	
125709	15	3	STUDY	want	ascent	0	NA	NA	
125709	16	3	STUDY	caring	skirt	0	NA	NA	
125709	17	3	STUDY	storage	stone	5	NA	NA	
125709	18	3	STUDY	pray	scarf	5	NA	NA	
125709	19	3	STUDY	garage	idiot	10	NA	NA	
125709	20	3	STUDY	fig	buyer	5	NA	NA	
125709	21	3	STUDY	sleep	tread	5	NA	NA	
125709	1	3	TEST	bleach	ruin	0	ruin	1	
125709	2	3	TEST	prison	loaf	10	loaf	1	
125709	3	3	TEST	caring	skirt	0	gift	0	
125709	4	3	TEST	things	relief	5	relief	1	
125709	5	3	TEST	banner	glide	5	glide	1	
125709	6	3	TEST	bias	sirloin	0	brake	0	
125709	7	3	TEST	crane	fool	0	paper	0	
125709	8	3	TEST	link	crisis	10	crisis	1	
125709	9	3	TEST	pray	scarf	5	chain	0	
125709	10	3	TEST	want	ascent	0	soap	0	
125709	11	3	TEST	knock	otter	10	treat	0	
125709	12	3	TEST	garage	idiot	10	indoor	0	
125709	13	3	TEST	rub	boiled	10	salt	0	
125709	14	3	TEST	smother	surgery	10	surgery	1	
125709	15	3	TEST	closet	indoor	10	indoor	1	
125709	16	3	TEST	chicken	beet	0	flavor	0	
125709	17	3	TEST	storage	stone	5	case	0	
125709	18	3	TEST	glance	kin	0	sight	0	
125709	19	3	TEST	sleep	tread	5	rest	0	
125709	20	3	TEST	fig	buyer	5	buyer	1	
125709	21	3	TEST	visit	glove	5	trip	0	
125709	1	4	STUDY	word	apex	5	NA	NA	
125709	2	4	STUDY	replace	roach	5	NA	NA	
125709	3	4	STUDY	intent	knuckle	0	NA	NA	
125709	4	4	STUDY	grip	beach	10	NA	NA	
125709	5	4	STUDY	leaf	toad	10	NA	NA	
125709	6	4	STUDY	pea	bathtub	10	NA	NA	
125709	7	4	STUDY	rest	pole	10	NA	NA	
125709	8	4	STUDY	letter	flea	0	NA	NA	
125709	9	4	STUDY	board	funeral	5	NA	NA	
125709	10	4	STUDY	biology	temper	5	NA	NA	
125709	11	4	STUDY	grandma	stub	0	NA	NA	
125709	12	4	STUDY	fee	chowder	10	NA	NA	
125709	13	4	STUDY	begin	rubber	0	NA	NA	
125709	14	4	STUDY	taxi	nag	5	NA	NA	
125709	15	4	STUDY	belong	broth	0	NA	NA	
125709	16	4	STUDY	process	joker	0	NA	NA	
125709	17	4	STUDY	balcony	latin	10	NA	NA	
125709	18	4	STUDY	remind	foam	5	NA	NA	
125709	19	4	STUDY	quit	defrost	5	NA	NA	
125709	20	4	STUDY	percent	elk	10	NA	NA	
125709	21	4	STUDY	diamond	fasten	0	NA	NA	
125709	1	4	TEST	diamond	fasten	0	ring	0	
125709	2	4	TEST	grandma	stub	0	cookie	0	
125709	3	4	TEST	leaf	toad	10	toad	1	
125709	4	4	TEST	letter	flea	0	shoe	0	
125709	5	4	TEST	intent	knuckle	0	carry	0	
125709	6	4	TEST	pea	bathtub	10	bathtub	1	
125709	7	4	TEST	replace	roach	5	filter	0	
125709	8	4	TEST	balcony	latin	10	latin	1	
125709	9	4	TEST	quit	defrost	5	defrost	1	
125709	10	4	TEST	board	funeral	5	funeral	1	
125709	11	4	TEST	process	joker	0	cheese	0	
125709	12	4	TEST	remind	foam	5	vase	0	
125709	13	4	TEST	begin	rubber	0	train	0	
125709	14	4	TEST	word	apex	5	mouth	0	
125709	15	4	TEST	grip	beach	10	beach	1	
125709	16	4	TEST	fee	chowder	10	stall	0	
125709	17	4	TEST	taxi	nag	5	walk	0	
125709	18	4	TEST	rest	pole	10	home	0	
125709	19	4	TEST	biology	temper	5	frog	0	
125709	20	4	TEST	belong	broth	0	need	0	
125709	21	4	TEST	percent	elk	10	elk	1	
125709	1	5	STUDY	toy	casket	0	NA	NA	
125709	2	5	STUDY	port	cinema	5	NA	NA	
125709	3	5	STUDY	cottage	inform	5	NA	NA	
125709	4	5	STUDY	need	faucet	5	NA	NA	
125709	5	5	STUDY	bacon	feud	10	NA	NA	
125709	6	5	STUDY	plant	worm	0	NA	NA	
125709	7	5	STUDY	dip	spray	10	NA	NA	
125709	8	5	STUDY	risk	zero	0	NA	NA	
125709	9	5	STUDY	wrap	suede	0	NA	NA	
125709	10	5	STUDY	rose	herb	10	NA	NA	
125709	11	5	STUDY	mill	feast	10	NA	NA	
125709	12	5	STUDY	highway	push	0	NA	NA	
125709	13	5	STUDY	cash	genius	0	NA	NA	
125709	14	5	STUDY	anger	decay	0	NA	NA	
125709	15	5	STUDY	future	wrench	5	NA	NA	
125709	16	5	STUDY	gown	nap	5	NA	NA	
125709	17	5	STUDY	date	laugh	10	NA	NA	
