SUBN	TRIAL	BLOCK	STUDY.TEST	WORD1	WORD2	POINTS	WORD2RESP	ACC	
190526	1	1	STUDY	mill	feast	10	NA	NA	
190526	2	1	STUDY	future	wrench	5	NA	NA	
190526	3	1	STUDY	intent	knuckle	0	NA	NA	
190526	4	1	STUDY	caring	skirt	0	NA	NA	
190526	5	1	STUDY	plant	worm	0	NA	NA	
190526	6	1	STUDY	retain	strap	0	NA	NA	
190526	7	1	STUDY	shrink	mafia	0	NA	NA	
190526	8	1	STUDY	nose	adverb	10	NA	NA	
190526	9	1	STUDY	lake	soak	10	NA	NA	
190526	10	1	STUDY	board	funeral	5	NA	NA	
190526	11	1	STUDY	assist	plaque	10	NA	NA	
190526	12	1	STUDY	leaf	toad	10	NA	NA	
190526	13	1	STUDY	bullet	walkway	5	NA	NA	
190526	14	1	STUDY	tank	dwarf	5	NA	NA	
190526	15	1	STUDY	bacon	feud	10	NA	NA	
190526	16	1	STUDY	town	depart	5	NA	NA	
190526	17	1	STUDY	pinch	fact	10	NA	NA	
190526	18	1	STUDY	anger	decay	0	NA	NA	
190526	19	1	STUDY	fig	buyer	5	NA	NA	
190526	20	1	STUDY	grandma	stub	0	NA	NA	
190526	21	1	STUDY	nerve	bumper	5	NA	NA	
190526	1	1	TEST	bacon	feud	10	feud	1	
190526	2	1	TEST	plant	worm	0	soil	0	
190526	3	1	TEST	grandma	stub	0	guess	0	
190526	4	1	TEST	anger	decay	0	guess	0	
190526	5	1	TEST	town	depart	5	guess	0	
190526	6	1	TEST	bullet	walkway	5	guess	0	
190526	7	1	TEST	lake	soak	10	soak	1	
190526	8	1	TEST	caring	skirt	0	guesss	0	
190526	9	1	TEST	nerve	bumper	5	guess	0	
190526	10	1	TEST	fig	buyer	5	guess	0	
190526	11	1	TEST	nose	adverb	10	adverb	1	
190526	12	1	TEST	leaf	toad	10	guess	0	
190526	13	1	TEST	board	funeral	5	guess	0	
190526	14	1	TEST	retain	strap	0	guess	0	
190526	15	1	TEST	future	wrench	5	guess	0	
190526	16	1	TEST	intent	knuckle	0	guess	0	
190526	17	1	TEST	tank	dwarf	5	guess	0	
190526	18	1	TEST	mill	feast	10	feast	1	
190526	19	1	TEST	shrink	mafia	0	guess	0	
190526	20	1	TEST	assist	plaque	10	guess	0	
190526	21	1	TEST	pinch	fact	10	nose	0	
190526	1	2	STUDY	bath	mailman	0	NA	NA	
190526	2	2	STUDY	essence	cure	10	NA	NA	
190526	3	2	STUDY	fail	toaster	5	NA	NA	
190526	4	2	STUDY	storage	stone	5	NA	NA	
190526	5	2	STUDY	letter	flea	0	NA	NA	
190526	6	2	STUDY	begin	rubber	0	NA	NA	
190526	7	2	STUDY	calf	annoy	5	NA	NA	
190526	8	2	STUDY	port	cinema	5	NA	NA	
190526	9	2	STUDY	blossom	please	10	NA	NA	
190526	10	2	STUDY	pork	emperor	0	NA	NA	
190526	11	2	STUDY	prison	loaf	10	NA	NA	
190526	12	2	STUDY	rest	pole	10	NA	NA	
190526	13	2	STUDY	diamond	fasten	0	NA	NA	
190526	14	2	STUDY	process	joker	0	NA	NA	
190526	15	2	STUDY	mission	thesis	10	NA	NA	
190526	16	2	STUDY	killer	cracker	10	NA	NA	
190526	17	2	STUDY	biology	temper	5	NA	NA	
190526	18	2	STUDY	hair	pub	0	NA	NA	
190526	19	2	STUDY	visit	glove	5	NA	NA	
190526	20	2	STUDY	ritual	rope	5	NA	NA	
190526	21	2	STUDY	rub	boiled	10	NA	NA	
190526	1	2	TEST	ritual	rope	5	skip	0	
190526	2	2	TEST	blossom	please	10	please	1	
190526	3	2	TEST	port	cinema	5	skip	0	
190526	4	2	TEST	rub	boiled	10	boiled	1	
190526	5	2	TEST	begin	rubber	0	skip	0	
190526	6	2	TEST	essence	cure	10	cure	1	
190526	7	2	TEST	fail	toaster	5	skip	0	
190526	8	2	TEST	pork	emperor	0	skip	0	
190526	9	2	TEST	prison	loaf	10	skip	0	
190526	10	2	TEST	diamond	fasten	0	skip	0	
190526	11	2	TEST	hair	pub	0	skip	0	
190526	12	2	TEST	calf	annoy	5	skip	0	
190526	13	2	TEST	storage	stone	5	skip	0	
190526	14	2	TEST	killer	cracker	10	cracker	1	
190526	15	2	TEST	mission	thesis	10	skip	0	
190526	16	2	TEST	bath	mailman	0	skip	0	
190526	17	2	TEST	process	joker	0	skip	0	
190526	18	2	TEST	rest	pole	10	pole	1	
190526	19	2	TEST	letter	flea	0	skip	0	
190526	20	2	TEST	visit	glove	5	skip	0	
190526	21	2	TEST	biology	temper	5	skip	0	
190526	1	3	STUDY	crane	fool	0	NA	NA	
190526	2	3	STUDY	belong	broth	0	NA	NA	
