SUBN	TRIAL	BLOCK	STUDY.TEST	WORD1	WORD2	POINTS	WORD2RESP	ACC	
212439	1	1	STUDY	banner	glide	5	NA	NA	
212439	2	1	STUDY	factor	spike	0	NA	NA	
212439	3	1	STUDY	retain	strap	0	NA	NA	
212439	4	1	STUDY	copy	bedroom	10	NA	NA	
212439	5	1	STUDY	date	laugh	10	NA	NA	
212439	6	1	STUDY	visit	glove	5	NA	NA	
212439	7	1	STUDY	bath	mailman	0	NA	NA	
212439	8	1	STUDY	prison	loaf	10	NA	NA	
212439	9	1	STUDY	find	clown	5	NA	NA	
212439	10	1	STUDY	grandma	stub	0	NA	NA	
212439	11	1	STUDY	future	wrench	5	NA	NA	
212439	12	1	STUDY	bullet	walkway	5	NA	NA	
212439	13	1	STUDY	bleach	ruin	0	NA	NA	
212439	14	1	STUDY	leaf	toad	10	NA	NA	
212439	15	1	STUDY	pray	scarf	5	NA	NA	
212439	16	1	STUDY	crane	fool	0	NA	NA	
212439	17	1	STUDY	lake	soak	10	NA	NA	
212439	18	1	STUDY	shrink	mafia	0	NA	NA	
212439	19	1	STUDY	taxi	nag	5	NA	NA	
212439	20	1	STUDY	essence	cure	10	NA	NA	
212439	21	1	STUDY	dip	spray	10	NA	NA	
212439	1	1	TEST	pray	scarf	5	skip	0	
212439	2	1	TEST	lake	soak	10	pond	0	
212439	3	1	TEST	retain	strap	0	skip	0	
212439	4	1	TEST	taxi	nag	5	nag	1	
212439	5	1	TEST	bullet	walkway	5	gun	0	
212439	6	1	TEST	bath	mailman	0	skip	0	
212439	7	1	TEST	dip	spray	10	pond	0	
212439	8	1	TEST	essence	cure	10	scent	0	
212439	9	1	TEST	factor	spike	0	floor	0	
212439	10	1	TEST	date	laugh	10	skip	0	
212439	11	1	TEST	copy	bedroom	10	paper	0	
212439	12	1	TEST	shrink	mafia	0	small	0	
212439	13	1	TEST	grandma	stub	0	skip	0	
212439	14	1	TEST	future	wrench	5	time	0	
212439	15	1	TEST	bleach	ruin	0	soap	0	
212439	16	1	TEST	prison	loaf	10	jail	0	
212439	17	1	TEST	crane	fool	0	tool	0	
212439	18	1	TEST	leaf	toad	10	tree	0	
212439	19	1	TEST	find	clown	5	skip	0	
212439	20	1	TEST	visit	glove	5	skip	0	
212439	21	1	TEST	banner	glide	5	factor	0	
212439	1	2	STUDY	port	cinema	5	NA	NA	
212439	2	2	STUDY	climax	saucer	5	NA	NA	
212439	3	2	STUDY	kid	spoil	0	NA	NA	
212439	4	2	STUDY	cave	senate	10	NA	NA	
212439	5	2	STUDY	need	faucet	5	NA	NA	
212439	6	2	STUDY	board	funeral	5	NA	NA	
212439	7	2	STUDY	remind	foam	5	NA	NA	
212439	8	2	STUDY	bias	sirloin	0	NA	NA	
212439	9	2	STUDY	begin	rubber	0	NA	NA	
212439	10	2	STUDY	fee	chowder	10	NA	NA	
212439	11	2	STUDY	twist	produce	10	NA	NA	
212439	12	2	STUDY	chicken	beet	0	NA	NA	
212439	13	2	STUDY	belong	broth	0	NA	NA	
212439	14	2	STUDY	sleep	tread	5	NA	NA	
212439	15	2	STUDY	mill	feast	10	NA	NA	
212439	16	2	STUDY	rub	boiled	10	NA	NA	
212439	17	2	STUDY	bacon	feud	10	NA	NA	
212439	18	2	STUDY	intent	knuckle	0	NA	NA	
212439	19	2	STUDY	pea	bathtub	10	NA	NA	
212439	20	2	STUDY	flask	shiver	0	NA	NA	
212439	21	2	STUDY	entry	bowling	5	NA	NA	
212439	1	2	TEST	bacon	feud	10	fuel	0	
