Subject	BlockNum	BlockSize	NumInBlock	Image	SymmCorrect	SymmResp	SymmAcc	Timeout	Target	TargetResp	Acc	ViewTime	YNTime	MaxTime	
143016	SqPrac1	2	1	NA	NA	NA	NA	NA	1	1	1	NA	NA	10	
143016	SqPrac1	2	2	NA	NA	NA	NA	NA	6	6	1	NA	NA	10	
143016	SqPrac2	3	1	NA	NA	NA	NA	NA	4	4	1	NA	NA	10	
143016	SqPrac2	3	2	NA	NA	NA	NA	NA	2	2	1	NA	NA	10	
143016	SqPrac2	3	3	NA	NA	NA	NA	NA	11	11	1	NA	NA	10	
143016	Symm1	6	1	pracsymm10.bmp	nonsymmetric	1	0	0	NA	NA	NA	2.974	1.534	10	
143016	Symm1	6	2	pracsymm13.bmp	nonsymmetric	0	1	0	NA	NA	NA	3.551	1.683	10	
143016	Symm1	6	3	pracsymm1.bmp	symmetric	1	1	0	NA	NA	NA	1.837	1.196	10	
143016	Symm1	6	4	pracsymm11.bmp	nonsymmetric	1	0	0	NA	NA	NA	2.35	1.329	10	
143016	Symm1	6	5	pracsymm6.bmp	symmetric	1	1	0	NA	NA	NA	1.905	1.223	10	
143016	Symm1	6	6	pracsymm12.bmp	nonsymmetric	0	1	0	NA	NA	NA	1.81	0.976	10	
143016	CombPrac1	2	1	pracsymm4.bmp	symmetric	1	1	0	14	14	1	3.557	1.202	10	
143016	CombPrac1	2	2	pracsymm9.bmp	nonsymmetric	0	1	0	8	8	1	1.883	0.882	10	
143016	CombPrac2	3	1	pracsymm14.bmp	nonsymmetric	0	1	0	14	14	1	3.282	1.376	10	
143016	CombPrac2	3	2	pracsymm5.bmp	symmetric	1	1	0	4	4	1	1.476	1.14	10	
143016	CombPrac2	3	3	pracsymm7.bmp	symmetric	1	1	0	1	1	1	1.981	0.889	10	
143016	1	4	1	symm26.bmp	nonsymmetric	0	1	0	1	1	1	2.852	1.283	6.057186071689765	
143016	1	4	2	symm2.bmp	symmetric	1	1	0	9	9	1	3.112	0.992	6.057186071689765	
143016	1	4	3	symm20.bmp	symmetric	1	1	0	12	12	1	1.737	0.842	6.057186071689765	
143016	1	4	4	symm27.bmp	nonsymmetric	0	1	0	11	15	0	3.408	1.106	6.057186071689765	
143016	2	3	1	symm28.bmp	nonsymmetric	0	1	0	8	1	0	1.845	1.118	6.057186071689765	
143016	2	3	2	symm40.bmp	nonsymmetric	0	1	0	1	12	0	2.022	0.92	6.057186071689765	
143016	2	3	3	symm9.bmp	symmetric	1	1	0	13	13	1	1.861	1.747	6.057186071689765	
143016	3	2	1	symm46.bmp	nonsymmetric	0	1	0	15	14	0	1.901	1.038	6.057186071689765	
143016	3	2	2	symm7.bmp	symmetric	1	1	0	10	10	1	3.726	0.958	6.057186071689765	
143016	4	3	1	symm41.bmp	nonsymmetric	0	1	0	2	1	0	3.685	1.167	6.057186071689765	
143016	4	3	2	symm5.bmp	symmetric	1	1	0	9	6	0	3.306	1.327	6.057186071689765	
143016	4	3	3	symm43.bmp	nonsymmetric	0	1	0	6	9	0	2.782	0.945	6.057186071689765	
143016	5	2	1	symm44.bmp	nonsymmetric	0	1	0	9	7	0	1.896	1.824	6.057186071689765	
143016	5	2	2	symm33.bmp	nonsymmetric	1	0	0	7	13	0	2.193	1.007	6.057186071689765	
