SUBN	TRIAL	BLOCK	STUDY.TEST	WORD1	WORD2	POINTS	WORD2RESP	ACC	
172732	1	1	STUDY	blossom	please	10	NA	NA	
172732	2	1	STUDY	board	funeral	5	NA	NA	
172732	3	1	STUDY	begin	rubber	0	NA	NA	
172732	4	1	STUDY	risk	zero	0	NA	NA	
172732	5	1	STUDY	shrink	mafia	0	NA	NA	
172732	6	1	STUDY	glue	force	5	NA	NA	
172732	7	1	STUDY	chapel	wart	10	NA	NA	
172732	8	1	STUDY	belong	broth	0	NA	NA	
172732	9	1	STUDY	capital	figure	10	NA	NA	
172732	10	1	STUDY	grip	beach	10	NA	NA	
172732	11	1	STUDY	storage	stone	5	NA	NA	
172732	12	1	STUDY	visit	glove	5	NA	NA	
172732	13	1	STUDY	cottage	inform	5	NA	NA	
172732	14	1	STUDY	bunch	bond	5	NA	NA	
172732	15	1	STUDY	glance	kin	0	NA	NA	
172732	16	1	STUDY	rub	boiled	10	NA	NA	
172732	17	1	STUDY	pinch	fact	10	NA	NA	
172732	18	1	STUDY	anger	decay	0	NA	NA	
172732	19	1	STUDY	leaf	toad	10	NA	NA	
172732	20	1	STUDY	bleach	ruin	0	NA	NA	
172732	21	1	STUDY	need	faucet	5	NA	NA	
172732	1	1	TEST	storage	stone	5	box	0	
172732	2	1	TEST	rub	boiled	10	toad	0	
172732	3	1	TEST	chapel	wart	10	figure	0	
172732	4	1	TEST	glue	force	5	fix	0	
172732	5	1	TEST	capital	figure	10	figure	1	
172732	6	1	TEST	shrink	mafia	0	wrap	0	
172732	7	1	TEST	bunch	bond	5	leaf	0	
172732	8	1	TEST	risk	zero	0	attack	0	
172732	9	1	TEST	anger	decay	0	management	0	
172732	10	1	TEST	board	funeral	5	plug	0	
172732	11	1	TEST	cottage	inform	5	house	0	
172732	12	1	TEST	pinch	fact	10	rock	0	
172732	13	1	TEST	blossom	please	10	please	1	
172732	14	1	TEST	visit	glove	5	next	0	
172732	15	1	TEST	need	faucet	5	help	0	
172732	16	1	TEST	begin	rubber	0	gorge	0	
172732	17	1	TEST	bleach	ruin	0	nip	0	
172732	18	1	TEST	leaf	toad	10	toad	1	
172732	19	1	TEST	grip	beach	10	need	0	
172732	20	1	TEST	glance	kin	0	blow	0	
172732	21	1	TEST	belong	broth	0	time	0	
172732	1	2	STUDY	nerve	bumper	5	NA	NA	
172732	2	2	STUDY	date	laugh	10	NA	NA	
172732	3	2	STUDY	process	joker	0	NA	NA	
172732	4	2	STUDY	ritual	rope	5	NA	NA	
172732	5	2	STUDY	fan	feature	0	NA	NA	
172732	6	2	STUDY	entry	bowling	5	NA	NA	
172732	7	2	STUDY	retain	strap	0	NA	NA	
172732	8	2	STUDY	bacon	feud	10	NA	NA	
172732	9	2	STUDY	rose	herb	10	NA	NA	
172732	10	2	STUDY	replace	roach	5	NA	NA	
172732	11	2	STUDY	grandma	stub	0	NA	NA	
172732	12	2	STUDY	closet	indoor	10	NA	NA	
172732	13	2	STUDY	hat	inhale	5	NA	NA	
172732	14	2	STUDY	rock	milk	0	NA	NA	
172732	15	2	STUDY	killer	cracker	10	NA	NA	
172732	16	2	STUDY	rest	pole	10	NA	NA	
172732	17	2	STUDY	remind	foam	5	NA	NA	
172732	18	2	STUDY	chicken	beet	0	NA	NA	
172732	19	2	STUDY	mission	thesis	10	NA	NA	
172732	20	2	STUDY	forest	knob	0	NA	NA	
172732	21	2	STUDY	banner	glide	5	NA	NA	
172732	1	2	TEST	fan	feature	0	skip	0	
172732	2	2	TEST	rest	pole	10	pole	1	
172732	3	2	TEST	banner	glide	5	nest	0	
