SUBJNO	BLOCKNUM	BLOCKSIZE	NUMINBLOCK	ITEMID	ANSWER	TFRESP	TFACC	TIMEOUT	TBRLETTER	TYPED	RECALLED	READTIME	TFTIME	MAXTIME	
113728	Cal	15	1	silver	1	1	1	0	-	NA	-1	4.29	1.092	10	
113728	Cal	15	2	tennis	0	0	1	0	-	NA	-1	3.479	0.858	10	
113728	Cal	15	3	quarter	0	0	1	0	-	NA	-1	4.29	1.155	10	
113728	Cal	15	4	mountain	1	1	1	0	-	NA	-1	3.057	0.936	10	
113728	Cal	15	5	juice	0	0	1	0	-	NA	-1	3.869	0.702	10	
113728	Cal	15	6	nephew	0	0	1	0	-	NA	-1	7.254	0.936	10	
113728	Cal	15	7	spoon	0	0	1	0	-	NA	-1	3.854	0.951	10	
113728	Cal	15	8	deer	1	1	1	0	-	NA	-1	5.304	0.827	10	
113728	Cal	15	9	corn	0	0	1	0	-	NA	-1	4.15	0.889	10	
113728	Cal	15	10	gray	1	1	1	0	-	NA	-1	3.868	0.983	10	
113728	Cal	15	11	flute	0	0	1	0	-	NA	-1	3.526	0.624	10	
113728	Cal	15	12	cousin	0	0	1	0	-	NA	-1	3.65	0.687	10	
113728	Cal	15	13	boat	1	1	1	0	-	NA	-1	2.511	0.671	10	
113728	Cal	15	14	island	1	1	1	0	-	NA	-1	4.29	0.78	10	
113728	Cal	15	15	screw	0	0	1	0	-	NA	-1	4.149	0.734	10	
113728	Prac1	2	1	cabin	0	0	1	0	Q	y	0	2.48	0.702	7.789126299869837	
113728	Prac1	2	2	egg	1	1	1	0	Y	y	1	3.245	1.123	7.789126299869837	
113728	Prac2	2	1	robe	0	0	1	0	P	p	1	3.916	0.811	7.789126299869837	
113728	Prac2	2	2	garlic	0	0	1	0	T	t	1	3.681	0.64	7.789126299869837	
113728	3	4	1	rabbit	0	0	1	0	F	f	1	2.496	0.593	7.789126299869837	
113728	3	4	2	door	1	1	1	0	L	l	1	2.854	0.656	7.789126299869837	
113728	3	4	3	emerald	1	1	1	0	Q	q	1	2.496	0.702	7.789126299869837	
113728	3	4	4	sweater	0	0	1	0	T	t	1	2.465	0.514	7.789126299869837	
113728	4	4	1	gasoline	0	0	1	0	R	r	1	2.106	0.624	7.789126299869837	
113728	4	4	2	hail	1	1	1	0	H	h	1	2.746	0.858	7.789126299869837	
113728	4	4	3	inch	1	1	1	0	T	t	1	2.121	1.077	7.789126299869837	
113728	4	4	4	bureau	1	1	1	0	K	k	1	2.839	0.702	7.789126299869837	
113728	5	6	1	doctor	1	1	1	0	L	l	1	1.545	0.686	7.789126299869837	
113728	5	6	2	baseball	1	1	1	0	S	s	1	1.841	1.248	7.789126299869837	
113728	5	6	3	perch	0	0	1	0	T	t	1	2.574	0.639	7.789126299869837	
113728	5	6	4	professor	1	1	1	0	N	n	1	3.026	0.593	7.789126299869837	
113728	5	6	5	toe	0	0	1	0	H	h	1	2.215	0.405	7.789126299869837	
113728	5	6	6	pine	0	0	1	0	F	f	1	3.105	0.592	7.789126299869837	
113728	6	5	1	sock	1	1	1	0	K	k	1	1.482	0.78	7.789126299869837	
113728	6	5	2	week	0	0	1	0	L	l	1	3.323	0.655	7.789126299869837	
113728	6	5	3	pound	1	1	1	0	P	p	1	3.666	0.561	7.789126299869837	
113728	6	5	4	daisy	0	0	1	0	J	j	1	2.918	0.592	7.789126299869837	
113728	6	5	5	poem	1	1	1	0	T	t	1	2.933	0.593	7.789126299869837	
113728	7	2	1	orange	1	1	1	0	S	s	1	2.496	0.609	7.789126299869837	
113728	7	2	2	rose	1	1	1	0	J	j	1	1.981	0.468	7.789126299869837	
113728	8	2	1	bed	0	0	1	0	H	h	1	1.747	0.561	7.789126299869837	
113728	8	2	2	hammer	1	1	1	0	N	n	1	2.028	0.546	7.789126299869837	
113728	9	5	1	pepper	0	0	1	0	L	l	1	2.012	0.609	7.789126299869837	
113728	9	5	2	desert	0	0	1	0	N	n	1	2.34	0.468	7.789126299869837	
113728	9	5	3	harp	0	0	1	0	Y	y	1	2.169	1.06	7.789126299869837	
113728	9	5	4	track	1	1	1	0	F	f	1	1.904	0.951	7.789126299869837	
113728	9	5	5	plumber	1	1	1	0	S	s	1	2.683	0.78	7.789126299869837	
113728	10	3	1	coat	0	0	1	0	P	p	1	1.56	0.499	7.789126299869837	
113728	10	3	2	foot	0	0	1	0	Y	y	1	2.527	0.998	7.789126299869837	
113728	10	3	3	velvet	0	0	1	0	S	s	1	3.073	0.624	7.789126299869837	
113728	11	6	1	parrot	1	1	1	0	T	t	1	2.886	0.531	7.789126299869837	
113728	11	6	2	valley	1	1	1	0	Y	y	1	2.402	0.64	7.789126299869837	
113728	11	6	3	pear	0	0	1	0	K	q	0	0.327	1.404	7.789126299869837	
113728	11	6	4	wolf	1	1	1	0	R	r	1	1.482	0.951	7.789126299869837	
113728	11	6	5	hour	1	1	1	0	Q	p	0	1.404	0.811	7.789126299869837	
113728	11	6	6	bee	1	1	1	0	P	-	0	2.387	0.64	7.789126299869837	
113728	12	3	1	carpenter	0	0	1	0	Y	y	1	1.435	0.562	7.789126299869837	
113728	12	3	2	windows	1	1	1	0	N	n	1	2.979	0.827	7.789126299869837	
113728	12	3	3	canary	0	0	1	0	P	p	1	2.34	0.608	7.789126299869837	
