Subject	BlockNum	BlockSize	NumInBlock	Image	SymmCorrect	SymmResp	SymmAcc	Timeout	Target	TargetResp	Acc	ViewTime	YNTime	MaxTime	
144603	SqPrac1	2	1	NA	NA	NA	NA	NA	11	11	1	NA	NA	10	
144603	SqPrac1	2	2	NA	NA	NA	NA	NA	12	12	1	NA	NA	10	
144603	SqPrac2	3	1	NA	NA	NA	NA	NA	6	6	1	NA	NA	10	
144603	SqPrac2	3	2	NA	NA	NA	NA	NA	16	16	1	NA	NA	10	
144603	SqPrac2	3	3	NA	NA	NA	NA	NA	13	13	1	NA	NA	10	
144603	Symm1	6	1	pracsymm5.bmp	symmetric	1	1	0	NA	NA	NA	2.656	1.106	10	
144603	Symm1	6	2	pracsymm14.bmp	nonsymmetric	0	1	0	NA	NA	NA	1.22	0.944	10	
144603	Symm1	6	3	pracsymm8.bmp	nonsymmetric	0	1	0	NA	NA	NA	1.154	0.838	10	
144603	Symm1	6	4	pracsymm2.bmp	symmetric	1	1	0	NA	NA	NA	2.061	0.899	10	
144603	Symm1	6	5	pracsymm12.bmp	nonsymmetric	0	1	0	NA	NA	NA	1.072	0.969	10	
144603	Symm1	6	6	pracsymm4.bmp	symmetric	1	1	0	NA	NA	NA	0.936	1.189	10	
144603	CombPrac1	2	1	pracsymm6.bmp	symmetric	1	1	0	4	4	1	1.799	0.885	10	
144603	CombPrac1	2	2	pracsymm13.bmp	nonsymmetric	0	1	0	2	2	1	1.819	0.776	10	
144603	CombPrac2	3	1	pracsymm1.bmp	symmetric	1	1	0	12	12	1	1.259	0.881	10	
144603	CombPrac2	3	2	pracsymm9.bmp	nonsymmetric	0	1	0	7	7	1	0.969	0.844	10	
144603	CombPrac2	3	3	pracsymm15.bmp	nonsymmetric	0	1	0	14	14	1	1.581	0.786	10	
144603	1	4	1	symm34.bmp	nonsymmetric	0	1	0	7	8	0	0.825	1.067	3.8189357709785203	
144603	1	4	2	symm41.bmp	nonsymmetric	0	1	0	9	6	0	1.234	0.893	3.8189357709785203	
144603	1	4	3	symm38.bmp	nonsymmetric	0	1	0	15	10	0	1.032	0.7	3.8189357709785203	
144603	1	4	4	symm33.bmp	nonsymmetric	0	1	0	14	14	1	1.005	0.946	3.8189357709785203	
144603	2	2	1	symm19.bmp	symmetric	1	1	0	7	7	1	1.067	0.686	3.8189357709785203	
144603	2	2	2	symm45.bmp	nonsymmetric	0	1	0	5	5	1	0.771	0.775	3.8189357709785203	
144603	3	4	1	symm44.bmp	nonsymmetric	0	1	0	8	8	1	3.366	0.902	3.8189357709785203	
144603	3	4	2	symm47.bmp	nonsymmetric	0	1	0	4	4	1	1.156	0.708	3.8189357709785203	
144603	3	4	3	symm23.bmp	symmetric	1	1	0	7	7	1	1.001	0.879	3.8189357709785203	
144603	3	4	4	symm11.bmp	symmetric	1	1	0	5	5	1	0.783	0.599	3.8189357709785203	
144603	4	4	1	symm40.bmp	nonsymmetric	0	1	0	10	6	0	2.283	0.769	3.8189357709785203	
144603	4	4	2	symm15.bmp	symmetric	1	1	0	13	10	0	1.75	0.594	3.8189357709785203	
144603	4	4	3	symm46.bmp	nonsymmetric	0	1	0	9	9	1	2.235	0.697	3.8189357709785203	
144603	4	4	4	symm48.bmp	nonsymmetric	0	1	0	4	4	1	1.9	0.697	3.8189357709785203	
144603	5	5	1	symm3.bmp	symmetric	1	1	0	16	16	1	0.848	0.963	3.8189357709785203	
144603	5	5	2	symm4.bmp	symmetric	1	1	0	15	15	1	1.176	0.675	3.8189357709785203	
144603	5	5	3	symm2.bmp	symmetric	1	1	0	5	5	1	1.344	0.769	3.8189357709785203	
144603	5	5	4	symm25.bmp	nonsymmetric	0	1	0	6	6	1	0.97	0.744	3.8189357709785203	
144603	5	5	5	symm17.bmp	symmetric	1	1	0	7	7	1	0.938	0.607	3.8189357709785203	
144603	6	5	1	symm30.bmp	nonsymmetric	0	1	0	6	16	0	1.388	1.271	3.8189357709785203	
144603	6	5	2	symm18.bmp	symmetric	1	1	0	16	11	0	2.467	0.746	3.8189357709785203	
144603	6	5	3	symm37.bmp	nonsymmetric	0	1	0	7	6	0	1.031	0.698	3.8189357709785203	
144603	6	5	4	symm43.bmp	nonsymmetric	0	1	0	5	9	0	3.308	0.706	3.8189357709785203	
144603	6	5	5	symm39.bmp	nonsymmetric	0	1	0	9	7	0	1.094	0.769	3.8189357709785203	
144603	7	2	1	symm13.bmp	symmetric	1	1	0	3	3	1	0.942	1.008	3.8189357709785203	
144603	7	2	2	symm22.bmp	symmetric	1	1	0	11	11	1	0.816	0.646	3.8189357709785203	
144603	8	3	1	symm14.bmp	symmetric	1	1	0	4	4	1	0.94	0.873	3.8189357709785203	
144603	8	3	2	symm16.bmp	symmetric	1	1	0	10	10	1	2.342	0.768	3.8189357709785203	
144603	8	3	3	symm28.bmp	nonsymmetric	0	1	0	14	14	1	0.797	0.716	3.8189357709785203	
144603	9	2	1	symm42.bmp	nonsymmetric	0	1	0	2	2	1	0.879	0.802	3.8189357709785203	
144603	9	2	2	symm32.bmp	nonsymmetric	0	1	0	4	4	1	0.907	0.824	3.8189357709785203	
144603	10	3	1	symm7.bmp	symmetric	1	1	0	7	7	1	1.202	0.961	3.8189357709785203	
144603	10	3	2	symm6.bmp	symmetric	1	1	0	14	14	1	1.103	0.888	3.8189357709785203	
144603	10	3	3	symm1.bmp	symmetric	1	1	0	1	1	1	0.937	0.677	3.8189357709785203	
144603	11	5	1	symm5.bmp	symmetric	1	1	0	14	14	1	0.785	0.71	3.8189357709785203	
144603	11	5	2	symm20.bmp	symmetric	1	1	0	10	10	1	0.843	0.619	3.8189357709785203	
144603	11	5	3	symm29.bmp	nonsymmetric	0	1	0	9	9	1	0.86	0.904	3.8189357709785203	
144603	11	5	4	symm35.bmp	nonsymmetric	1	0	0	6	13	0	1.065	0.766	3.8189357709785203	
144603	11	5	5	symm26.bmp	nonsymmetric	0	1	0	13	6	0	1.436	0.668	3.8189357709785203	
144603	12	3	1	symm8.bmp	symmetric	1	1	0	10	14	0	3.187	1.028	3.8189357709785203	
144603	12	3	2	symm10.bmp	symmetric	1	1	0	12	10	0	0.781	1.316	3.8189357709785203	
144603	12	3	3	symm36.bmp	nonsymmetric	0	1	0	14	12	0	1.061	0.881	3.8189357709785203	
