SUBN	TRIAL	BLOCK	STUDY.TEST	WORD1	WORD2	POINTS	WORD2RESP	ACC	
122518	1	1	STUDY	forest	knob	0	NA	NA	
122518	2	1	STUDY	ritual	rope	5	NA	NA	
122518	3	1	STUDY	bacon	feud	10	NA	NA	
122518	4	1	STUDY	pinch	fact	10	NA	NA	
122518	5	1	STUDY	glance	kin	0	NA	NA	
122518	6	1	STUDY	link	crisis	10	NA	NA	
122518	7	1	STUDY	cottage	inform	5	NA	NA	
122518	8	1	STUDY	lake	soak	10	NA	NA	
122518	9	1	STUDY	core	lettuce	0	NA	NA	
122518	10	1	STUDY	risk	zero	0	NA	NA	
122518	11	1	STUDY	hair	pub	0	NA	NA	
122518	12	1	STUDY	quit	defrost	5	NA	NA	
122518	13	1	STUDY	banner	glide	5	NA	NA	
122518	14	1	STUDY	biology	temper	5	NA	NA	
122518	15	1	STUDY	replace	roach	5	NA	NA	
122518	16	1	STUDY	crane	fool	0	NA	NA	
122518	17	1	STUDY	prison	loaf	10	NA	NA	
122518	18	1	STUDY	rose	herb	10	NA	NA	
122518	19	1	STUDY	smother	surgery	10	NA	NA	
122518	20	1	STUDY	calf	annoy	5	NA	NA	
122518	21	1	STUDY	intent	knuckle	0	NA	NA	
122518	1	1	TEST	rose	herb	10	skip	0	
122518	2	1	TEST	replace	roach	5	skip	0	
122518	3	1	TEST	cottage	inform	5	skip	0	
122518	4	1	TEST	link	crisis	10	crisis	1	
122518	5	1	TEST	crane	fool	0	skip	0	
122518	6	1	TEST	hair	pub	0	skip	0	
122518	7	1	TEST	prison	loaf	10	lock	0	
122518	8	1	TEST	risk	zero	0	skip	0	
122518	9	1	TEST	pinch	fact	10	fact	1	
122518	10	1	TEST	core	lettuce	0	skip	0	
122518	11	1	TEST	biology	temper	5	temporary	0	
122518	12	1	TEST	intent	knuckle	0	skip	0	
122518	13	1	TEST	bacon	feud	10	fried	0	
122518	14	1	TEST	calf	annoy	5	skip	0	
122518	15	1	TEST	lake	soak	10	soak	1	
122518	16	1	TEST	glance	kin	0	skip	0	
122518	17	1	TEST	smother	surgery	10	surgery	1	
122518	18	1	TEST	banner	glide	5	skip	0	
122518	19	1	TEST	ritual	rope	5	skip	0	
122518	20	1	TEST	forest	knob	0	knob	1	
122518	21	1	TEST	quit	defrost	5	skip	0	
122518	1	2	STUDY	fig	buyer	5	NA	NA	
122518	2	2	STUDY	fail	toaster	5	NA	NA	
122518	3	2	STUDY	nose	adverb	10	NA	NA	
122518	4	2	STUDY	hat	inhale	5	NA	NA	
122518	5	2	STUDY	letter	flea	0	NA	NA	
122518	6	2	STUDY	cave	senate	10	NA	NA	
122518	7	2	STUDY	factor	spike	0	NA	NA	
122518	8	2	STUDY	balcony	latin	10	NA	NA	
122518	9	2	STUDY	cash	genius	0	NA	NA	
122518	10	2	STUDY	shrink	mafia	0	NA	NA	
122518	11	2	STUDY	pork	emperor	0	NA	NA	
122518	12	2	STUDY	storage	stone	5	NA	NA	
122518	13	2	STUDY	capital	figure	10	NA	NA	
122518	14	2	STUDY	closet	indoor	10	NA	NA	
122518	15	2	STUDY	bath	mailman	0	NA	NA	
122518	16	2	STUDY	word	apex	5	NA	NA	
122518	17	2	STUDY	copy	bedroom	10	NA	NA	
122518	18	2	STUDY	veteran	raft	5	NA	NA	
122518	19	2	STUDY	rest	pole	10	NA	NA	
122518	20	2	STUDY	wrap	suede	0	NA	NA	
122518	21	2	STUDY	remind	foam	5	NA	NA	
122518	1	2	TEST	balcony	latin	10	latin	1	
122518	2	2	TEST	capital	figure	10	figure	1	
122518	3	2	TEST	factor	spike	0	toaster	0	
122518	4	2	TEST	remind	foam	5	skip	0	
122518	5	2	TEST	storage	stone	5	stone	1	
122518	6	2	TEST	fig	buyer	5	skip	0	
