SUBN	TRIAL	BLOCK	STUDY.TEST	WORD1	WORD2	POINTS	WORD2RESP	ACC	
193255	1	1	STUDY	gown	nap	5	NA	NA	
193255	2	1	STUDY	caring	skirt	0	NA	NA	
193255	3	1	STUDY	fee	chowder	10	NA	NA	
193255	4	1	STUDY	climax	saucer	5	NA	NA	
193255	5	1	STUDY	bunch	bond	5	NA	NA	
193255	6	1	STUDY	leaf	toad	10	NA	NA	
193255	7	1	STUDY	bath	mailman	0	NA	NA	
193255	8	1	STUDY	glance	kin	0	NA	NA	
193255	9	1	STUDY	rose	herb	10	NA	NA	
193255	10	1	STUDY	cave	senate	10	NA	NA	
193255	11	1	STUDY	percent	elk	10	NA	NA	
193255	12	1	STUDY	core	lettuce	0	NA	NA	
193255	13	1	STUDY	fail	toaster	5	NA	NA	
193255	14	1	STUDY	future	wrench	5	NA	NA	
193255	15	1	STUDY	diamond	fasten	0	NA	NA	
193255	16	1	STUDY	find	clown	5	NA	NA	
193255	17	1	STUDY	glue	force	5	NA	NA	
193255	18	1	STUDY	knock	otter	10	NA	NA	
193255	19	1	STUDY	crane	fool	0	NA	NA	
193255	20	1	STUDY	hair	pub	0	NA	NA	
193255	21	1	STUDY	dip	spray	10	NA	NA	
193255	1	1	TEST	diamond	fasten	0	skip	0	
193255	2	1	TEST	dip	spray	10	spray	1	
193255	3	1	TEST	caring	skirt	0	skip	0	
193255	4	1	TEST	hair	pub	0	pub	1	
193255	5	1	TEST	glue	force	5	force	1	
193255	6	1	TEST	bath	mailman	0	skip	0	
193255	7	1	TEST	fee	chowder	10	chowder	1	
193255	8	1	TEST	fail	toaster	5	toaster	1	
193255	9	1	TEST	climax	saucer	5	skip	0	
193255	10	1	TEST	leaf	toad	10	toad	1	
193255	11	1	TEST	find	clown	5	skip	0	
193255	12	1	TEST	rose	herb	10	herb	1	
193255	13	1	TEST	percent	elk	10	elk	1	
193255	14	1	TEST	bunch	bond	5	bond	1	
193255	15	1	TEST	cave	senate	10	senate	1	
193255	16	1	TEST	crane	fool	0	skip	0	
193255	17	1	TEST	gown	nap	5	nap	1	
193255	18	1	TEST	glance	kin	0	skip	0	
193255	19	1	TEST	future	wrench	5	wrench	1	
193255	20	1	TEST	knock	otter	10	otter	1	
193255	21	1	TEST	core	lettuce	0	skip	0	
193255	1	2	STUDY	replace	roach	5	NA	NA	
193255	2	2	STUDY	biology	temper	5	NA	NA	
193255	3	2	STUDY	banner	glide	5	NA	NA	
193255	4	2	STUDY	chicken	beet	0	NA	NA	
193255	5	2	STUDY	belong	broth	0	NA	NA	
193255	6	2	STUDY	grip	beach	10	NA	NA	
193255	7	2	STUDY	hat	inhale	5	NA	NA	
193255	8	2	STUDY	nose	adverb	10	NA	NA	
193255	9	2	STUDY	balcony	latin	10	NA	NA	
193255	10	2	STUDY	things	relief	5	NA	NA	
193255	11	2	STUDY	prison	loaf	10	NA	NA	
193255	12	2	STUDY	rub	boiled	10	NA	NA	
193255	13	2	STUDY	shrink	mafia	0	NA	NA	
193255	14	2	STUDY	risk	zero	0	NA	NA	
193255	15	2	STUDY	pinch	fact	10	NA	NA	
193255	16	2	STUDY	calf	annoy	5	NA	NA	
193255	17	2	STUDY	taxi	nag	5	NA	NA	
193255	18	2	STUDY	smother	surgery	10	NA	NA	
193255	19	2	STUDY	bleach	ruin	0	NA	NA	
193255	20	2	STUDY	begin	rubber	0	NA	NA	
193255	21	2	STUDY	forest	knob	0	NA	NA	
193255	1	2	TEST	taxi	nag	5	nag	1	
193255	2	2	TEST	begin	rubber	0	rubber	1	
193255	3	2	TEST	risk	zero	0	zero	1	
193255	4	2	TEST	replace	roach	5	skip	0	
193255	5	2	TEST	shrink	mafia	0	mafia	1	
193255	6	2	TEST	grip	beach	10	beach	1	
193255	7	2	TEST	forest	knob	0	knob	1	
193255	8	2	TEST	bleach	ruin	0	ruin	1	
193255	9	2	TEST	hat	inhale	5	inhale	1	
193255	10	2	TEST	smother	surgery	10	surgery	1	
193255	11	2	TEST	chicken	beet	0	beet	1	
193255	12	2	TEST	things	relief	5	skip	0	
193255	13	2	TEST	prison	loaf	10	loaf	1	
193255	14	2	TEST	belong	broth	0	skip	0	
193255	15	2	TEST	calf	annoy	5	annoy	1	
193255	16	2	TEST	nose	adverb	10	adverb	1	
193255	17	2	TEST	balcony	latin	10	latin	1	
193255	18	2	TEST	banner	glide	5	glide	1	
193255	19	2	TEST	biology	temper	5	temper	1	
193255	20	2	TEST	rub	boiled	10	skip	0	
193255	21	2	TEST	pinch	fact	10	fact	1	
193255	1	3	STUDY	want	ascent	0	NA	NA	
193255	2	3	STUDY	visit	glove	5	NA	NA	
193255	3	3	STUDY	board	funeral	5	NA	NA	
193255	4	3	STUDY	toy	casket	0	NA	NA	
193255	5	3	STUDY	intent	knuckle	0	NA	NA	
193255	6	3	STUDY	town	depart	5	NA	NA	
193255	7	3	STUDY	date	laugh	10	NA	NA	
193255	8	3	STUDY	need	faucet	5	NA	NA	
193255	9	3	STUDY	closet	indoor	10	NA	NA	
193255	10	3	STUDY	mission	thesis	10	NA	NA	
193255	11	3	STUDY	seven	ghetto	0	NA	NA	
193255	12	3	STUDY	chapel	wart	10	NA	NA	
193255	13	3	STUDY	word	apex	5	NA	NA	
193255	14	3	STUDY	fault	elbow	5	NA	NA	
193255	15	3	STUDY	anger	decay	0	NA	NA	
193255	16	3	STUDY	cottage	inform	5	NA	NA	
193255	17	3	STUDY	lake	soak	10	NA	NA	
193255	18	3	STUDY	flask	shiver	0	NA	NA	
193255	19	3	STUDY	highway	push	0	NA	NA	
193255	20	3	STUDY	rest	pole	10	NA	NA	
193255	21	3	STUDY	blossom	please	10	NA	NA	
193255	1	3	TEST	word	apex	5	skip	0	
193255	2	3	TEST	fault	elbow	5	elbow	1	
193255	3	3	TEST	flask	shiver	0	shiver	1	
193255	4	3	TEST	board	funeral	5	funeral	1	
193255	5	3	TEST	blossom	please	10	please	1	
