SUBN	TRIAL	STUDY.TEST	WORD1	WORD2	POINTS	WORD2RESP	ACC	
153518	1	STUDY	tumble	mat	5	NA	NA	
153518	2	STUDY	bath	house	3	NA	NA	
153518	3	STUDY	stalk	kill	2	NA	NA	
153518	4	STUDY	shame	abuse	2	NA	NA	
153518	5	STUDY	mask	scuba	5	NA	NA	
153518	6	STUDY	maid	honor	2	NA	NA	
153518	7	STUDY	collar	blouse	1	NA	NA	
153518	8	STUDY	grove	group	0	NA	NA	
153518	9	STUDY	grow	rise	1	NA	NA	
153518	10	STUDY	damp	stink	0	NA	NA	
153518	11	STUDY	circus	lion	4	NA	NA	
153518	12	STUDY	cost	lot	3	NA	NA	
153518	13	STUDY	vacate	evacuate	0	NA	NA	
153518	14	STUDY	stay	home	4	NA	NA	
153518	15	STUDY	stare	rude	3	NA	NA	
153518	16	STUDY	coast	float	5	NA	NA	
153518	17	STUDY	snake	ugly	5	NA	NA	
153518	18	STUDY	demand	take	3	NA	NA	
153518	19	STUDY	tale	end	2	NA	NA	
153518	20	STUDY	party	friend	2	NA	NA	
153518	21	STUDY	barrel	drum	2	NA	NA	
153518	22	STUDY	build	add	1	NA	NA	
153518	23	STUDY	choose	freedom	3	NA	NA	
153518	24	STUDY	crowd	big	4	NA	NA	
153518	25	STUDY	defeat	battle	2	NA	NA	
153518	26	STUDY	support	love	0	NA	NA	
153518	27	STUDY	beer	taste	0	NA	NA	
153518	28	STUDY	dawn	night	1	NA	NA	
153518	29	STUDY	saint	priest	0	NA	NA	
153518	30	STUDY	marsh	field	4	NA	NA	
153518	31	STUDY	spool	pool	1	NA	NA	
153518	32	STUDY	search	lost	1	NA	NA	
153518	33	STUDY	throw	move	3	NA	NA	
153518	34	STUDY	sleeve	jacket	4	NA	NA	
153518	35	STUDY	contact	apart	2	NA	NA	
153518	36	STUDY	chief	major	2	NA	NA	
153518	37	STUDY	grave	bad	5	NA	NA	
153518	38	STUDY	dizzy	confuse	4	NA	NA	
153518	39	STUDY	paint	smell	1	NA	NA	
153518	40	STUDY	curve	girl	5	NA	NA	
153518	41	STUDY	peel	apple	3	NA	NA	
153518	42	STUDY	student	stress	5	NA	NA	
153518	43	STUDY	shop	keeper	3	NA	NA	
153518	44	STUDY	bead	rain	4	NA	NA	
153518	45	STUDY	pig	dirt	5	NA	NA	
153518	46	STUDY	coin	bill	0	NA	NA	
153518	47	STUDY	marry	family	3	NA	NA	
153518	48	STUDY	math	test	0	NA	NA	
153518	49	STUDY	taboo	norm	1	NA	NA	
153518	50	STUDY	beat	blend	5	NA	NA	
153518	51	STUDY	space	black	0	NA	NA	
153518	52	STUDY	artist	picture	1	NA	NA	
153518	53	STUDY	piano	man	4	NA	NA	
153518	54	STUDY	tomato	hot	4	NA	NA	
153518	1	TEST	contact	apart	2	detach	0	
153518	2	TEST	marsh	field	4	field	1	
153518	3	TEST	collar	blouse	1	leash	0	
153518	4	TEST	vacate	evacuate	0	empty	0	
153518	5	TEST	maid	honor	2	clean	0	
153518	6	TEST	stare	rude	3	see	0	
153518	7	TEST	sleeve	jacket	4	arm	0	
153518	8	TEST	dizzy	confuse	4	confuse	1	
153518	9	TEST	space	black	0	skip	0	
153518	10	TEST	saint	priest	0	priest	1	
153518	11	TEST	taboo	norm	1	skip	0	
153518	12	TEST	stay	home	4	home	1	
153518	13	TEST	snake	ugly	5	ugly	1	
153518	14	TEST	grove	group	0	apple	0	
153518	15	TEST	grow	rise	1	sun	0	
153518	16	TEST	spool	pool	1	pool	1	
153518	17	TEST	party	friend	2	skip	0	
153518	18	TEST	stalk	kill	2	kill	1	
153518	19	TEST	dawn	night	1	sun	0	
153518	20	TEST	barrel	drum	2	meat	0	
153518	21	TEST	mask	scuba	5	scuba	1	
153518	22	TEST	grave	bad	5	bad	1	
153518	23	TEST	artist	picture	1	skip	0	
153518	24	TEST	pig	dirt	5	dirt	1	
153518	25	TEST	marry	family	3	skip	0	
153518	26	TEST	tomato	hot	4	plant	0	
153518	27	TEST	curve	girl	5	girl	1	
153518	28	TEST	bath	house	3	house	1	
153518	29	TEST	defeat	battle	2	win	0	
153518	30	TEST	cost	lot	3	skip	0	
153518	31	TEST	paint	smell	1	skip	0	
153518	32	TEST	crowd	big	4	skip	0	
153518	33	TEST	coast	float	5	float	1	
153518	34	TEST	piano	man	4	key	0	
153518	35	TEST	math	test	0	skip	0	
153518	36	TEST	beat	blend	5	skip	0	
153518	37	TEST	tumble	mat	5	mat	1	
153518	38	TEST	chief	major	2	big	0	
153518	39	TEST	shop	keeper	3	skip	0	
153518	40	TEST	throw	move	3	skip	0	
153518	41	TEST	coin	bill	0	pocket	0	
153518	42	TEST	damp	stink	0	skip	0	
153518	43	TEST	tale	end	2	end	1	
153518	44	TEST	support	love	0	skip	0	
153518	45	TEST	circus	lion	4	lion	1	
153518	46	TEST	student	stress	5	stress	1	
153518	47	TEST	shame	abuse	2	skip	0	
153518	48	TEST	demand	take	3	take	1	
153518	49	TEST	bead	rain	4	skip	0	
153518	50	TEST	search	lost	1	skip	0	
153518	51	TEST	build	add	1	skip	0	
153518	52	TEST	choose	freedom	3	freedom	1	
153518	53	TEST	beer	taste	0	can	0	
153518	54	TEST	peel	apple	3	potato	0	
