Subject	BlockNum	BlockSize	NumInBlock	Image	SymmCorrect	SymmResp	SymmAcc	Timeout	Target	TargetResp	Acc	ViewTime	YNTime	MaxTime	
155108	SqPrac1	2	1	NA	NA	NA	NA	NA	4	4	1	NA	NA	10	
155108	SqPrac1	2	2	NA	NA	NA	NA	NA	9	9	1	NA	NA	10	
155108	SqPrac2	3	1	NA	NA	NA	NA	NA	12	12	1	NA	NA	10	
155108	SqPrac2	3	2	NA	NA	NA	NA	NA	11	11	1	NA	NA	10	
155108	SqPrac2	3	3	NA	NA	NA	NA	NA	15	15	1	NA	NA	10	
155108	Symm1	6	1	pracsymm2.bmp	symmetric	1	1	0	NA	NA	NA	1.505	0.808	10	
155108	Symm1	6	2	pracsymm14.bmp	nonsymmetric	0	1	0	NA	NA	NA	0.084	0.977	10	
155108	Symm1	6	3	pracsymm5.bmp	symmetric	1	1	0	NA	NA	NA	0.481	0.624	10	
155108	Symm1	6	4	pracsymm8.bmp	nonsymmetric	0	1	0	NA	NA	NA	1.954	0.65	10	
155108	Symm1	6	5	pracsymm12.bmp	nonsymmetric	1	0	0	NA	NA	NA	0.004	1.608	10	
155108	Symm1	6	6	pracsymm10.bmp	nonsymmetric	0	1	0	NA	NA	NA	1.034	0.689	10	
155108	CombPrac1	2	1	pracsymm3.bmp	symmetric	1	1	0	4	4	1	0.959	0.721	10	
155108	CombPrac1	2	2	pracsymm11.bmp	nonsymmetric	0	1	0	12	12	1	0.996	0.681	10	
155108	CombPrac2	3	1	pracsymm6.bmp	symmetric	1	1	0	9	5	0	0.846	1.224	10	
155108	CombPrac2	3	2	pracsymm1.bmp	symmetric	1	1	0	15	15	1	0.756	0.904	10	
155108	CombPrac2	3	3	pracsymm4.bmp	symmetric	1	1	0	10	10	1	0.794	0.65	10	
155108	1	2	1	symm46.bmp	nonsymmetric	0	1	0	2	1	0	1.071	0.712	2.8853198291200224	
155108	1	2	2	symm3.bmp	symmetric	0	0	0	5	5	1	0.734	1.112	2.8853198291200224	
155108	2	2	1	symm42.bmp	nonsymmetric	0	1	0	12	12	1	1.407	0.752	2.8853198291200224	
155108	2	2	2	symm13.bmp	symmetric	1	1	0	6	6	1	0.904	0.705	2.8853198291200224	
155108	3	5	1	symm33.bmp	nonsymmetric	0	1	0	8	8	1	0.968	0.832	2.8853198291200224	
155108	3	5	2	symm4.bmp	symmetric	1	1	0	9	9	1	0.784	0.641	2.8853198291200224	
155108	3	5	3	symm24.bmp	symmetric	1	1	0	6	5	0	0.734	0.841	2.8853198291200224	
155108	3	5	4	symm20.bmp	symmetric	1	1	0	2	11	0	0.808	0.505	2.8853198291200224	
155108	3	5	5	symm2.bmp	symmetric	0	0	0	15	3	0	1.108	0.753	2.8853198291200224	
155108	4	5	1	symm43.bmp	nonsymmetric	0	1	0	14	14	1	0.791	0.59	2.8853198291200224	
155108	4	5	2	symm22.bmp	symmetric	1	1	0	10	10	1	0.791	0.665	2.8853198291200224	
155108	4	5	3	symm26.bmp	nonsymmetric	0	1	0	3	4	0	0.721	0.73	2.8853198291200224	
155108	4	5	4	symm9.bmp	symmetric	1	1	0	12	15	0	0.633	0.512	2.8853198291200224	
155108	4	5	5	symm27.bmp	nonsymmetric	1	0	0	11	11	1	0.733	0.545	2.8853198291200224	
155108	5	5	1	symm35.bmp	nonsymmetric	0	1	0	5	5	1	1.06	0.682	2.8853198291200224	
155108	5	5	2	symm23.bmp	symmetric	1	1	0	11	8	0	0.647	0.553	2.8853198291200224	
155108	5	5	3	symm6.bmp	symmetric	1	1	0	13	9	0	0.704	0.579	2.8853198291200224	
155108	5	5	4	symm39.bmp	nonsymmetric	0	1	0	16	16	1	0.567	1.024	2.8853198291200224	
155108	5	5	5	symm41.bmp	nonsymmetric	0	1	0	2	2	1	0.311	0.985	2.8853198291200224	
155108	6	4	1	symm1.bmp	symmetric	1	1	0	16	16	1	0.685	0.562	2.8853198291200224	
155108	6	4	2	symm48.bmp	nonsymmetric	0	1	0	7	5	0	0.325	0.81	2.8853198291200224	
155108	6	4	3	symm19.bmp	symmetric	1	1	0	6	8	0	0.31	0.695	2.8853198291200224	
155108	6	4	4	symm5.bmp	symmetric	1	1	0	15	6	0	0.617	0.665	2.8853198291200224	
155108	7	3	1	symm21.bmp	symmetric	1	1	0	13	13	1	1.169	0.578	2.8853198291200224	
155108	7	3	2	symm36.bmp	nonsymmetric	0	1	0	10	10	1	0.741	0.601	2.8853198291200224	
155108	7	3	3	symm38.bmp	nonsymmetric	0	1	0	11	11	1	0.535	1.072	2.8853198291200224	
155108	8	4	1	symm15.bmp	symmetric	1	1	0	1	1	1	0.711	0.545	2.8853198291200224	
155108	8	4	2	symm10.bmp	symmetric	1	1	0	13	13	1	0.54	0.569	2.8853198291200224	
155108	8	4	3	symm32.bmp	nonsymmetric	0	1	0	5	8	0	0.486	0.625	2.8853198291200224	
155108	8	4	4	symm40.bmp	nonsymmetric	0	1	0	12	5	0	0.489	0.617	2.8853198291200224	
155108	9	3	1	symm47.bmp	nonsymmetric	0	1	0	8	8	1	0.663	0.471	2.8853198291200224	
155108	9	3	2	symm31.bmp	nonsymmetric	0	1	0	10	5	0	0.727	0.857	2.8853198291200224	
155108	9	3	3	symm34.bmp	nonsymmetric	0	1	0	16	15	0	0.536	0.824	2.8853198291200224	
155108	10	4	1	symm37.bmp	nonsymmetric	0	1	0	7	8	0	0.641	0.505	2.8853198291200224	
155108	10	4	2	symm7.bmp	symmetric	0	0	0	5	5	1	0.275	0.705	2.8853198291200224	
155108	10	4	3	symm30.bmp	nonsymmetric	1	0	0	8	6	0	1.132	0.601	2.8853198291200224	
155108	10	4	4	symm29.bmp	nonsymmetric	0	1	0	15	15	1	0.663	0.488	2.8853198291200224	
155108	11	3	1	symm16.bmp	symmetric	1	1	0	8	8	1	1.088	0.784	2.8853198291200224	
155108	11	3	2	symm25.bmp	nonsymmetric	0	1	0	2	6	0	0.467	0.993	2.8853198291200224	
155108	11	3	3	symm17.bmp	symmetric	1	1	0	13	13	1	0.785	0.633	2.8853198291200224	
155108	12	2	1	symm14.bmp	symmetric	1	1	0	8	8	1	0.915	0.736	2.8853198291200224	
155108	12	2	2	symm28.bmp	nonsymmetric	0	1	0	10	10	1	0.583	0.593	2.8853198291200224	
