SUBN	TRIAL	STUDY.TEST	WORD1	WORD2	POINTS	WORD2RESP	ACC	
102536	1	STUDY	barrel	drum	2	NA	NA	
102536	2	STUDY	grow	rise	1	NA	NA	
102536	3	STUDY	bead	rain	4	NA	NA	
102536	4	STUDY	defeat	battle	2	NA	NA	
102536	5	STUDY	maid	honor	2	NA	NA	
102536	6	STUDY	beat	blend	5	NA	NA	
102536	7	STUDY	vacate	evacuate	0	NA	NA	
102536	8	STUDY	chief	major	2	NA	NA	
102536	9	STUDY	coin	bill	0	NA	NA	
102536	10	STUDY	snake	ugly	5	NA	NA	
102536	11	STUDY	marsh	field	4	NA	NA	
102536	12	STUDY	stay	home	4	NA	NA	
102536	13	STUDY	saint	priest	0	NA	NA	
102536	14	STUDY	taboo	norm	1	NA	NA	
102536	15	STUDY	grave	bad	5	NA	NA	
102536	16	STUDY	search	lost	1	NA	NA	
102536	17	STUDY	cost	lot	3	NA	NA	
102536	18	STUDY	circus	lion	4	NA	NA	
102536	19	STUDY	stalk	kill	2	NA	NA	
102536	20	STUDY	mask	scuba	5	NA	NA	
102536	21	STUDY	stare	rude	3	NA	NA	
102536	22	STUDY	choose	freedom	3	NA	NA	
102536	23	STUDY	shame	abuse	2	NA	NA	
102536	24	STUDY	throw	move	3	NA	NA	
102536	25	STUDY	student	stress	5	NA	NA	
102536	26	STUDY	bath	house	3	NA	NA	
102536	27	STUDY	piano	man	4	NA	NA	
102536	28	STUDY	support	love	0	NA	NA	
102536	29	STUDY	coast	float	5	NA	NA	
102536	30	STUDY	marry	family	3	NA	NA	
102536	31	STUDY	dizzy	confuse	4	NA	NA	
102536	32	STUDY	crowd	big	4	NA	NA	
102536	33	STUDY	paint	smell	1	NA	NA	
102536	34	STUDY	tale	end	2	NA	NA	
102536	35	STUDY	spool	pool	1	NA	NA	
102536	36	STUDY	pig	dirt	5	NA	NA	
102536	37	STUDY	shop	keeper	3	NA	NA	
102536	38	STUDY	math	test	0	NA	NA	
102536	39	STUDY	grove	group	0	NA	NA	
102536	40	STUDY	dawn	night	1	NA	NA	
102536	41	STUDY	collar	blouse	1	NA	NA	
102536	42	STUDY	build	add	1	NA	NA	
102536	43	STUDY	peel	apple	3	NA	NA	
102536	44	STUDY	space	black	0	NA	NA	
102536	45	STUDY	beer	taste	0	NA	NA	
102536	46	STUDY	sleeve	jacket	4	NA	NA	
102536	47	STUDY	tomato	hot	4	NA	NA	
102536	48	STUDY	damp	stink	0	NA	NA	
102536	49	STUDY	artist	picture	1	NA	NA	
102536	50	STUDY	tumble	mat	5	NA	NA	
102536	51	STUDY	curve	girl	5	NA	NA	
102536	52	STUDY	party	friend	2	NA	NA	
102536	53	STUDY	contact	apart	2	NA	NA	
102536	54	STUDY	demand	take	3	NA	NA	
102536	1	TEST	beer	taste	0	skip	0	
102536	2	TEST	build	add	1	skip	0	
102536	3	TEST	dawn	night	1	skip	0	
102536	4	TEST	throw	move	3	skip	0	
102536	5	TEST	shop	keeper	3	store	0	
102536	6	TEST	space	black	0	time	0	
102536	7	TEST	tumble	mat	5	mat	1	
102536	8	TEST	coin	bill	0	purse	0	
102536	9	TEST	beat	blend	5	skip	0	
102536	10	TEST	shame	abuse	2	skip	0	
102536	11	TEST	collar	blouse	1	skip	0	
102536	12	TEST	grow	rise	1	skip	0	
102536	13	TEST	maid	honor	2	skip	0	
102536	14	TEST	barrel	drum	2	skip	0	
102536	15	TEST	tale	end	2	skip	0	
102536	16	TEST	demand	take	3	supply	0	
102536	17	TEST	piano	man	4	man	1	
102536	18	TEST	dizzy	confuse	4	skip	0	
102536	19	TEST	contact	apart	2	skip	0	
102536	20	TEST	spool	pool	1	thread	0	
102536	21	TEST	damp	stink	0	factory	0	
102536	22	TEST	pig	dirt	5	skip	0	
102536	23	TEST	artist	picture	1	skip	0	
102536	24	TEST	bath	house	3	house	1	
102536	25	TEST	mask	scuba	5	skip	0	
102536	26	TEST	vacate	evacuate	0	evacuate	1	
102536	27	TEST	paint	smell	1	skip	0	
102536	28	TEST	chief	major	2	skip	0	
102536	29	TEST	peel	apple	3	skip	0	
102536	30	TEST	snake	ugly	5	skip	0	
102536	31	TEST	stalk	kill	2	skip	0	
102536	32	TEST	taboo	norm	1	norm	1	
102536	33	TEST	circus	lion	4	skip	0	
102536	34	TEST	party	friend	2	skip	0	
102536	35	TEST	support	love	0	skip	0	
102536	36	TEST	tomato	hot	4	skip	0	
102536	37	TEST	choose	freedom	3	freedom	1	
102536	38	TEST	math	test	0	skip	0	
102536	39	TEST	student	stress	5	skip	0	
102536	40	TEST	cost	lot	3	skip	0	
102536	41	TEST	marsh	field	4	skip	0	
102536	42	TEST	defeat	battle	2	skip	0	
102536	43	TEST	search	lost	1	skip	0	
102536	44	TEST	stay	home	4	skip	0	
102536	45	TEST	grave	bad	5	skip	0	
102536	46	TEST	stare	rude	3	skip	0	
102536	47	TEST	bead	rain	4	skip	0	
102536	48	TEST	grove	group	0	group	1	
102536	49	TEST	sleeve	jacket	4	jacket	1	
102536	50	TEST	saint	priest	0	skip	0	
102536	51	TEST	crowd	big	4	skip	0	
102536	52	TEST	marry	family	3	skip	0	
102536	53	TEST	coast	float	5	float	1	
102536	54	TEST	curve	girl	5	skip	0	
