SUBN	TRIAL	STUDY.TEST	WORD1	WORD2	POINTS	WORD2RESP	ACC	
165239	1	STUDY	curve	girl	5	NA	NA	
165239	2	STUDY	taboo	norm	1	NA	NA	
165239	3	STUDY	defeat	battle	2	NA	NA	
165239	4	STUDY	contact	apart	2	NA	NA	
165239	5	STUDY	bead	rain	4	NA	NA	
165239	6	STUDY	paint	smell	1	NA	NA	
165239	7	STUDY	peel	apple	3	NA	NA	
165239	8	STUDY	artist	picture	1	NA	NA	
165239	9	STUDY	support	love	0	NA	NA	
165239	10	STUDY	beer	taste	0	NA	NA	
165239	11	STUDY	beat	blend	5	NA	NA	
165239	12	STUDY	saint	priest	0	NA	NA	
165239	13	STUDY	build	add	1	NA	NA	
165239	14	STUDY	barrel	drum	2	NA	NA	
165239	15	STUDY	circus	lion	4	NA	NA	
165239	16	STUDY	shame	abuse	2	NA	NA	
165239	17	STUDY	cost	lot	3	NA	NA	
165239	18	STUDY	sleeve	jacket	4	NA	NA	
165239	19	STUDY	space	black	0	NA	NA	
165239	20	STUDY	stare	rude	3	NA	NA	
165239	21	STUDY	dawn	night	1	NA	NA	
165239	22	STUDY	damp	stink	0	NA	NA	
165239	23	STUDY	search	lost	1	NA	NA	
165239	24	STUDY	tumble	mat	5	NA	NA	
165239	25	STUDY	spool	pool	1	NA	NA	
165239	26	STUDY	chief	major	2	NA	NA	
165239	27	STUDY	dizzy	confuse	4	NA	NA	
165239	28	STUDY	shop	keeper	3	NA	NA	
165239	29	STUDY	mask	scuba	5	NA	NA	
165239	30	STUDY	choose	freedom	3	NA	NA	
165239	31	STUDY	grove	group	0	NA	NA	
165239	32	STUDY	marry	family	3	NA	NA	
165239	33	STUDY	student	stress	5	NA	NA	
165239	34	STUDY	math	test	0	NA	NA	
165239	35	STUDY	piano	man	4	NA	NA	
165239	36	STUDY	marsh	field	4	NA	NA	
165239	37	STUDY	snake	ugly	5	NA	NA	
165239	38	STUDY	pig	dirt	5	NA	NA	
165239	39	STUDY	vacate	evacuate	0	NA	NA	
165239	40	STUDY	party	friend	2	NA	NA	
165239	41	STUDY	maid	honor	2	NA	NA	
165239	42	STUDY	throw	move	3	NA	NA	
165239	43	STUDY	demand	take	3	NA	NA	
165239	44	STUDY	coin	bill	0	NA	NA	
165239	45	STUDY	collar	blouse	1	NA	NA	
165239	46	STUDY	stalk	kill	2	NA	NA	
165239	47	STUDY	bath	house	3	NA	NA	
165239	48	STUDY	grow	rise	1	NA	NA	
165239	49	STUDY	tale	end	2	NA	NA	
165239	50	STUDY	crowd	big	4	NA	NA	
165239	51	STUDY	tomato	hot	4	NA	NA	
165239	52	STUDY	stay	home	4	NA	NA	
165239	53	STUDY	coast	float	5	NA	NA	
165239	54	STUDY	grave	bad	5	NA	NA	
165239	1	TEST	maid	honor	2	honor	1	
165239	2	TEST	party	friend	2	friend	1	
165239	3	TEST	bath	house	3	skip	0	
165239	4	TEST	spool	pool	1	thread	0	
165239	5	TEST	tale	end	2	end	1	
165239	6	TEST	artist	picture	1	picture	1	
165239	7	TEST	stay	home	4	home	1	
165239	8	TEST	piano	man	4	man	1	
165239	9	TEST	defeat	battle	2	battle	1	
165239	10	TEST	bead	rain	4	skip	0	
165239	11	TEST	build	add	1	skip	0	
165239	12	TEST	grove	group	0	tree	0	
165239	13	TEST	barrel	drum	2	drum	1	
165239	14	TEST	beat	blend	5	head	0	
165239	15	TEST	curve	girl	5	girl	1	
165239	16	TEST	snake	ugly	5	ugly	1	
165239	17	TEST	paint	smell	1	jar	0	
165239	18	TEST	pig	dirt	5	skip	0	
165239	19	TEST	crowd	big	4	big	1	
165239	20	TEST	peel	apple	3	apple	1	
165239	21	TEST	marry	family	3	family	1	
165239	22	TEST	saint	priest	0	priest	1	
165239	23	TEST	cost	lot	3	skip	0	
165239	24	TEST	demand	take	3	take	1	
165239	25	TEST	mask	scuba	5	skip	0	
165239	26	TEST	beer	taste	0	taste	1	
165239	27	TEST	math	test	0	skip	0	
165239	28	TEST	support	love	0	love	1	
165239	29	TEST	shame	abuse	2	skip	0	
165239	30	TEST	marsh	field	4	field	1	
165239	31	TEST	grow	rise	1	rise	1	
165239	32	TEST	taboo	norm	1	skip	0	
165239	33	TEST	dawn	night	1	dark	0	
165239	34	TEST	choose	freedom	3	skip	0	
165239	35	TEST	damp	stink	0	desert	0	
165239	36	TEST	circus	lion	4	lion	1	
165239	37	TEST	space	black	0	black	1	
165239	38	TEST	grave	bad	5	bad	1	
165239	39	TEST	student	stress	5	skip	0	
165239	40	TEST	sleeve	jacket	4	jacket	1	
165239	41	TEST	coast	float	5	float	1	
165239	42	TEST	chief	major	2	skip	0	
165239	43	TEST	collar	blouse	1	blouse	1	
165239	44	TEST	stare	rude	3	skip	0	
165239	45	TEST	shop	keeper	3	skip	0	
165239	46	TEST	vacate	evacuate	0	evacuate	1	
165239	47	TEST	search	lost	1	lost	1	
165239	48	TEST	coin	bill	0	bill	1	
165239	49	TEST	tomato	hot	4	hot	1	
165239	50	TEST	dizzy	confuse	4	skip	0	
165239	51	TEST	stalk	kill	2	kill	1	
165239	52	TEST	contact	apart	2	skip	0	
165239	53	TEST	throw	move	3	move	1	
165239	54	TEST	tumble	mat	5	skip	0	
