SUBN	TRIAL	STUDY.TEST	WORD1	WORD2	POINTS	WORD2RESP	ACC	
123057	1	STUDY	space	black	0	NA	NA	
123057	2	STUDY	taboo	norm	1	NA	NA	
123057	3	STUDY	maid	honor	2	NA	NA	
123057	4	STUDY	barrel	drum	2	NA	NA	
123057	5	STUDY	demand	take	3	NA	NA	
123057	6	STUDY	student	stress	5	NA	NA	
123057	7	STUDY	coin	bill	0	NA	NA	
123057	8	STUDY	tomato	hot	4	NA	NA	
123057	9	STUDY	pig	dirt	5	NA	NA	
123057	10	STUDY	curve	girl	5	NA	NA	
123057	11	STUDY	mask	scuba	5	NA	NA	
123057	12	STUDY	piano	man	4	NA	NA	
123057	13	STUDY	damp	stink	0	NA	NA	
123057	14	STUDY	shame	abuse	2	NA	NA	
123057	15	STUDY	stay	home	4	NA	NA	
123057	16	STUDY	crowd	big	4	NA	NA	
123057	17	STUDY	grave	bad	5	NA	NA	
123057	18	STUDY	marry	family	3	NA	NA	
123057	19	STUDY	vacate	evacuate	0	NA	NA	
123057	20	STUDY	stalk	kill	2	NA	NA	
123057	21	STUDY	spool	pool	1	NA	NA	
123057	22	STUDY	support	love	0	NA	NA	
123057	23	STUDY	cost	lot	3	NA	NA	
123057	24	STUDY	grow	rise	1	NA	NA	
123057	25	STUDY	tale	end	2	NA	NA	
123057	26	STUDY	marsh	field	4	NA	NA	
123057	27	STUDY	bead	rain	4	NA	NA	
123057	28	STUDY	dizzy	confuse	4	NA	NA	
123057	29	STUDY	beer	taste	0	NA	NA	
123057	30	STUDY	bath	house	3	NA	NA	
123057	31	STUDY	artist	picture	1	NA	NA	
123057	32	STUDY	shop	keeper	3	NA	NA	
123057	33	STUDY	coast	float	5	NA	NA	
123057	34	STUDY	throw	move	3	NA	NA	
123057	35	STUDY	grove	group	0	NA	NA	
123057	36	STUDY	chief	major	2	NA	NA	
123057	37	STUDY	saint	priest	0	NA	NA	
123057	38	STUDY	snake	ugly	5	NA	NA	
123057	39	STUDY	tumble	mat	5	NA	NA	
123057	40	STUDY	search	lost	1	NA	NA	
123057	41	STUDY	beat	blend	5	NA	NA	
123057	42	STUDY	build	add	1	NA	NA	
123057	43	STUDY	contact	apart	2	NA	NA	
123057	44	STUDY	choose	freedom	3	NA	NA	
123057	45	STUDY	party	friend	2	NA	NA	
123057	46	STUDY	stare	rude	3	NA	NA	
123057	47	STUDY	circus	lion	4	NA	NA	
123057	48	STUDY	peel	apple	3	NA	NA	
123057	49	STUDY	defeat	battle	2	NA	NA	
123057	50	STUDY	paint	smell	1	NA	NA	
123057	51	STUDY	dawn	night	1	NA	NA	
123057	52	STUDY	math	test	0	NA	NA	
123057	53	STUDY	sleeve	jacket	4	NA	NA	
123057	54	STUDY	collar	blouse	1	NA	NA	
123057	1	TEST	artist	picture	1	canvas	0	
123057	2	TEST	beat	blend	5	drum	0	
123057	3	TEST	shame	abuse	2	guilt	0	
123057	4	TEST	space	black	0	ship	0	
123057	5	TEST	mask	scuba	5	face	0	
123057	6	TEST	dizzy	confuse	4	breath	0	
123057	7	TEST	stare	rude	3	rude	1	
123057	8	TEST	coast	float	5	land	0	
123057	9	TEST	crowd	big	4	noise	0	
123057	10	TEST	saint	priest	0	priest	1	
123057	11	TEST	marry	family	3	wedding	0	
123057	12	TEST	maid	honor	2	clean	0	
123057	13	TEST	snake	ugly	5	grass	0	
123057	14	TEST	cost	lot	3	price	0	
123057	15	TEST	dawn	night	1	dusk	0	
123057	16	TEST	collar	blouse	1	shirt	0	
123057	17	TEST	stay	home	4	still	0	
123057	18	TEST	circus	lion	4	clown	0	
123057	19	TEST	paint	smell	1	wall	0	
123057	20	TEST	grow	rise	1	health	0	
123057	21	TEST	math	test	0	problem	0	
123057	22	TEST	student	stress	5	desk	0	
123057	23	TEST	vacate	evacuate	0	evacuate	1	
123057	24	TEST	tumble	mat	5	hill	0	
123057	25	TEST	grove	group	0	trees	0	
123057	26	TEST	spool	pool	1	thread	0	
123057	27	TEST	taboo	norm	1	wrong	0	
123057	28	TEST	bath	house	3	shower	0	
123057	29	TEST	demand	take	3	insist	0	
123057	30	TEST	tale	end	2	story	0	
123057	31	TEST	coin	bill	0	bill	1	
123057	32	TEST	grave	bad	5	fearful	0	
123057	33	TEST	support	love	0	structure	0	
123057	34	TEST	defeat	battle	2	battle	1	
123057	35	TEST	build	add	1	house	0	
123057	36	TEST	search	lost	1	rescue	0	
123057	37	TEST	contact	apart	2	source	0	
123057	38	TEST	barrel	drum	2	roll	0	
123057	39	TEST	beer	taste	0	glass	0	
123057	40	TEST	party	friend	2	hat	0	
123057	41	TEST	pig	dirt	5	trough	0	
123057	42	TEST	shop	keeper	3	store	0	
123057	43	TEST	piano	man	4	music	0	
123057	44	TEST	sleeve	jacket	4	dress	0	
123057	45	TEST	damp	stink	0	wet	0	
123057	46	TEST	throw	move	3	towel	0	
123057	47	TEST	curve	girl	5	woman	0	
123057	48	TEST	chief	major	2	head	0	
123057	49	TEST	bead	rain	4	water	0	
123057	50	TEST	marsh	field	4	grove	0	
123057	51	TEST	peel	apple	3	orange	0	
123057	52	TEST	choose	freedom	3	pick	0	
123057	53	TEST	stalk	kill	2	leaf	0	
123057	54	TEST	tomato	hot	4	plant	0	
